# driver=heuristic_weighted_average hz=14.08 rows=12691 runs=34
# 34 training seeds, WeightedAverage controller, applied_steer after smoothing.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3805,7.002
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.2509,7.282
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.2092,7.667
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.196,7.952
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.163,8.286
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.1231,8.497
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.0537,8.634
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1289,8.541
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1688,8.075
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2088,7.611
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2387,7.468
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2687,7.138
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3032,6.994
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3361,6.978
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.352,6.964
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3885,6.72
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4072,6.704
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4285,6.682
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4415,6.665
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4522,6.642
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4628,6.62
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4697,6.603
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4732,6.58
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4719,6.564
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4674,6.543
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4643,6.528
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4538,6.701
