# driver=ppo_car_009_bc_s13_deterministic hz=14.08 rows=8806 runs=10
# Ten held-out seeds, selected through results/rl/trace_manifest.json.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
ppo_car_009_bc_s13_deterministic,seed1001,0.0,0.0
ppo_car_009_bc_s13_deterministic,seed1001,0.0,0.00072
ppo_car_009_bc_s13_deterministic,seed1001,-0.32391,0.19212
ppo_car_009_bc_s13_deterministic,seed1001,-0.32145,0.5738
ppo_car_009_bc_s13_deterministic,seed1001,-0.31002,0.86376
ppo_car_009_bc_s13_deterministic,seed1001,-0.29373,1.24748
ppo_car_009_bc_s13_deterministic,seed1001,-0.29373,1.53571
ppo_car_009_bc_s13_deterministic,seed1001,-0.2766,1.92015
ppo_car_009_bc_s13_deterministic,seed1001,-0.25884,2.20864
ppo_car_009_bc_s13_deterministic,seed1001,-0.24079,2.59324
ppo_car_009_bc_s13_deterministic,seed1001,-0.22291,2.97781
ppo_car_009_bc_s13_deterministic,seed1001,-0.20553,3.26615
ppo_car_009_bc_s13_deterministic,seed1001,-0.18904,3.65052
ppo_car_009_bc_s13_deterministic,seed1001,-0.17368,3.93857
ppo_car_009_bc_s13_deterministic,seed1001,-0.15977,4.31657
ppo_car_009_bc_s13_deterministic,seed1001,-0.15977,4.59314
ppo_car_009_bc_s13_deterministic,seed1001,-0.14766,4.95457
ppo_car_009_bc_s13_deterministic,seed1001,-0.13741,5.21935
ppo_car_009_bc_s13_deterministic,seed1001,-0.12906,5.56457
ppo_car_009_bc_s13_deterministic,seed1001,-0.12268,5.81782
ppo_car_009_bc_s13_deterministic,seed1001,-0.11852,6.14702
ppo_car_009_bc_s13_deterministic,seed1001,-0.11704,6.4669
ppo_car_009_bc_s13_deterministic,seed1001,-0.11704,6.70108
ppo_car_009_bc_s13_deterministic,seed1001,-0.11946,7.00604
ppo_car_009_bc_s13_deterministic,seed1001,-0.12997,7.22709
ppo_car_009_bc_s13_deterministic,seed1001,-0.41044,7.46759
ppo_car_009_bc_s13_deterministic,seed1001,-0.64236,7.59623
ppo_car_009_bc_s13_deterministic,seed1001,-0.63868,7.74473
ppo_car_009_bc_s13_deterministic,seed1001,-0.50481,7.89144
ppo_car_009_bc_s13_deterministic,seed1001,-0.44932,8.10619
ppo_car_009_bc_s13_deterministic,seed1001,-0.42687,8.27931
ppo_car_009_bc_s13_deterministic,seed1001,-0.35616,8.38634
