# driver=ppo_car_009_bc_sampling hz=14.08 rows=8125 runs=10
# Ten held-out seeds, selected through results/rl/trace_manifest.json.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
ppo_car_009_bc_sampling,seed1001,-0.46436,9.55232
ppo_car_009_bc_sampling,seed1001,-0.62147,9.49483
ppo_car_009_bc_sampling,seed1001,-0.69765,9.41016
ppo_car_009_bc_sampling,seed1001,-0.49533,9.32751
ppo_car_009_bc_sampling,seed1001,-0.36811,9.30616
ppo_car_009_bc_sampling,seed1001,-0.06105,9.30584
ppo_car_009_bc_sampling,seed1001,0.13359,9.32136
ppo_car_009_bc_sampling,seed1001,-0.06283,9.37636
ppo_car_009_bc_sampling,seed1001,-0.22063,9.43551
ppo_car_009_bc_sampling,seed1001,-0.4302,9.45824
ppo_car_009_bc_sampling,seed1001,-0.50589,9.44559
ppo_car_009_bc_sampling,seed1001,-0.64749,9.3699
ppo_car_009_bc_sampling,seed1001,-0.42258,9.31351
ppo_car_009_bc_sampling,seed1001,-0.42258,9.30403
ppo_car_009_bc_sampling,seed1001,-0.17909,9.30628
ppo_car_009_bc_sampling,seed1001,-0.40349,9.31458
ppo_car_009_bc_sampling,seed1001,-0.56061,9.27494
ppo_car_009_bc_sampling,seed1001,-0.41077,9.24169
ppo_car_009_bc_sampling,seed1001,-0.39283,9.25087
ppo_car_009_bc_sampling,seed1001,-0.63409,9.23479
ppo_car_009_bc_sampling,seed1001,-0.77369,9.14373
ppo_car_009_bc_sampling,seed1001,-0.48446,9.07734
ppo_car_009_bc_sampling,seed1001,-0.25561,9.08607
ppo_car_009_bc_sampling,seed1001,-0.54362,9.10511
ppo_car_009_bc_sampling,seed1001,-0.43975,9.09856
ppo_car_009_bc_sampling,seed1001,-0.66105,9.09062
ppo_car_009_bc_sampling,seed1001,-0.5687,9.04581
ppo_car_009_bc_sampling,seed1001,-0.25244,9.05174
ppo_car_009_bc_sampling,seed1001,-0.04087,9.08864
ppo_car_009_bc_sampling,seed1001,0.13299,9.15966
ppo_car_009_bc_sampling,seed1001,-0.1735,9.27039
ppo_car_009_bc_sampling,seed1001,-0.29911,9.31418
ppo_car_009_bc_sampling,seed1001,0.01229,9.38002
ppo_car_009_bc_sampling,seed1001,-0.21443,9.43577
ppo_car_009_bc_sampling,seed1001,-0.39845,9.45899
ppo_car_009_bc_sampling,seed1001,-0.22687,9.45752
ppo_car_009_bc_sampling,seed1001,-0.25229,9.48508
ppo_car_009_bc_sampling,seed1001,-0.19792,9.49201
ppo_car_009_bc_sampling,seed1001,-0.22361,9.51987
ppo_car_009_bc_sampling,seed1001,-0.44593,9.52403
ppo_car_009_bc_sampling,seed1001,-0.57372,9.46273
ppo_car_009_bc_sampling,seed1001,-0.29061,9.41966
ppo_car_009_bc_sampling,seed1001,-0.3469,9.41173
ppo_car_009_bc_sampling,seed1001,-0.1183,9.40893
ppo_car_009_bc_sampling,seed1001,-0.11716,9.42657
ppo_car_009_bc_sampling,seed1001,-0.27205,9.45912
ppo_car_009_bc_sampling,seed1001,-0.1994,9.4706
ppo_car_009_bc_sampling,seed1001,-0.04187,9.5029
ppo_car_009_bc_sampling,seed1001,-0.25591,9.52829
ppo_car_009_bc_sampling,seed1001,-0.54786,9.51484
ppo_car_009_bc_sampling,seed1001,-0.23971,9.48357
ppo_car_009_bc_sampling,seed1001,-0.47093,9.48017
ppo_car_009_bc_sampling,seed1001,-0.27576,9.43738
ppo_car_009_bc_sampling,seed1001,-0.05481,9.43891
ppo_car_009_bc_sampling,seed1001,0.23922,9.45965
ppo_car_009_bc_sampling,seed1001,0.31481,9.47914
ppo_car_009_bc_sampling,seed1001,0.02315,9.52343
ppo_car_009_bc_sampling,seed1001,-0.00628,9.57048
ppo_car_009_bc_sampling,seed1001,-0.27793,9.62434
ppo_car_009_bc_sampling,seed1001,-0.14531,9.65369
ppo_car_009_bc_sampling,seed1001,-0.27017,9.66947
ppo_car_009_bc_sampling,seed1001,-0.49147,9.65254
ppo_car_009_bc_sampling,seed1001,-0.40553,9.60523
ppo_car_009_bc_sampling,seed1001,-0.12592,9.58782
ppo_car_009_bc_sampling,seed1001,0.10133,9.58826
ppo_car_009_bc_sampling,seed1001,0.25002,9.56949
ppo_car_009_bc_sampling,seed1001,0.03103,9.5988
