run_id,step,cumulative_reward,episode_length,policy_loss,value_loss,entropy,reward_checkpoint,reward_wrong_way,reward_wall,reward_step,reward_speed,reward_jerk,reward_progress,markers_per_episode,physics_steps_charged,wall_contacts,lateral_clearance,end_wallcontact,end_lapscompleted,end_stalled,end_steplimit,end_trackswapped,stalled_share
ppo_car_009_bc_s7,10000,-5.572847366333008,342.71429443359375,,,1.4189382791519165,0.0833333358168602,-0.3333333432674408,-2.5,-0.8015775084495544,0.0074805463664233685,-0.18458618223667145,0.06087120994925499,0.0833333358168602,801.5833129882812,0.5,0.6043558120727539,18.0,,5.0,,13.0,0.1388888888888889
ppo_car_009_bc_s7,20000,-4.51633882522583,442.9599914550781,,,1.4189382791519165,0.2647058963775635,-0.5,-2.941176414489746,-1.305299997329712,0.006592078600078821,-0.3128761053085327,0.1426268368959427,0.2647058963775635,1305.323486328125,0.5882353186607361,0.37434688210487366,20.0,,12.0,,2.0,0.35294117647058826
ppo_car_009_bc_s7,30000,-4.172000885009766,392.76470947265625,0.014199217781424522,0.18319609761238098,1.4196858406066895,0.0476190485060215,-0.4761904776096344,-2.3809523582458496,-1.273177981376648,0.018398938700556755,-0.3167424499988556,0.052331339567899704,0.0476190485060215,1273.1904296875,0.4761904776096344,0.44916921854019165,10.0,,8.0,,3.0,0.38095238095238093
ppo_car_009_bc_s7,40000,-5.425356864929199,555.5,,,1.4197180271148682,0.625,-0.7916666865348816,-3.125,-1.9188684225082397,0.027606133371591568,-0.4586974084377289,0.3021145761013031,0.625,1918.9166259765625,0.625,0.403056800365448,15.0,,5.0,2.0,2.0,0.20833333333333334
ppo_car_009_bc_s7,50000,-5.652649402618408,477.3809509277344,0.016163449734449387,0.11743447184562683,1.419270634651184,0.38461539149284363,-0.7692307829856873,-3.269230842590332,-1.5444718599319458,0.014703535474836826,-0.3670213222503662,0.21530815958976746,0.38461539149284363,1544.5,0.6538461446762085,0.577317476272583,17.0,,4.0,,5.0,0.15384615384615385
ppo_car_009_bc_s7,60000,-4.808878421783447,454.4347839355469,,,1.4192312955856323,0.1666666716337204,-0.5666666626930237,-2.5,-1.395413875579834,0.013560007326304913,-0.33610332012176514,0.09761916846036911,0.1666666716337204,1395.433349609375,0.5333333611488342,0.4972056746482849,15.0,,10.0,,5.0,0.3333333333333333
ppo_car_009_bc_s7,70000,-5.3347697257995605,655.3333129882812,0.01640859805047512,0.15822382271289825,1.4193121194839478,0.20000000298023224,-0.6000000238418579,-3.0,-1.5752507448196411,0.01780921220779419,-0.3614831268787384,0.11735117435455322,0.20000000298023224,1575.280029296875,0.6399999856948853,0.40951406955718994,15.0,,9.0,,1.0,0.36
ppo_car_009_bc_s7,80000,-4.764009475708008,340.5714416503906,,,1.4193254709243774,0.47727271914482117,-0.6590909361839294,-3.295454502105713,-1.2219990491867065,0.013978173956274986,-0.28626692295074463,0.2503577768802643,0.47727271914482117,1222.022705078125,0.6590909361839294,0.4357722997665405,29.0,,7.0,2.0,6.0,0.1590909090909091
ppo_car_009_bc_s7,90000,-4.402372360229492,337.96429443359375,0.017836635932326317,0.18182538449764252,1.4198496341705322,0.21621622145175934,-0.5135135054588318,-3.1081080436706543,-1.0245240926742554,0.014638828113675117,-0.2414703667163849,0.10910274088382721,0.21621622145175934,1024.54052734375,0.6216216087341309,0.432801216840744,23.0,,9.0,,5.0,0.24324324324324326
ppo_car_009_bc_s7,100000,-5.077988624572754,280.629638671875,,,1.4199846982955933,0.17142857611179352,-0.4285714328289032,-3.857142925262451,-0.8669654130935669,0.013579638674855232,-0.2034793645143509,0.11240863800048828,0.17142857611179352,866.971435546875,0.800000011920929,0.4496568739414215,27.0,,4.0,,4.0,0.11428571428571428
