run_id,step,cumulative_reward,episode_length,policy_loss,value_loss,entropy,reward_checkpoint,reward_wrong_way,reward_wall,reward_step,reward_speed,reward_jerk,reward_progress,markers_per_episode,physics_steps_charged,end_wallcontact,end_lapscompleted,end_stalled,end_steplimit,end_trackswapped,stalled_share
ppo_car_007_spread_c,10000,-4.797656536102295,438.0,,,1.418938398361206,0.11764705926179886,-0.4117647111415863,-1.7647058963775635,-0.9295767545700073,0.00693438621237874,-0.22042720019817352,0.07299091666936874,0.11764705926179886,929.5882568359375,12.0,,10.0,,12.0,0.29411764705882354
ppo_car_007_spread_c,20000,-5.66790246963501,389.32000732421875,,,1.4189382791519165,0.2702702581882477,-0.5135135054588318,-3.7837836742401123,-1.0541443824768066,0.011610697954893112,-0.254355788230896,0.14253906905651093,0.2702702581882477,1054.162109375,28.0,,5.0,,4.0,0.13513513513513514
ppo_car_007_spread_c,30000,-4.923885345458984,509.3846130371094,0.018068844452500343,0.22206217050552368,1.422597885131836,0.23529411852359772,-0.529411792755127,-2.941176414489746,-1.5600923299789429,0.01975652389228344,-0.3706856966018677,0.14614099264144897,0.23529411852359772,1560.11767578125,10.0,,6.0,,1.0,0.35294117647058826
ppo_car_007_spread_c,40000,-5.14801025390625,564.3529663085938,,,1.4228515625,0.4761904776096344,-0.9047619104385376,-2.6190476417541504,-1.8240067958831787,0.007515175733715296,-0.45610311627388,0.2536214292049408,0.4761904776096344,1824.047607421875,11.0,,7.0,,3.0,0.3333333333333333
ppo_car_007_spread_c,50000,-3.9118847846984863,551.4000244140625,0.015622160397469997,0.1235831007361412,1.4227136373519897,0.6521739363670349,-0.739130437374115,-1.95652174949646,-1.9183547496795654,0.03287003934383392,-0.45710691809654236,0.333967387676239,0.6521739363670349,1918.391357421875,9.0,,10.0,,4.0,0.43478260869565216
ppo_car_007_spread_c,60000,-4.798535346984863,410.2083435058594,,,1.4226971864700317,0.37037035822868347,-0.6296296119689941,-3.1481480598449707,-1.4596097469329834,0.03153650835156441,-0.3535241484642029,0.19692032039165497,0.37037035822868347,1459.629638671875,17.0,,7.0,,3.0,0.25925925925925924
ppo_car_007_spread_c,70000,-5.127645492553711,476.7083435058594,0.02047773450613022,0.14392267167568207,1.423128604888916,0.4333333373069763,-0.7333333492279053,-3.0,-1.5263575315475464,0.01203711424022913,-0.3712872564792633,0.22280366718769073,0.4333333373069763,1526.4000244140625,18.0,,9.0,,3.0,0.3
ppo_car_007_spread_c,80000,-5.058140754699707,334.0303039550781,,,1.423219919204712,0.26829269528388977,-0.5853658318519592,-3.4146342277526855,-1.07700514793396,0.01088799349963665,-0.26480087637901306,0.13694293797016144,0.26829269528388977,1077.0244140625,28.0,,7.0,,6.0,0.17073170731707318
ppo_car_007_spread_c,90000,-3.769866466522217,454.0,0.014067841693758965,0.2337476760149002,1.4236968755722046,0.22727273404598236,-0.5,-2.045454502105713,-1.4848403930664062,0.019802190363407135,-0.35062524676322937,0.1435663402080536,0.22727273404598236,1484.8636474609375,9.0,,8.0,,5.0,0.36363636363636365
ppo_car_007_spread_c,100000,-3.9609618186950684,666.3333129882812,,,1.4238218069076538,0.07692307978868484,-0.5384615659713745,-1.5384615659713745,-1.847209095954895,0.0005305868689902127,-0.47274094820022583,0.038525648415088654,0.07692307978868484,1847.230712890625,4.0,,8.0,,1.0,0.6153846153846154
