run_id,step,cumulative_reward,episode_length,policy_loss,value_loss,entropy,reward_checkpoint,reward_wrong_way,reward_wall,reward_step,reward_speed,reward_jerk,reward_progress,markers_per_episode,physics_steps_charged,wall_contacts,lateral_clearance,end_wallcontact,end_lapscompleted,end_stalled,end_steplimit,end_trackswapped,stalled_share
ppo_car_008_budget,10000,-10.979635238647461,548.7058715820312,,,1.418938398361206,0.24137930572032928,-0.7241379022598267,-5.1724138259887695,-1.289054274559021,0.008450869470834732,-0.3105778396129608,0.11951661109924316,0.24137930572032928,1289.0689697265625,1.034482717514038,0.771790623664856,6.0,,11.0,,12.0,0.3793103448275862
ppo_car_008_budget,20000,-11.962657928466797,684.5,,,1.4189382791519165,0.10000000149011612,-0.800000011920929,-9.5,-2.7419729232788086,0.02698814868927002,-0.62625652551651,0.07694122195243835,0.10000000149011612,2742.0,1.899999976158142,0.3233025372028351,3.0,,7.0,,,0.7
ppo_car_008_budget,30000,-12.096322059631348,649.5625,0.014411828480660915,0.5524874925613403,1.4238008260726929,0.1764705926179886,-1.0,-8.823529243469238,-2.4490766525268555,0.010299771092832088,-0.5840908288955688,0.1073102280497551,0.1764705926179886,2449.11767578125,1.8235293626785278,0.5122312307357788,5.0,,11.0,,1.0,0.6470588235294118
ppo_car_008_budget,40000,-13.05941390991211,407.9166564941406,,,1.4240515232086182,0.23999999463558197,-0.7599999904632568,-10.199999809265137,-1.5668970346450806,0.010804718360304832,-0.3781854808330536,0.11977270245552063,0.23999999463558197,1566.9200439453125,2.0799999237060547,0.7364478707313538,12.0,,6.0,,7.0,0.24
ppo_car_008_budget,50000,-15.297247886657715,679.2307739257812,0.01488547958433628,0.9084160923957825,1.424308180809021,0.875,-1.3125,-11.5625,-2.585819959640503,0.03445024415850639,-0.6674543619155884,0.44103333353996277,0.875,2585.875,2.375,0.6137197017669678,6.0,,6.0,2.0,2.0,0.375
ppo_car_008_budget,60000,-14.303145408630371,502.75,,,1.4243428707122803,1.0,-1.3200000524520874,-13.0,-1.9327682256698608,0.02488010562956333,-0.461779922246933,0.4992496371269226,1.0,1932.800048828125,2.640000104904175,0.49027907848358154,15.0,,6.0,,4.0,0.24
ppo_car_008_budget,70000,-14.862749099731445,377.4285583496094,0.017372794449329376,1.1002421379089355,1.4250398874282837,0.190476194024086,-0.9047619104385376,-13.095237731933594,-1.5117424726486206,0.017145993188023567,-0.3685251772403717,0.09652722626924515,0.190476194024086,1511.761962890625,2.6666667461395264,0.5585883259773254,10.0,,8.0,,3.0,0.38095238095238093
ppo_car_008_budget,80000,-7.7344536781311035,567.111083984375,,,1.4251676797866821,0.3684210479259491,-0.9473684430122375,-5.263157844543457,-2.1504857540130615,0.011948815546929836,-0.522767961025238,0.1817009001970291,0.3684210479259491,2150.5263671875,1.0526316165924072,0.7963309288024902,4.0,,10.0,,5.0,0.5263157894736842
ppo_car_008_budget,90000,-10.662724494934082,674.125,0.01544805895537138,0.5725740790367126,1.4256324768066406,0.125,-0.9375,-7.1875,-2.700770854949951,0.020265020430088043,-0.641480028629303,0.09364434331655502,0.125,2700.8125,1.4375,0.714762806892395,5.0,,11.0,,,0.6875
ppo_car_008_budget,100000,-8.526713371276855,376.9444580078125,,,1.4257680177688599,0.1666666716337204,-0.5,-7.222222328186035,-1.5057604312896729,0.008409643545746803,-0.3440347909927368,0.09770634025335312,0.1666666716337204,1505.77783203125,1.5,0.7176320552825928,6.0,,6.0,,6.0,0.3333333333333333
ppo_car_008_budget,110000,-8.425589561462402,737.4500122070312,0.015434222295880318,0.5208407044410706,1.4251689910888672,0.3499999940395355,-1.0499999523162842,-4.75,-2.9533417224884033,0.02711346186697483,-0.7243186831474304,0.17463940382003784,0.3499999940395355,2953.39990234375,1.0,0.6626652479171753,3.0,,15.0,,2.0,0.75
ppo_car_008_budget,120000,-10.400847434997559,544.3846435546875,,,1.4249571561813354,0.0,-0.38461539149284363,-8.84615421295166,-2.180830955505371,0.01831052079796791,-0.5510680675506592,0.0037485596258193254,0.0,2180.84619140625,1.7692307233810425,0.42807379364967346,4.0,,7.0,,2.0,0.5384615384615384
ppo_car_008_budget,130000,-7.050314903259277,630.058837890625,0.021427715197205544,0.37890031933784485,1.4242653846740723,0.3499999940395355,-0.75,-4.0,-2.4441962242126465,0.0032264164183288813,-0.6003634333610535,0.17444200813770294,0.3499999940395355,2444.25,0.800000011920929,0.6381023526191711,3.0,,11.0,2.0,4.0,0.55
ppo_car_008_budget,140000,-7.5454511642456055,616.1500244140625,,,1.4239577054977417,0.4285714328289032,-0.9047619104385376,-5.714285850524902,-2.3498117923736572,0.02835090458393097,-0.568885087966919,0.22764858603477478,0.4285714328289032,2349.857177734375,1.1428571939468384,0.627071738243103,5.0,,13.0,,3.0,0.6190476190476191
ppo_car_008_budget,150000,-5.61911153793335,628.5833129882812,0.014316697604954243,0.22679194808006287,1.4237947463989258,0.0,-0.8333333134651184,-2.0833332538604736,-2.5178041458129883,0.009428421966731548,-0.6130574345588684,1.6202975530177355e-05,0.0,2517.833251953125,0.4166666567325592,0.7709234952926636,1.0,,10.0,,1.0,0.8333333333333334
ppo_car_008_budget,160000,-12.395102500915527,579.7647094726562,,,1.4236851930618286,0.3333333432674408,-0.8888888955116272,-9.722222328186035,-2.1926329135894775,0.0259956493973732,-0.5430241823196411,0.16961467266082764,0.3333333432674408,2192.666748046875,2.0,0.7284685373306274,6.0,,8.0,,4.0,0.4444444444444444
ppo_car_008_budget,170000,-11.059393882751465,412.2272644042969,0.01363382488489151,0.5283205509185791,1.4243710041046143,0.1304347813129425,-0.8260869383811951,-9.1304349899292,-1.5795472860336304,0.02369696833193302,-0.38210317492485046,0.09834594279527664,0.1304347813129425,1579.565185546875,1.8260869979858398,0.6583045125007629,9.0,,10.0,,4.0,0.43478260869565216
