run_id,step,cumulative_reward,episode_length,policy_loss,value_loss,entropy,reward_checkpoint,reward_wrong_way,reward_wall,reward_step,reward_speed,reward_jerk,end_wallcontact,end_lapscompleted,end_stalled,end_steplimit,end_trackswapped
ppo_car_spread_c,10000,-4.941977500915527,438.0,,,1.418938398361206,0.11764705926179886,-0.4117647111415863,-1.7647058963775635,-0.9295767545700073,0.00346719310618937,-0.22042720019817352,12.0,,10.0,,12.0
ppo_car_spread_c,20000,-5.887259483337402,389.32000732421875,,,1.4189382791519165,0.2702702581882477,-0.5405405163764954,-3.7837836742401123,-1.0541443824768066,0.005805348977446556,-0.254355788230896,28.0,,5.0,,4.0
ppo_car_spread_c,30000,-5.558962821960449,569.8125,0.01840856671333313,0.22002899646759033,1.4224220514297485,0.1428571492433548,-0.6666666865348816,-2.6190476417541504,-1.7395470142364502,0.01347464881837368,-0.41506391763687134,11.0,,9.0,,1.0
ppo_car_spread_c,40000,-4.295764446258545,431.5714416503906,,,1.422662615776062,0.27272728085517883,-0.6818181872367859,-1.8181818723678589,-1.647742748260498,0.004246384371072054,-0.40821632742881775,8.0,,8.0,,6.0
ppo_car_spread_c,50000,-5.915872573852539,525.6875,0.020827045664191246,0.12750695645809174,1.4248075485229492,0.523809552192688,-0.8571428656578064,-3.3333332538604736,-1.6026849746704102,0.006960383616387844,-0.38646385073661804,14.0,,5.0,,2.0
ppo_car_spread_c,60000,-4.947146415710449,521.6363525390625,,,1.4251517057418823,0.5,-0.75,-2.5,-1.64150071144104,0.009571992792189121,-0.39807796478271484,14.0,,11.0,,3.0
ppo_car_spread_c,70000,-5.0679168701171875,306.5161437988281,0.01632453128695488,0.109956756234169,1.4266371726989746,0.17142857611179352,-0.7142857313156128,-3.0,-1.0875014066696167,0.005775069817900658,-0.26349523663520813,21.0,,9.0,,5.0
ppo_car_spread_c,80000,-4.814560890197754,580.933349609375,,,1.4270002841949463,0.3181818127632141,-0.5909090638160706,-2.5,-1.584689974784851,0.004700601100921631,-0.3832404911518097,11.0,,8.0,,3.0
ppo_car_spread_c,90000,-5.136878967285156,488.4583435058594,0.013297759927809238,0.19212020933628082,1.4249359369277954,0.4285714328289032,-0.6071428656578064,-2.857142925262451,-1.6732852458953857,0.00717034749686718,-0.41129884123802185,16.0,,9.0,,3.0
ppo_car_spread_c,100000,-4.350332736968994,294.95556640625,,,1.424398422241211,0.25,-0.5384615659713745,-2.884615421295166,-1.022060751914978,0.004107723943889141,-0.245718315243721,30.0,,12.0,,10.0
ppo_car_spread_c,110000,-5.1054911613464355,450.79998779296875,0.014271202497184277,0.18135979771614075,1.4243154525756836,0.10000000149011612,-0.5,-2.8333332538604736,-1.2046877145767212,0.0019137758063152432,-0.30203625559806824,17.0,,11.0,,2.0
ppo_car_spread_c,120000,-5.061779499053955,386.32000732421875,,,1.4242833852767944,0.3030303120613098,-0.6666666865348816,-3.1818182468414307,-1.171500325202942,0.0066320085898041725,-0.2747689187526703,21.0,,8.0,,4.0
ppo_car_spread_c,130000,-4.090627670288086,434.04998779296875,0.012715388089418411,0.10820461064577103,1.4239410161972046,0.3333333432674408,-0.761904776096344,-1.6666666269302368,-1.6535496711730957,0.009171384386718273,-0.39194050431251526,7.0,,10.0,,4.0
