run_id,step,cumulative_reward,episode_length,policy_loss,value_loss,entropy,reward_checkpoint,reward_wrong_way,reward_wall,reward_step,reward_speed,reward_jerk,end_wallcontact,end_lapscompleted,end_stalled,end_steplimit,end_trackswapped
ppo_car_spread_a,10000,-5.2664618492126465,320.8800048828125,,,1.418938398361206,0.0476190485060215,-0.3571428656578064,-2.5,-0.7661120295524597,0.0007936095353215933,-0.1862788051366806,21.0,,8.0,,13.0
ppo_car_spread_a,20000,-4.73976993560791,314.4166564941406,,,1.4189382791519165,0.17391304671764374,-0.47826087474823,-3.2608695030212402,-0.9851583242416382,0.004320654086768627,-0.2311970293521881,30.0,,11.0,,5.0
ppo_car_spread_a,30000,-3.680420160293579,588.2307739257812,0.016084307804703712,0.25832414627075195,1.4212353229522705,0.2666666805744171,-0.6000000238418579,-1.0,-2.0413758754730225,0.005289760418236256,-0.48637130856513977,3.0,,10.0,,2.0
ppo_car_spread_a,40000,-5.03760290145874,352.3143005371094,,,1.421307921409607,0.5,-0.75,-3.4375,-1.0258759260177612,0.006734376773238182,-0.23368866741657257,33.0,,8.0,,7.0
ppo_car_spread_a,50000,-4.511923313140869,377.8333435058594,0.013489224016666412,0.17311495542526245,1.4218721389770508,0.21739129722118378,-0.3478260934352875,-2.82608699798584,-1.1845523118972778,0.012512731365859509,-0.2717287242412567,13.0,,7.0,,3.0
ppo_car_spread_a,60000,-5.456145286560059,594.88232421875,,,1.4219454526901245,0.375,-0.7083333134651184,-2.9166667461395264,-1.6877148151397705,0.010893543250858784,-0.3968798518180847,14.0,,8.0,,2.0
ppo_car_spread_a,70000,-4.678576946258545,609.0,0.01693916879594326,0.08675637096166611,1.4231728315353394,0.3888888955116272,-0.9444444179534912,-1.6666666269302368,-2.032679319381714,0.003750363364815712,-0.48139771819114685,6.0,,10.0,,2.0
ppo_car_spread_a,80000,-5.309063911437988,606.5263061523438,,,1.4234009981155396,0.4166666567325592,-0.875,-2.5,-1.9229676723480225,0.01180888619273901,-0.4483223557472229,12.0,,11.0,,1.0
ppo_car_spread_a,90000,-3.8316712379455566,450.2272644042969,0.0158652625977993,0.06648101657629013,1.4240306615829468,0.09375,-0.46875,-2.03125,-1.2387324571609497,0.00278157158754766,-0.2967969477176666,13.0,,12.0,,7.0
ppo_car_spread_a,100000,-5.244504451751709,356.0,,,1.4241830110549927,0.1515151560306549,-0.5151515007019043,-3.3333332538604736,-1.124593734741211,0.006942569278180599,-0.2578529417514801,22.0,,7.0,,4.0
ppo_car_spread_a,110000,-5.121314525604248,647.7692260742188,0.01383169461041689,0.11151311546564102,1.4233667850494385,0.06666667014360428,-0.7333333492279053,-1.6666666269302368,-2.2482995986938477,0.006594408303499222,-0.5312002301216125,5.0,,9.0,,1.0
ppo_car_spread_a,120000,-5.036968231201172,326.5142822265625,,,1.4230314493179321,0.3636363744735718,-0.7272727489471436,-3.295454502105713,-1.0399397611618042,0.005859898868948221,-0.23431091010570526,29.0,,8.0,,7.0
ppo_car_spread_a,130000,-4.44374418258667,362.0769348144531,0.017261818051338196,0.17205266654491425,1.4212684631347656,0.29032257199287415,-0.5806451439857483,-2.7419354915618896,-1.2168196439743042,0.007760773878544569,-0.2871118187904358,17.0,,10.0,,4.0
ppo_car_spread_a,140000,-5.055785179138184,491.9047546386719,,,1.420314908027649,0.6086956262588501,-0.8260869383811951,-2.6086957454681396,-1.7990877628326416,0.002507946453988552,-0.4282437860965729,12.0,,9.0,,2.0
ppo_car_spread_a,150000,-5.385012149810791,553.941162109375,0.01668270118534565,0.08002570271492004,1.4178423881530762,0.2916666567325592,-0.7083333134651184,-2.5,-1.5692614316940308,0.004228385630995035,-0.3723771274089813,12.0,,7.0,,5.0
ppo_car_spread_a,160000,-4.878262519836426,589.0,,,1.416149377822876,0.3076923191547394,-0.7307692170143127,-2.307692289352417,-1.8144688606262207,0.006033983081579208,-0.4096014201641083,12.0,,11.0,,3.0
ppo_car_spread_a,170000,-4.680522441864014,413.1052551269531,0.014519562013447285,0.1049836203455925,1.4158872365951538,0.05000000074505806,-0.5,-2.25,-1.5716357231140137,0.007797401864081621,-0.36692437529563904,9.0,,8.0,,3.0
ppo_car_spread_a,180000,-4.240696430206299,296.1739196777344,,,1.415657639503479,0.1428571492433548,-0.2857142984867096,-2.857142925262451,-0.9746279120445251,0.0030801589600741863,-0.22547589242458344,16.0,,7.0,,5.0
ppo_car_spread_a,190000,-4.840369701385498,694.2857055664062,0.016043873503804207,0.07481236010789871,1.416601538658142,0.529411792755127,-0.8235294222831726,-1.7647058963775635,-2.288992166519165,0.006201941519975662,-0.5264776945114136,6.0,,9.0,,2.0
ppo_car_spread_a,200000,-4.841808319091797,570.719970703125,,,1.417550802230835,0.23333333432674408,-0.7333333492279053,-1.8333333730697632,-1.9035615921020508,0.006181543692946434,-0.4366220235824585,11.0,,15.0,,4.0
ppo_car_spread_a,210000,-5.3668365478515625,440.6896667480469,0.011894701048731804,0.07254907488822937,1.4178537130355835,0.1315789520740509,-0.5263158082962036,-3.28947377204895,-1.3467999696731567,0.006516077555716038,-0.3086780607700348,25.0,,10.0,,3.0
ppo_car_spread_a,220000,-4.484585762023926,402.0,,,1.4182695150375366,0.125,-0.4583333432674408,-2.5,-1.274860143661499,0.00506958132609725,-0.29001498222351074,12.0,,8.0,,4.0
