run_id,step,cumulative_reward,episode_length,policy_loss,value_loss,entropy,reward_checkpoint,reward_wrong_way,reward_wall,reward_step,reward_speed,reward_jerk
ppo_car_smoke,10000,-5.086136341094971,416.0,,,1.4189382791519165,0.043478261679410934,-0.3913043439388275,-3.04347825050354,-1.3776824474334717,0.003862151876091957,-0.3285880386829376
ppo_car_smoke,20000,-5.773659706115723,400.44000244140625,,,1.418938398361206,0.3333333432674408,-0.7037037014961243,-4.0740742683410645,-1.4855672121047974,0.007222222629934549,-0.35708746314048767
ppo_car_smoke,30000,-4.986722469329834,543.2352905273438,0.019602537155151367,0.21381747722625732,1.41949462890625,0.15000000596046448,-0.6499999761581421,-2.5,-1.8500175476074219,0.0042009493336081505,-0.4438936710357666
ppo_car_smoke,40000,-4.480368137359619,386.478271484375,,,1.4195321798324585,0.11538461595773697,-0.6153846383094788,-3.269230842590332,-1.364370584487915,0.0031898326706141233,-0.3263208568096161
ppo_car_smoke,50000,-4.149641513824463,530.9285888671875,0.0194467231631279,0.09673226624727249,1.4201953411102295,0.4117647111415863,-0.7647058963775635,-2.3529412746429443,-1.7510900497436523,0.0034588801208883524,-0.4338966906070709
ppo_car_smoke,60000,-4.6282219886779785,392.5,,,1.4202977418899536,0.42307692766189575,-0.807692289352417,-3.076923131942749,-1.572011947631836,0.006544338073581457,-0.3702954053878784
ppo_car_smoke,70000,-5.803116321563721,723.9166870117188,0.015117863193154335,0.11724202334880829,1.4200749397277832,0.7692307829856873,-1.307692289352417,-2.692307710647583,-2.672701358795166,0.017446639016270638,-0.6224982142448425
ppo_car_smoke,80000,-4.274694919586182,717.2777709960938,,,1.4200330972671509,0.4736842215061188,-0.8947368264198303,-1.3157894611358643,-2.7206311225891113,0.008161274716258049,-0.6537063121795654
ppo_car_smoke,90000,-4.942917346954346,481.9444580078125,0.016470687463879585,0.06293553113937378,1.418878436088562,0.13636364042758942,-0.6363636255264282,-2.7272727489471436,-1.5800687074661255,0.004073694348335266,-0.37803182005882263
ppo_car_smoke,100000,-4.398248195648193,470.9615478515625,,,1.4186055660247803,0.35483869910240173,-0.5161290168762207,-3.225806474685669,-1.5803227424621582,0.007779240608215332,-0.3790815770626068
ppo_car_smoke,110000,-5.06650447845459,576.8181762695312,0.015038065612316132,0.08706516772508621,1.4188573360443115,0.23076923191547394,-0.807692289352417,-2.692307710647583,-1.9548532962799072,0.0060926503501832485,-0.4806951880455017
ppo_car_smoke,120000,-5.09996223449707,333.5416564941406,,,1.4189420938491821,0.11538461595773697,-0.6153846383094788,-3.653846263885498,-1.2335216999053955,0.006261540111154318,-0.2979382872581482
ppo_car_smoke,130000,-4.842372894287109,704.0,0.018501201644539833,0.14303399622440338,1.4190917015075684,0.5333333611488342,-1.0666667222976685,-1.3333333730697632,-2.63107967376709,0.01564142294228077,-0.589667558670044
ppo_car_smoke,140000,-4.963755130767822,419.6400146484375,,,1.4191590547561646,0.29629629850387573,-0.7407407164573669,-3.3333332538604736,-1.5561617612838745,0.004630907904356718,-0.377180278301239
ppo_car_smoke,150000,-3.6955480575561523,396.9090881347656,0.015935828909277916,0.09121349453926086,1.4187880754470825,0.44999998807907104,-0.8500000238418579,-2.5,-1.7468222379684448,0.0038307663053274155,-0.4198031723499298
ppo_car_smoke,160000,-5.011017799377441,727.25,,,1.4185657501220703,0.4285714328289032,-0.9285714030265808,-1.4285714626312256,-2.497093915939331,0.011292262934148312,-0.5965991020202637
ppo_car_smoke,170000,-4.697910308837891,488.73077392578125,0.015273201279342175,0.06123105436563492,1.4188346862792969,0.5,-0.7666666507720947,-2.8333332538604736,-1.6956684589385986,0.000890417315531522,-0.4088574945926666
ppo_car_smoke,180000,-5.605006694793701,302.5714416503906,,,1.4190289974212646,0.4285714328289032,-0.7857142686843872,-4.642857074737549,-1.2107394933700562,0.004607191309332848,-0.2885713279247284
ppo_car_smoke,190000,-6.236990451812744,639.7857055664062,0.013273905031383038,0.1743488609790802,1.4185854196548462,0.529411792755127,-1.0,-2.941176414489746,-2.111318349838257,0.01138247549533844,-0.5087125897407532
ppo_car_smoke,200000,-3.8201558589935303,359.1199951171875,,,1.4181996583938599,0.1428571492433548,-0.6190476417541504,-2.3809523582458496,-1.704832673072815,0.006728574633598328,-0.4101484417915344
ppo_car_smoke,210000,-4.7086896896362305,390.625,0.01589645817875862,0.13015249371528625,1.4176900386810303,0.3448275923728943,-0.5862069129943848,-3.4482758045196533,-1.2949473857879639,0.009861037135124207,-0.30104684829711914
ppo_car_smoke,220000,-4.8758015632629395,531.375,,,1.4171311855316162,0.5769230723381042,-0.8846153616905212,-3.076923131942749,-1.9641040563583374,0.006944872438907623,-0.4667326807975769
ppo_car_smoke,230000,-5.785820007324219,406.7826232910156,0.017802154645323753,0.10070209205150604,1.4165704250335693,0.2916666567325592,-0.7916666865348816,-3.75,-1.561688780784607,0.009113865904510021,-0.36714285612106323
ppo_car_smoke,240000,-4.958337783813477,465.6896667480469,,,1.4158039093017578,0.5517241358757019,-0.9655172228813171,-3.275861978530884,-1.8637893199920654,0.0067917234264314175,-0.44387391209602356
