t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.01049,0.0,1.0000,-23.6575,0.5000,-8.3863,195.004,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,0.00034,0.00035,0.00046,0.0,1.0000,-23.6575,0.4982,-8.3863,195.004,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,0.00034,0.00036,0.00044,0.0,1.0000,-23.6575,0.4960,-8.3863,195.004,ppo_car_spread_a_sampling
0.0800,0.00000,0.0000,0.0000,0.00034,0.00036,0.00042,0.0,1.0000,-23.6575,0.4935,-8.3863,195.004,ppo_car_spread_a_sampling
0.1000,0.00000,0.0000,0.0000,0.00035,0.00036,0.00040,0.0,1.0000,-23.6575,0.4909,-8.3863,195.004,ppo_car_spread_a_sampling
0.1200,-0.16416,0.7866,0.0000,0.00035,0.00035,0.00038,413.0,1.0000,-23.6575,0.4884,-8.3864,195.004,ppo_car_spread_a_sampling
0.1400,-0.16416,0.7866,0.0000,0.07703,0.07705,0.30910,413.0,1.0000,-23.6578,0.4859,-8.3879,195.001,ppo_car_spread_a_sampling
0.1600,-0.16416,0.7866,0.0000,0.15148,0.15152,0.55338,413.0,1.0000,-23.6585,0.4836,-8.3910,194.994,ppo_car_spread_a_sampling
0.1800,-0.16416,0.7866,0.0000,0.22641,0.22648,0.63032,413.0,1.0000,-23.6596,0.4815,-8.3956,194.985,ppo_car_spread_a_sampling
0.2000,-0.16866,0.7733,0.0000,0.30162,0.30171,0.68672,406.0,1.0000,-23.6610,0.4796,-8.4017,194.978,ppo_car_spread_a_sampling
0.2200,-0.16866,0.7733,0.0000,0.37388,0.37402,0.64138,406.0,1.0000,-23.6627,0.4780,-8.4092,194.965,ppo_car_spread_a_sampling
0.2400,-0.16866,0.7733,0.0000,0.45384,0.45401,0.68148,406.0,1.0000,-23.6647,0.4766,-8.4182,194.948,ppo_car_spread_a_sampling
0.2600,-0.16866,0.7733,0.0000,0.52295,0.52317,0.74704,406.0,1.0000,-23.6671,0.4755,-8.4287,194.930,ppo_car_spread_a_sampling
0.2800,-0.14511,0.7652,0.0000,0.60026,0.60054,0.72349,401.7,1.0000,-23.6698,0.4745,-8.4406,194.910,ppo_car_spread_a_sampling
0.3000,-0.14511,0.7652,0.0000,0.67545,0.67572,0.74585,401.7,1.0000,-23.6729,0.4738,-8.4540,194.889,ppo_car_spread_a_sampling
0.3200,-0.14511,0.7652,0.0000,0.74912,0.74942,0.82629,401.7,1.0000,-23.6763,0.4733,-8.4688,194.867,ppo_car_spread_a_sampling
0.3400,-0.14511,0.7652,0.0000,0.82284,0.82318,0.90683,401.7,1.0000,-23.6801,0.4729,-8.4850,194.842,ppo_car_spread_a_sampling
0.3600,-0.11786,0.7594,0.0000,0.89653,0.89692,0.98747,398.7,1.0000,-23.6842,0.4726,-8.5027,194.816,ppo_car_spread_a_sampling
0.3800,-0.11786,0.7594,0.0000,0.96981,0.97018,1.06521,398.7,1.0000,-23.6886,0.4725,-8.5217,194.791,ppo_car_spread_a_sampling
0.4000,-0.11786,0.7594,0.0000,1.04301,1.04338,1.14415,398.7,1.0000,-23.6935,0.4724,-8.5422,194.765,ppo_car_spread_a_sampling
0.4200,-0.11786,0.7594,0.0000,1.11617,1.11656,1.22341,398.7,1.0000,-23.6986,0.4725,-8.5640,194.738,ppo_car_spread_a_sampling
0.4400,-0.09222,0.7555,0.0000,1.18931,1.18972,1.30281,396.7,1.0000,-23.7041,0.4725,-8.5873,194.709,ppo_car_spread_a_sampling
0.4600,-0.09222,0.7555,0.0000,1.26219,1.26256,1.37942,396.7,1.0000,-23.7100,0.4726,-8.6119,194.682,ppo_car_spread_a_sampling
0.4800,-0.09222,0.7555,0.0000,1.33501,1.33536,1.45713,396.7,1.0000,-23.7162,0.4728,-8.6379,194.655,ppo_car_spread_a_sampling
0.5000,-0.09222,0.7555,0.0000,1.40778,1.40813,1.53522,396.7,1.0000,-23.7228,0.4729,-8.6654,194.628,ppo_car_spread_a_sampling
0.5200,-0.06872,0.7533,0.0000,1.48054,1.48089,1.61352,395.5,1.0000,-23.7297,0.4731,-8.6942,194.599,ppo_car_spread_a_sampling
0.5400,-0.06872,0.7533,0.0000,1.55317,1.55347,1.68934,395.5,1.0000,-23.7370,0.4732,-8.7244,194.573,ppo_car_spread_a_sampling
0.5600,-0.06872,0.7533,0.0000,1.62575,1.62602,1.76609,395.5,1.0000,-23.7446,0.4734,-8.7560,194.548,ppo_car_spread_a_sampling
0.5800,-0.06872,0.7533,0.0000,1.69829,1.69855,1.84329,395.5,1.0000,-23.7527,0.4735,-8.7890,194.522,ppo_car_spread_a_sampling
0.6000,-0.04790,0.7528,0.0000,1.77081,1.77106,1.92075,395.2,1.0000,-23.7610,0.4737,-8.8234,194.496,ppo_car_spread_a_sampling
0.6200,-0.04790,0.7528,0.0000,1.84334,1.84354,1.99626,395.2,1.0000,-23.7698,0.4738,-8.8592,194.473,ppo_car_spread_a_sampling
0.6400,-0.04790,0.7528,0.0000,1.91582,1.91600,2.07248,395.2,1.0000,-23.7789,0.4739,-8.8964,194.450,ppo_car_spread_a_sampling
0.6600,-0.04790,0.7528,0.0000,1.98828,1.98844,2.14915,395.2,1.0000,-23.7884,0.4739,-8.9350,194.429,ppo_car_spread_a_sampling
0.6800,-0.03013,0.7539,0.0000,2.06072,2.06087,2.22615,395.8,1.0000,-23.7983,0.4740,-8.9750,194.407,ppo_car_spread_a_sampling
0.7000,-0.03013,0.7539,0.0000,2.13327,2.13340,2.30187,395.8,1.0000,-23.8085,0.4741,-9.0163,194.388,ppo_car_spread_a_sampling
0.7200,-0.03013,0.7539,0.0000,2.20581,2.20591,2.37794,395.8,1.0000,-23.8191,0.4741,-9.0591,194.370,ppo_car_spread_a_sampling
0.7400,-0.03013,0.7539,0.0000,2.27832,2.27841,2.45449,395.8,1.0000,-23.8301,0.4741,-9.1033,194.353,ppo_car_spread_a_sampling
0.7600,-0.01558,0.7561,0.0000,2.35082,2.35090,2.53131,397.0,1.0000,-23.8414,0.4742,-9.1489,194.336,ppo_car_spread_a_sampling
0.7800,-0.01558,0.7561,0.0000,2.42352,2.42358,2.60760,397.0,1.0000,-23.8532,0.4742,-9.1959,194.322,ppo_car_spread_a_sampling
0.8000,-0.01558,0.7561,0.0000,2.49622,2.49627,2.68383,397.0,1.0000,-23.8653,0.4742,-9.2443,194.310,ppo_car_spread_a_sampling
0.8200,-0.01558,0.7561,0.0000,2.56890,2.56895,2.76051,397.0,1.0000,-23.8778,0.4742,-9.2941,194.298,ppo_car_spread_a_sampling
