t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.01129,0.0,1.0000,-26.7375,0.5000,-11.4447,190.856,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,0.00036,0.00039,0.00064,0.0,1.0000,-26.7375,0.4982,-11.4447,190.856,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,0.00037,0.00042,0.00060,0.0,1.0000,-26.7375,0.4960,-11.4447,190.856,ppo_car_spread_a_sampling
0.0800,0.00000,0.0000,0.0000,0.00038,0.00042,0.00055,0.0,1.0000,-26.7375,0.4935,-11.4448,190.856,ppo_car_spread_a_sampling
0.1000,-0.15295,0.7868,0.0000,0.00038,0.00041,0.00051,413.1,1.0000,-26.7375,0.4909,-11.4448,190.856,ppo_car_spread_a_sampling
0.1200,-0.15295,0.7868,0.0000,0.07113,0.07113,0.50544,413.1,1.0000,-26.7377,0.4883,-11.4463,190.852,ppo_car_spread_a_sampling
0.1400,-0.16690,0.7781,0.0000,0.15228,0.15229,0.45329,408.5,1.0000,-26.7382,0.4859,-11.4494,190.850,ppo_car_spread_a_sampling
0.1600,-0.16690,0.7781,0.0000,0.22128,0.22133,0.60456,408.5,1.0000,-26.7388,0.4836,-11.4540,190.846,ppo_car_spread_a_sampling
0.1800,-0.16690,0.7781,0.0000,0.30241,0.30247,0.43304,408.5,1.0000,-26.7398,0.4815,-11.4601,190.835,ppo_car_spread_a_sampling
0.2000,-0.16690,0.7781,0.0000,0.38012,0.38023,0.36590,408.5,1.0000,-26.7410,0.4796,-11.4679,190.822,ppo_car_spread_a_sampling
0.2200,-0.14544,0.7694,0.0000,0.45327,0.45341,0.72192,403.9,1.0000,-26.7424,0.4780,-11.4771,190.809,ppo_car_spread_a_sampling
0.2400,-0.14544,0.7694,0.0000,0.52521,0.52534,0.73596,403.9,1.0000,-26.7440,0.4766,-11.4877,190.794,ppo_car_spread_a_sampling
0.2600,-0.14544,0.7694,0.0000,0.59891,0.59907,0.73132,403.9,1.0000,-26.7459,0.4755,-11.4997,190.776,ppo_car_spread_a_sampling
0.2800,-0.14544,0.7694,0.0000,0.67459,0.67480,0.74380,403.9,1.0000,-26.7481,0.4745,-11.5133,190.757,ppo_car_spread_a_sampling
0.3000,-0.11876,0.7630,0.0000,0.74861,0.74886,0.82512,400.6,1.0000,-26.7504,0.4738,-11.5283,190.735,ppo_car_spread_a_sampling
0.3200,-0.11876,0.7630,0.0000,0.82225,0.82248,0.90347,400.6,1.0000,-26.7531,0.4733,-11.5447,190.714,ppo_car_spread_a_sampling
0.3400,-0.11876,0.7630,0.0000,0.89580,0.89605,0.98303,400.6,1.0000,-26.7559,0.4729,-11.5626,190.691,ppo_car_spread_a_sampling
0.3600,-0.11876,0.7630,0.0000,0.96931,0.96959,1.06285,400.6,1.0000,-26.7591,0.4726,-11.5819,190.668,ppo_car_spread_a_sampling
0.3800,-0.09240,0.7584,0.0000,1.04279,1.04311,1.14285,398.2,1.0000,-26.7624,0.4725,-11.6026,190.643,ppo_car_spread_a_sampling
0.4000,-0.09240,0.7584,0.0000,1.11595,1.11624,1.22003,398.2,1.0000,-26.7661,0.4724,-11.6247,190.619,ppo_car_spread_a_sampling
0.4200,-0.09240,0.7584,0.0000,1.18904,1.18933,1.29833,398.2,1.0000,-26.7700,0.4725,-11.6483,190.595,ppo_car_spread_a_sampling
0.4400,-0.09240,0.7584,0.0000,1.26210,1.26239,1.37701,398.2,1.0000,-26.7741,0.4725,-11.6732,190.571,ppo_car_spread_a_sampling
0.4600,-0.06794,0.7555,0.0000,1.33513,1.33544,1.45589,396.6,1.0000,-26.7785,0.4726,-11.6996,190.545,ppo_car_spread_a_sampling
0.4800,-0.06794,0.7555,0.0000,1.40798,1.40825,1.53211,396.6,1.0000,-26.7832,0.4728,-11.7275,190.522,ppo_car_spread_a_sampling
0.5000,-0.06794,0.7555,0.0000,1.48077,1.48102,1.60937,396.6,1.0000,-26.7881,0.4729,-11.7567,190.499,ppo_car_spread_a_sampling
0.5200,-0.06794,0.7555,0.0000,1.55353,1.55377,1.68705,396.6,1.0000,-26.7933,0.4731,-11.7873,190.476,ppo_car_spread_a_sampling
0.5400,-0.04598,0.7543,0.0000,1.62627,1.62651,1.76492,396.0,1.0000,-26.7988,0.4732,-11.8194,190.453,ppo_car_spread_a_sampling
0.5600,-0.04598,0.7543,0.0000,1.69896,1.69915,1.84067,396.0,1.0000,-26.8045,0.4734,-11.8529,190.432,ppo_car_spread_a_sampling
0.5800,-0.04598,0.7543,0.0000,1.77160,1.77178,1.91718,396.0,1.0000,-26.8105,0.4735,-11.8878,190.412,ppo_car_spread_a_sampling
0.6000,-0.04598,0.7543,0.0000,1.84422,1.84438,1.99414,396.0,1.0000,-26.8168,0.4737,-11.9241,190.392,ppo_car_spread_a_sampling
0.6200,-0.02699,0.7548,0.0000,1.91683,1.91698,2.07140,396.3,1.0000,-26.8233,0.4738,-11.9619,190.373,ppo_car_spread_a_sampling
0.6400,-0.02699,0.7548,0.0000,1.98949,1.98961,2.14711,396.3,1.0000,-26.8302,0.4739,-12.0010,190.356,ppo_car_spread_a_sampling
0.6600,-0.02699,0.7548,0.0000,2.06213,2.06223,2.22332,396.3,1.0000,-26.8373,0.4739,-12.0416,190.341,ppo_car_spread_a_sampling
0.6800,-0.02699,0.7548,0.0000,2.13476,2.13484,2.29997,396.3,1.0000,-26.8447,0.4740,-12.0836,190.326,ppo_car_spread_a_sampling
0.7000,-0.01122,0.7567,0.0000,2.20737,2.20745,2.37692,397.2,1.0000,-26.8523,0.4741,-12.1271,190.312,ppo_car_spread_a_sampling
0.7200,-0.01122,0.7567,0.0000,2.28014,2.28020,2.45303,397.2,1.0000,-26.8603,0.4741,-12.1720,190.301,ppo_car_spread_a_sampling
0.7400,-0.01122,0.7567,0.0000,2.35291,2.35296,2.52928,397.2,1.0000,-26.8685,0.4741,-12.2183,190.291,ppo_car_spread_a_sampling
0.7600,-0.01122,0.7567,0.0000,2.42566,2.42570,2.60595,397.2,1.0000,-26.8770,0.4742,-12.2660,190.282,ppo_car_spread_a_sampling
0.7800,0.00126,0.7595,0.0000,2.49840,2.49844,2.68291,398.7,1.0000,-26.8858,0.4742,-12.3152,190.274,ppo_car_spread_a_sampling
0.8000,0.00126,0.7595,0.0000,2.57138,2.57141,2.75970,398.7,1.0000,-26.8949,0.4742,-12.3658,190.268,ppo_car_spread_a_sampling
0.8200,0.00126,0.7595,0.0000,2.64437,2.64440,2.83623,398.7,1.0000,-26.9042,0.4742,-12.4178,190.264,ppo_car_spread_a_sampling
0.8400,0.00126,0.7595,0.0000,2.71735,2.71738,2.91316,398.7,1.0000,-26.9139,0.4742,-12.4713,190.261,ppo_car_spread_a_sampling
0.8600,0.01053,0.7630,0.0000,2.79032,2.79034,2.99034,400.6,1.0000,-26.9238,0.4742,-12.5262,190.259,ppo_car_spread_a_sampling
0.8800,0.01053,0.7630,0.0000,2.86358,2.86361,3.06911,400.6,1.0000,-26.9340,0.4742,-12.5825,190.259,ppo_car_spread_a_sampling
0.9000,0.01053,0.7630,0.0000,2.93686,2.93688,3.14860,400.6,1.0000,-26.9445,0.4742,-12.6403,190.261,ppo_car_spread_a_sampling
