t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.00050,0.0,1.0000,-29.1431,0.5000,-10.2774,197.195,ppo_car_spread_a_deterministic
0.0400,0.00000,0.0000,0.0000,0.00002,0.00002,0.00002,0.0,1.0000,-29.1431,0.4912,-10.2774,197.195,ppo_car_spread_a_deterministic
0.0600,0.00000,0.0000,0.0000,0.00002,0.00002,0.00002,0.0,1.0000,-29.1431,0.4839,-10.2774,197.195,ppo_car_spread_a_deterministic
0.0800,0.00000,0.0000,0.0000,0.00002,0.00002,0.00002,0.0,1.0000,-29.1431,0.4780,-10.2774,197.195,ppo_car_spread_a_deterministic
0.1000,-0.08522,0.0064,0.0000,0.00002,0.00002,0.00002,0.0,1.0000,-29.1431,0.4733,-10.2774,197.195,ppo_car_spread_a_deterministic
0.1200,-0.08522,0.0064,0.0000,0.00253,0.00252,0.44611,3.3,1.0000,-29.1432,0.4698,-10.2775,197.194,ppo_car_spread_a_deterministic
0.1400,-0.08522,0.0064,0.0000,-0.00374,0.00374,0.47169,3.3,1.0000,-29.1431,0.4672,-10.2774,197.187,ppo_car_spread_a_deterministic
0.1600,-0.08522,0.0064,0.0000,0.00464,0.00464,0.30865,3.3,1.0000,-29.1432,0.4655,-10.2775,197.186,ppo_car_spread_a_deterministic
0.1800,-0.08522,0.0064,0.0000,0.00473,0.00473,0.35343,3.3,1.0000,-29.1432,0.4645,-10.2776,197.185,ppo_car_spread_a_deterministic
0.2000,-0.10385,0.0272,0.0000,-0.00178,0.00178,0.40869,3.3,1.0000,-29.1432,0.4641,-10.2776,197.185,ppo_car_spread_a_deterministic
0.2200,-0.10385,0.0272,0.0000,0.01174,0.01175,0.31629,14.3,1.0000,-29.1432,0.4641,-10.2778,197.186,ppo_car_spread_a_deterministic
0.2400,-0.10385,0.0272,0.0000,0.00350,0.00350,0.40444,14.3,1.0000,-29.1433,0.4645,-10.2779,197.188,ppo_car_spread_a_deterministic
0.2600,-0.10385,0.0272,0.0000,0.00715,0.00715,0.31163,14.3,1.0000,-29.1433,0.4651,-10.2780,197.189,ppo_car_spread_a_deterministic
0.2800,-0.10667,0.0298,0.0000,0.01467,0.01468,0.35887,14.3,1.0000,-29.1434,0.4659,-10.2783,197.193,ppo_car_spread_a_deterministic
0.3000,-0.10667,0.0298,0.0000,0.02062,0.02063,0.34094,15.7,1.0000,-29.1435,0.4668,-10.2787,197.191,ppo_car_spread_a_deterministic
0.3200,-0.10667,0.0298,0.0000,0.02347,0.02348,0.28945,15.7,1.0000,-29.1436,0.4678,-10.2792,197.191,ppo_car_spread_a_deterministic
0.3400,-0.10667,0.0298,0.0000,0.02024,0.02025,0.16977,15.7,1.0000,-29.1437,0.4687,-10.2796,197.189,ppo_car_spread_a_deterministic
