t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.04791,0.0,1.0000,-24.7011,0.5000,-6.4665,134.884,ppo_car_spread_a_deterministic
0.0400,0.00000,0.0000,0.0000,0.00120,0.00182,0.00880,0.0,1.0000,-24.7003,0.4993,-6.4669,134.884,ppo_car_spread_a_deterministic
0.0600,-0.08594,0.0061,0.0000,0.00138,0.00236,0.00753,0.0,1.0000,-24.6995,0.4980,-6.4673,134.884,ppo_car_spread_a_deterministic
0.0800,-0.08594,0.0061,0.0000,0.00530,0.00530,0.30325,3.2,1.0000,-24.6989,0.4960,-6.4676,134.885,ppo_car_spread_a_deterministic
0.1000,-0.08594,0.0061,0.0000,-0.00137,0.00265,0.25576,3.2,1.0000,-24.6985,0.4938,-6.4678,134.886,ppo_car_spread_a_deterministic
0.1200,-0.11735,0.0301,0.0000,0.00696,0.00654,0.25632,3.2,1.0000,-24.6981,0.4914,-6.4680,134.887,ppo_car_spread_a_deterministic
0.1400,-0.11735,0.0301,0.0000,0.00990,0.00931,0.31646,15.8,1.0000,-24.6978,0.4889,-6.4682,134.890,ppo_car_spread_a_deterministic
0.1600,-0.11735,0.0301,0.0000,0.00514,0.00458,0.20203,15.8,1.0000,-24.6977,0.4865,-6.4683,134.890,ppo_car_spread_a_deterministic
0.1800,-0.11735,0.0301,0.0000,0.01109,0.01048,0.20207,15.8,1.0000,-24.6975,0.4842,-6.4684,134.890,ppo_car_spread_a_deterministic
0.2000,-0.12321,0.0349,0.0000,0.01389,0.01334,0.40389,15.8,1.0000,-24.6973,0.4821,-6.4685,134.887,ppo_car_spread_a_deterministic
0.2200,-0.12321,0.0349,0.0000,0.01802,0.01755,0.27645,18.3,1.0000,-24.6972,0.4802,-6.4687,134.887,ppo_car_spread_a_deterministic
0.2400,-0.12321,0.0349,0.0000,0.01993,0.01955,0.18412,18.3,1.0000,-24.6971,0.4786,-6.4688,134.885,ppo_car_spread_a_deterministic
0.2600,-0.12321,0.0349,0.0000,0.02829,0.02800,0.12126,18.3,1.0000,-24.6969,0.4771,-6.4691,134.884,ppo_car_spread_a_deterministic
0.2800,-0.12364,0.0215,0.0000,0.02975,0.02954,0.17678,18.3,1.0000,-24.6967,0.4759,-6.4694,134.883,ppo_car_spread_a_deterministic
0.3000,-0.12364,0.0215,0.0000,0.03226,0.03213,0.26232,11.3,1.0000,-24.6964,0.4750,-6.4697,134.880,ppo_car_spread_a_deterministic
0.3200,-0.12364,0.0215,0.0000,0.03641,0.03634,0.36318,11.3,1.0000,-24.6962,0.4742,-6.4700,134.882,ppo_car_spread_a_deterministic
0.3400,-0.12364,0.0215,0.0000,0.03675,0.03673,0.30994,11.3,1.0000,-24.6959,0.4736,-6.4704,134.883,ppo_car_spread_a_deterministic
0.3600,-0.12215,0.0040,0.0000,0.04202,0.04203,0.27893,11.3,1.0000,-24.6955,0.4731,-6.4709,134.880,ppo_car_spread_a_deterministic
0.3800,-0.12215,0.0040,0.0000,0.04294,0.04298,0.26672,2.1,1.0000,-24.6951,0.4728,-6.4714,134.878,ppo_car_spread_a_deterministic
0.4000,-0.12215,0.0040,0.0000,0.03527,0.03532,0.29984,2.1,1.0000,-24.6949,0.4726,-6.4717,134.877,ppo_car_spread_a_deterministic
0.4200,-0.12215,0.0040,0.0000,0.04012,0.04018,0.23270,2.1,1.0000,-24.6945,0.4725,-6.4722,134.876,ppo_car_spread_a_deterministic
0.4400,-0.12246,0.0055,0.0000,0.04326,0.04332,0.27785,2.1,1.0000,-24.6941,0.4725,-6.4727,134.877,ppo_car_spread_a_deterministic
0.4600,-0.12246,0.0055,0.0000,0.03454,0.03459,0.19509,2.9,1.0000,-24.6937,0.4726,-6.4731,134.876,ppo_car_spread_a_deterministic
0.4800,-0.12246,0.0055,0.0000,0.03759,0.03764,0.24294,2.9,1.0000,-24.6934,0.4727,-6.4736,134.874,ppo_car_spread_a_deterministic
0.5000,-0.12246,0.0055,0.0000,0.04103,0.04108,0.37172,2.9,1.0000,-24.6929,0.4728,-6.4741,134.872,ppo_car_spread_a_deterministic
0.5200,-0.12244,0.0038,0.0000,0.04275,0.04279,0.17461,2.9,1.0000,-24.6924,0.4729,-6.4747,134.871,ppo_car_spread_a_deterministic
0.5400,-0.12244,0.0038,0.0000,0.04277,0.04281,0.10488,2.0,1.0000,-24.6919,0.4731,-6.4752,134.869,ppo_car_spread_a_deterministic
0.5600,-0.12244,0.0038,0.0000,0.04284,0.04288,0.35096,2.0,1.0000,-24.6913,0.4732,-6.4758,134.863,ppo_car_spread_a_deterministic
0.5800,-0.12244,0.0038,0.0000,0.03574,0.03577,0.32324,2.0,1.0000,-24.6909,0.4734,-6.4763,134.861,ppo_car_spread_a_deterministic
0.6000,-0.12257,0.0000,0.0001,0.04043,0.04046,0.39619,2.0,1.0000,-24.6903,0.4735,-6.4768,134.857,ppo_car_spread_a_deterministic
0.6200,-0.12257,0.0000,0.0001,0.04631,0.04635,0.26334,0.0,1.0000,-24.6897,0.4736,-6.4775,134.854,ppo_car_spread_a_deterministic
0.6400,-0.12257,0.0000,0.0001,0.04431,0.04434,0.26586,0.0,1.0000,-24.6890,0.4737,-6.4781,134.854,ppo_car_spread_a_deterministic
0.6600,-0.12257,0.0000,0.0001,0.04051,0.04053,0.34552,0.0,1.0000,-24.6885,0.4738,-6.4787,134.850,ppo_car_spread_a_deterministic
0.6800,-0.12136,0.0000,0.0034,0.04446,0.04448,0.21532,0.0,1.0000,-24.6878,0.4739,-6.4793,134.848,ppo_car_spread_a_deterministic
0.7000,-0.12136,0.0000,0.0034,0.03798,0.03800,0.33218,-0.7,1.0000,-24.6872,0.4740,-6.4798,134.846,ppo_car_spread_a_deterministic
0.7200,-0.12136,0.0000,0.0034,0.03942,0.03943,0.40689,-0.7,1.0000,-24.6867,0.4740,-6.4804,134.848,ppo_car_spread_a_deterministic
0.7400,-0.12136,0.0000,0.0034,0.04384,0.04385,0.32964,-0.7,1.0000,-24.6860,0.4741,-6.4810,134.846,ppo_car_spread_a_deterministic
0.7600,-0.12110,0.0008,0.0000,0.04729,0.04731,0.26607,-0.7,1.0000,-24.6853,0.4741,-6.4817,134.847,ppo_car_spread_a_deterministic
0.7800,-0.12110,0.0008,0.0000,0.04677,0.04679,0.21355,0.4,1.0000,-24.6845,0.4742,-6.4824,134.845,ppo_car_spread_a_deterministic
0.8000,-0.12110,0.0008,0.0000,0.04566,0.04568,0.29537,0.4,1.0000,-24.6838,0.4742,-6.4830,134.846,ppo_car_spread_a_deterministic
0.8200,-0.12110,0.0008,0.0000,0.03993,0.03994,0.39625,0.4,1.0000,-24.6832,0.4742,-6.4836,134.846,ppo_car_spread_a_deterministic
0.8400,-0.12063,0.0000,0.0051,0.04178,0.04179,0.24905,0.4,1.0000,-24.6826,0.4742,-6.4841,134.846,ppo_car_spread_a_deterministic
0.8600,-0.12063,0.0000,0.0051,0.03783,0.03784,0.35764,-1.1,1.0000,-24.6820,0.4742,-6.4847,134.846,ppo_car_spread_a_deterministic
0.8800,-0.12063,0.0000,0.0051,0.05039,0.05040,0.28927,-1.1,1.0000,-24.6812,0.4742,-6.4854,134.844,ppo_car_spread_a_deterministic
0.9000,-0.12063,0.0000,0.0051,0.04811,0.04812,0.29438,-1.1,1.0000,-24.6805,0.4742,-6.4860,134.844,ppo_car_spread_a_deterministic
0.9200,-0.12047,0.0000,0.0087,0.04299,0.04299,0.24746,-1.1,1.0000,-24.6798,0.4742,-6.4866,134.841,ppo_car_spread_a_deterministic
0.9400,-0.12047,0.0000,0.0087,0.03408,0.03408,0.38011,-1.8,1.0000,-24.6793,0.4742,-6.4871,134.843,ppo_car_spread_a_deterministic
0.9600,-0.12047,0.0000,0.0087,0.03410,0.03411,0.26603,-1.8,1.0000,-24.6788,0.4742,-6.4876,134.841,ppo_car_spread_a_deterministic
0.9800,-0.12047,0.0000,0.0087,0.03739,0.03740,0.39056,-1.8,1.0000,-24.6782,0.4741,-6.4881,134.843,ppo_car_spread_a_deterministic
1.0000,-0.12182,0.0070,0.0000,0.04144,0.04145,0.19837,-1.8,1.0000,-24.6776,0.4741,-6.4886,134.841,ppo_car_spread_a_deterministic
1.0200,-0.12182,0.0070,0.0000,0.04094,0.04095,0.20983,3.7,1.0000,-24.6770,0.4741,-6.4892,134.838,ppo_car_spread_a_deterministic
1.0400,-0.12182,0.0070,0.0000,0.04277,0.04278,0.38983,3.7,1.0000,-24.6764,0.4741,-6.4898,134.839,ppo_car_spread_a_deterministic
1.0600,-0.12182,0.0070,0.0000,0.04068,0.04069,0.11889,3.7,1.0000,-24.6758,0.4741,-6.4903,134.838,ppo_car_spread_a_deterministic
1.0800,-0.12105,0.0000,0.0022,0.04062,0.04063,0.20134,3.7,1.0000,-24.6752,0.4741,-6.4909,134.838,ppo_car_spread_a_deterministic
1.1000,-0.12105,0.0000,0.0022,0.03971,0.03972,0.26384,-0.5,1.0000,-24.6746,0.4741,-6.4914,134.837,ppo_car_spread_a_deterministic
1.1200,-0.12105,0.0000,0.0022,0.03778,0.03779,0.40626,-0.5,1.0000,-24.6740,0.4741,-6.4919,134.837,ppo_car_spread_a_deterministic
1.1400,-0.12105,0.0000,0.0022,0.03974,0.03975,0.40121,-0.5,1.0000,-24.6734,0.4741,-6.4925,134.834,ppo_car_spread_a_deterministic
1.1600,-0.12157,0.0029,0.0000,0.03710,0.03711,0.34079,-0.5,1.0000,-24.6729,0.4741,-6.4930,134.834,ppo_car_spread_a_deterministic
1.1800,-0.12157,0.0029,0.0000,0.04169,0.04170,0.29170,1.5,1.0000,-24.6723,0.4741,-6.4935,134.833,ppo_car_spread_a_deterministic
1.2000,-0.12157,0.0029,0.0000,0.04146,0.04147,0.18274,1.5,1.0000,-24.6717,0.4741,-6.4941,134.831,ppo_car_spread_a_deterministic
1.2200,-0.12157,0.0029,0.0000,0.04219,0.04220,0.29239,1.5,1.0000,-24.6711,0.4741,-6.4947,134.830,ppo_car_spread_a_deterministic
1.2400,-0.12157,0.0001,0.0000,0.04546,0.04548,0.24993,1.5,1.0000,-24.6704,0.4741,-6.4953,134.826,ppo_car_spread_a_deterministic
1.2600,-0.12157,0.0001,0.0000,0.04098,0.04100,0.20072,0.1,1.0000,-24.6698,0.4741,-6.4959,134.823,ppo_car_spread_a_deterministic
1.2800,-0.12157,0.0001,0.0000,0.04040,0.04041,0.18324,0.1,1.0000,-24.6692,0.4741,-6.4964,134.820,ppo_car_spread_a_deterministic
1.3000,-0.12157,0.0001,0.0000,0.04389,0.04391,0.26349,0.1,1.0000,-24.6686,0.4741,-6.4970,134.818,ppo_car_spread_a_deterministic
1.3200,-0.12187,0.0013,0.0000,0.04305,0.04307,0.38447,0.1,1.0000,-24.6680,0.4741,-6.4976,134.814,ppo_car_spread_a_deterministic
1.3400,-0.12187,0.0013,0.0000,0.04861,0.04862,0.24352,0.7,1.0000,-24.6673,0.4741,-6.4983,134.815,ppo_car_spread_a_deterministic
1.3600,-0.12187,0.0013,0.0000,0.04224,0.04225,0.40550,0.7,1.0000,-24.6667,0.4741,-6.4989,134.809,ppo_car_spread_a_deterministic
1.3800,-0.12187,0.0013,0.0000,0.04186,0.04188,0.40330,0.7,1.0000,-24.6661,0.4741,-6.4994,134.806,ppo_car_spread_a_deterministic
1.4000,-0.12222,0.0004,0.0000,0.04655,0.04658,0.29082,0.7,1.0000,-24.6654,0.4741,-6.5001,134.803,ppo_car_spread_a_deterministic
1.4200,-0.12222,0.0004,0.0000,0.04410,0.04411,0.24172,0.2,1.0000,-24.6647,0.4741,-6.5007,134.803,ppo_car_spread_a_deterministic
1.4400,-0.12222,0.0004,0.0000,0.04771,0.04772,0.23627,0.2,1.0000,-24.6641,0.4741,-6.5013,134.803,ppo_car_spread_a_deterministic
1.4600,-0.12222,0.0004,0.0000,0.04707,0.04709,0.26223,0.2,1.0000,-24.6634,0.4741,-6.5020,134.805,ppo_car_spread_a_deterministic
1.4800,-0.12099,0.0000,0.0065,0.04248,0.04249,0.37553,0.2,1.0000,-24.6628,0.4741,-6.5026,134.803,ppo_car_spread_a_deterministic
1.5000,-0.12099,0.0000,0.0065,0.04767,0.04769,0.22843,-1.4,1.0000,-24.6621,0.4741,-6.5032,134.802,ppo_car_spread_a_deterministic
1.5200,-0.12099,0.0000,0.0065,0.04470,0.04472,0.19341,-1.4,1.0000,-24.6614,0.4741,-6.5038,134.801,ppo_car_spread_a_deterministic
1.5400,-0.12099,0.0000,0.0065,0.03862,0.03864,0.40541,-1.4,1.0000,-24.6609,0.4741,-6.5044,134.800,ppo_car_spread_a_deterministic
1.5600,-0.12123,0.0000,0.0035,0.04563,0.04565,0.35493,-1.4,1.0000,-24.6602,0.4741,-6.5050,134.797,ppo_car_spread_a_deterministic
1.5800,-0.12123,0.0000,0.0035,0.04142,0.04144,0.28088,-0.7,1.0000,-24.6596,0.4741,-6.5056,134.795,ppo_car_spread_a_deterministic
1.6000,-0.12123,0.0000,0.0035,0.04201,0.04203,0.30986,-0.7,1.0000,-24.6590,0.4741,-6.5061,134.791,ppo_car_spread_a_deterministic
1.6200,-0.12123,0.0000,0.0035,0.04261,0.04262,0.20819,-0.7,1.0000,-24.6584,0.4741,-6.5067,134.788,ppo_car_spread_a_deterministic
1.6400,-0.12193,0.0000,0.0002,0.04789,0.04790,0.24258,-0.7,1.0000,-24.6577,0.4741,-6.5074,134.787,ppo_car_spread_a_deterministic
1.6600,-0.12193,0.0000,0.0002,0.04426,0.04428,0.22843,0.0,1.0000,-24.6570,0.4741,-6.5080,134.786,ppo_car_spread_a_deterministic
1.6800,-0.12193,0.0000,0.0002,0.04203,0.04205,0.40580,0.0,1.0000,-24.6564,0.4741,-6.5086,134.778,ppo_car_spread_a_deterministic
1.7000,-0.12193,0.0000,0.0002,0.04271,0.04273,0.27377,0.0,1.0000,-24.6558,0.4741,-6.5091,134.780,ppo_car_spread_a_deterministic
1.7200,-0.12271,0.0012,0.0000,0.04266,0.04267,0.26484,0.0,1.0000,-24.6552,0.4741,-6.5097,134.776,ppo_car_spread_a_deterministic
1.7400,-0.12271,0.0012,0.0000,0.03964,0.03966,0.38641,0.6,1.0000,-24.6546,0.4741,-6.5103,134.774,ppo_car_spread_a_deterministic
