t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.00007,0.0,1.0000,-23.6575,0.5000,-8.3863,195.004,ppo_car_spread_a_deterministic
0.0400,-0.08619,0.0061,0.0000,0.00000,0.00000,0.00000,0.0,1.0000,-23.6575,0.4989,-8.3863,195.004,ppo_car_spread_a_deterministic
0.0600,-0.08619,0.0061,0.0000,0.00486,0.00486,0.26193,3.2,1.0000,-23.6575,0.4972,-8.3864,195.003,ppo_car_spread_a_deterministic
0.0800,-0.08619,0.0061,0.0000,0.00051,0.00052,0.16813,3.2,1.0000,-23.6575,0.4950,-8.3864,195.003,ppo_car_spread_a_deterministic
0.1000,-0.08619,0.0061,0.0000,0.00115,0.00116,0.32906,3.2,1.0000,-23.6576,0.4927,-8.3864,195.004,ppo_car_spread_a_deterministic
0.1200,-0.10993,0.0324,0.0000,0.00324,0.00323,0.32844,3.2,1.0000,-23.6576,0.4902,-8.3865,195.000,ppo_car_spread_a_deterministic
0.1400,-0.10993,0.0324,0.0000,0.00213,0.00213,0.29336,17.0,1.0000,-23.6576,0.4877,-8.3865,195.002,ppo_car_spread_a_deterministic
0.1600,-0.10993,0.0324,0.0000,0.00892,0.00892,0.34200,17.0,1.0000,-23.6576,0.4854,-8.3867,195.006,ppo_car_spread_a_deterministic
0.1800,-0.10993,0.0324,0.0000,0.01081,0.01081,0.38475,17.0,1.0000,-23.6577,0.4832,-8.3869,195.003,ppo_car_spread_a_deterministic
0.2000,-0.11256,0.0262,0.0000,0.01473,0.01473,0.22314,17.0,1.0000,-23.6578,0.4811,-8.3872,195.003,ppo_car_spread_a_deterministic
0.2200,-0.11256,0.0262,0.0000,0.01515,0.01515,0.19325,13.7,1.0000,-23.6578,0.4794,-8.3875,195.004,ppo_car_spread_a_deterministic
0.2400,-0.11256,0.0262,0.0000,0.01716,0.01715,0.15736,13.7,1.0000,-23.6579,0.4778,-8.3878,195.004,ppo_car_spread_a_deterministic
0.2600,-0.11256,0.0262,0.0000,0.02312,0.02312,0.42616,13.7,1.0000,-23.6580,0.4765,-8.3883,195.004,ppo_car_spread_a_deterministic
0.2800,-0.11256,0.0202,0.0000,0.02303,0.02303,0.35155,13.7,1.0000,-23.6581,0.4754,-8.3887,195.005,ppo_car_spread_a_deterministic
0.3000,-0.11256,0.0202,0.0000,0.02199,0.02199,0.42107,10.6,1.0000,-23.6582,0.4745,-8.3892,195.007,ppo_car_spread_a_deterministic
0.3200,-0.11256,0.0202,0.0000,0.03199,0.03199,0.19910,10.6,1.0000,-23.6584,0.4738,-8.3898,195.005,ppo_car_spread_a_deterministic
0.3400,-0.11256,0.0202,0.0000,0.02901,0.02901,0.26864,10.6,1.0000,-23.6585,0.4733,-8.3904,195.007,ppo_car_spread_a_deterministic
0.3600,-0.11137,0.0063,0.0000,0.03307,0.03308,0.26374,10.6,1.0000,-23.6587,0.4729,-8.3910,195.006,ppo_car_spread_a_deterministic
0.3800,-0.11137,0.0063,0.0000,0.03218,0.03219,0.14159,3.3,1.0000,-23.6588,0.4727,-8.3917,195.005,ppo_car_spread_a_deterministic
0.4000,-0.11137,0.0063,0.0000,0.03324,0.03326,0.41263,3.3,1.0000,-23.6590,0.4726,-8.3923,195.003,ppo_car_spread_a_deterministic
0.4200,-0.11137,0.0063,0.0000,0.04102,0.04103,0.30526,3.3,1.0000,-23.6592,0.4725,-8.3931,195.004,ppo_car_spread_a_deterministic
0.4400,-0.11122,0.0049,0.0000,0.02874,0.02875,0.41087,3.3,1.0000,-23.6593,0.4725,-8.3937,195.000,ppo_car_spread_a_deterministic
0.4600,-0.11122,0.0049,0.0000,0.03646,0.03648,0.22782,2.6,1.0000,-23.6595,0.4726,-8.3944,194.996,ppo_car_spread_a_deterministic
0.4800,-0.11122,0.0049,0.0000,0.04149,0.04150,0.30377,2.6,1.0000,-23.6597,0.4727,-8.3952,194.995,ppo_car_spread_a_deterministic
0.5000,-0.11122,0.0049,0.0000,0.03387,0.03388,0.38408,2.6,1.0000,-23.6598,0.4728,-8.3958,194.995,ppo_car_spread_a_deterministic
0.5200,-0.11028,0.0000,0.0031,0.03313,0.03314,0.38414,2.6,1.0000,-23.6600,0.4730,-8.3965,194.997,ppo_car_spread_a_deterministic
0.5400,-0.11028,0.0000,0.0031,0.04343,0.04344,0.29874,-0.7,1.0000,-23.6602,0.4731,-8.3973,194.997,ppo_car_spread_a_deterministic
