t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.00008,0.0,1.0000,-26.7375,0.5000,-11.4447,190.856,ppo_car_spread_a_deterministic
0.0400,0.00000,0.0000,0.0000,0.00000,0.00000,0.00000,0.0,1.0000,-26.7375,0.4989,-11.4447,190.856,ppo_car_spread_a_deterministic
0.0600,-0.09763,0.0215,0.0000,0.00000,0.00000,0.00000,0.0,1.0000,-26.7375,0.4972,-11.4447,190.856,ppo_car_spread_a_deterministic
0.0800,-0.09763,0.0215,0.0000,0.00081,0.00082,0.25271,11.3,1.0000,-26.7375,0.4950,-11.4447,190.858,ppo_car_spread_a_deterministic
0.1000,-0.09763,0.0215,0.0000,0.01238,0.01238,0.31253,11.3,1.0000,-26.7376,0.4927,-11.4449,190.859,ppo_car_spread_a_deterministic
0.1200,-0.09763,0.0215,0.0000,0.00331,0.00330,0.36236,11.3,1.0000,-26.7376,0.4902,-11.4450,190.863,ppo_car_spread_a_deterministic
0.1400,-0.11199,0.0226,0.0000,0.01211,0.01210,0.23871,11.3,1.0000,-26.7376,0.4877,-11.4452,190.863,ppo_car_spread_a_deterministic
0.1600,-0.11199,0.0226,0.0000,0.01427,0.01427,0.35055,11.9,1.0000,-26.7377,0.4854,-11.4455,190.865,ppo_car_spread_a_deterministic
0.1800,-0.11199,0.0226,0.0000,0.01801,0.01800,0.29980,11.9,1.0000,-26.7377,0.4832,-11.4459,190.866,ppo_car_spread_a_deterministic
0.2000,-0.11199,0.0226,0.0000,0.02125,0.02125,0.33355,11.9,1.0000,-26.7378,0.4811,-11.4463,190.865,ppo_car_spread_a_deterministic
0.2200,-0.11366,0.0192,0.0000,0.01549,0.01549,0.40237,11.9,1.0000,-26.7378,0.4794,-11.4466,190.866,ppo_car_spread_a_deterministic
0.2400,-0.11366,0.0192,0.0000,0.01617,0.01617,0.39470,10.1,1.0000,-26.7379,0.4778,-11.4470,190.862,ppo_car_spread_a_deterministic
0.2600,-0.11366,0.0192,0.0000,0.01823,0.01823,0.41864,10.1,1.0000,-26.7380,0.4765,-11.4473,190.862,ppo_car_spread_a_deterministic
0.2800,-0.11366,0.0192,0.0000,0.02900,0.02901,0.23479,10.1,1.0000,-26.7381,0.4754,-11.4479,190.860,ppo_car_spread_a_deterministic
0.3000,-0.11417,0.0197,0.0000,0.02169,0.02169,0.24433,10.1,1.0000,-26.7381,0.4745,-11.4483,190.859,ppo_car_spread_a_deterministic
0.3200,-0.11417,0.0197,0.0000,0.02461,0.02461,0.22748,10.3,1.0000,-26.7382,0.4738,-11.4488,190.860,ppo_car_spread_a_deterministic
0.3400,-0.11417,0.0197,0.0000,0.02822,0.02822,0.38839,10.3,1.0000,-26.7383,0.4733,-11.4494,190.858,ppo_car_spread_a_deterministic
