t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.00043,0.0,1.0000,-32.3091,0.5000,-4.4212,141.091,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,-0.00001,0.00001,0.00006,0.0,1.0000,-32.3091,0.4982,-4.4212,141.091,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,-0.00001,0.00001,0.00005,0.0,1.0000,-32.3091,0.4960,-4.4211,141.091,ppo_car_spread_a_sampling
0.0800,-0.12934,0.0000,0.3738,-0.00002,0.00001,0.00005,0.0,1.0000,-32.3092,0.4935,-4.4211,141.091,ppo_car_spread_a_sampling
0.1000,-0.21630,0.0000,0.3738,-0.01543,0.01543,0.23021,-78.5,1.0000,-32.3094,0.4909,-4.4209,141.091,ppo_car_spread_a_sampling
0.1200,-0.27351,0.0000,0.3738,-0.02662,0.02662,0.40177,-78.5,1.0000,-32.3097,0.4884,-4.4205,141.093,ppo_car_spread_a_sampling
0.1400,-0.30352,0.0000,0.3738,-0.04353,0.04358,0.20656,-78.5,1.0000,-32.3103,0.4859,-4.4198,141.097,ppo_car_spread_a_sampling
0.1600,-0.38881,0.0000,0.1293,-0.05996,0.06004,0.21093,-78.5,1.0000,-32.3112,0.4836,-4.4189,141.099,ppo_car_spread_a_sampling
0.1800,-0.47063,0.0000,0.1293,-0.06803,0.06820,0.27504,-27.2,1.0000,-32.3121,0.4815,-4.4179,141.102,ppo_car_spread_a_sampling
0.2000,-0.54677,0.0000,0.1293,-0.06211,0.06228,0.45149,-27.2,1.0000,-32.3130,0.4796,-4.4170,141.109,ppo_car_spread_a_sampling
0.2200,-0.60435,0.0000,0.1293,-0.06794,0.06834,0.42542,-27.2,1.0000,-32.3140,0.4780,-4.4160,141.119,ppo_car_spread_a_sampling
0.2400,-0.51323,0.1016,0.0000,-0.07942,0.08008,0.20806,-27.2,1.0000,-32.3152,0.4766,-4.4149,141.128,ppo_car_spread_a_sampling
