t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.00009,0.0,1.0000,-32.3973,0.5000,-7.6140,140.979,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,0.00000,0.00000,0.00000,0.0,1.0000,-32.3973,0.5037,-7.6140,140.979,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,0.00000,0.00000,0.00000,0.0,1.0000,-32.3973,0.5055,-7.6140,140.979,ppo_car_spread_a_sampling
0.0800,-0.08389,0.7362,0.0000,0.00000,0.00000,0.00000,0.0,1.0000,-32.3973,0.5057,-7.6140,140.979,ppo_car_spread_a_sampling
0.1000,-0.16887,0.7362,0.0000,0.07509,0.07510,0.05354,386.5,1.0000,-32.3963,0.5048,-7.6152,140.977,ppo_car_spread_a_sampling
0.1200,-0.23044,0.7362,0.0000,0.13735,0.13739,0.45146,386.5,1.0000,-32.3944,0.5030,-7.6173,140.973,ppo_car_spread_a_sampling
0.1400,-0.31929,0.7362,0.0000,0.20576,0.20589,0.50032,386.5,1.0000,-32.3916,0.5006,-7.6205,140.963,ppo_car_spread_a_sampling
0.1600,-0.25222,0.4443,0.0000,0.27926,0.27965,0.57015,386.5,1.0000,-32.3877,0.4978,-7.6248,140.947,ppo_car_spread_a_sampling
0.1800,-0.24894,0.4443,0.0000,0.32188,0.32224,0.58264,233.3,1.0000,-32.3832,0.4948,-7.6297,140.930,ppo_car_spread_a_sampling
0.2000,-0.24894,0.4443,0.0000,0.36782,0.36815,0.58761,233.3,1.0000,-32.3781,0.4918,-7.6352,140.908,ppo_car_spread_a_sampling
0.2200,-0.24894,0.4443,0.0000,0.41681,0.41718,0.31938,233.3,1.0000,-32.3724,0.4889,-7.6415,140.887,ppo_car_spread_a_sampling
0.2400,-0.26986,0.0000,0.5178,0.44978,0.45015,0.73010,233.3,1.0000,-32.3662,0.4862,-7.6483,140.863,ppo_car_spread_a_sampling
0.2600,-0.26986,0.0000,0.5178,0.28448,0.28457,0.32460,0.0,1.0000,-32.3625,0.4836,-7.6525,140.834,ppo_car_spread_a_sampling
0.2800,-0.26986,0.0000,0.5178,0.18860,0.18866,0.00000,0.0,1.0000,-32.3601,0.4813,-7.6552,140.823,ppo_car_spread_a_sampling
0.3000,-0.26986,0.0000,0.5178,0.00836,0.01073,0.00000,0.0,1.0000,-32.3601,0.4793,-7.6549,140.824,ppo_car_spread_a_sampling
0.3200,-0.25514,0.0000,0.1989,-0.02010,0.02016,0.33251,-108.7,1.0000,-32.3605,0.4776,-7.6544,140.824,ppo_car_spread_a_sampling
0.3400,-0.25514,0.0000,0.1989,-0.02066,0.02067,0.31204,-41.8,1.0000,-32.3610,0.4762,-7.6539,140.826,ppo_car_spread_a_sampling
0.3600,-0.25514,0.0000,0.1989,-0.03156,0.03158,0.28433,-41.8,1.0000,-32.3616,0.4750,-7.6533,140.830,ppo_car_spread_a_sampling
0.3800,-0.25514,0.0000,0.1989,-0.03908,0.03909,0.27402,-41.8,1.0000,-32.3622,0.4741,-7.6525,140.832,ppo_car_spread_a_sampling
0.4000,-0.32766,0.0000,0.2809,-0.04483,0.04486,0.32939,-41.8,1.0000,-32.3629,0.4734,-7.6518,140.830,ppo_car_spread_a_sampling
0.4200,-0.40080,0.0000,0.2809,-0.04852,0.04857,0.42189,-59.0,1.0000,-32.3637,0.4729,-7.6510,140.835,ppo_car_spread_a_sampling
0.4400,-0.47598,0.0000,0.2809,-0.06069,0.06082,0.41197,-59.0,1.0000,-32.3646,0.4725,-7.6500,140.838,ppo_car_spread_a_sampling
0.4600,-0.51818,0.0000,0.2809,-0.07799,0.07838,0.21799,-59.0,1.0000,-32.3658,0.4723,-7.6489,140.847,ppo_car_spread_a_sampling
0.4800,-0.49571,0.0773,0.0000,-0.08137,0.08179,0.43291,-59.0,1.0000,-32.3670,0.4722,-7.6477,140.860,ppo_car_spread_a_sampling
0.5000,-0.49571,0.0773,0.0000,-0.07767,0.07804,0.34538,40.6,1.0000,-32.3681,0.4722,-7.6466,140.868,ppo_car_spread_a_sampling
0.5200,-0.49571,0.0773,0.0000,-0.07710,0.07750,0.26706,40.6,1.0000,-32.3692,0.4723,-7.6455,140.878,ppo_car_spread_a_sampling
0.5400,-0.49571,0.0773,0.0000,-0.07183,0.07223,0.27409,40.6,1.0000,-32.3702,0.4724,-7.6445,140.886,ppo_car_spread_a_sampling
0.5600,-0.43731,0.3525,0.0000,-0.06278,0.06312,0.28287,40.6,1.0000,-32.3711,0.4725,-7.6436,140.890,ppo_car_spread_a_sampling
0.5800,-0.36608,0.3525,0.0000,-0.02020,0.02037,0.18844,185.0,1.0000,-32.3713,0.4727,-7.6434,140.893,ppo_car_spread_a_sampling
0.6000,-0.27036,0.3525,0.0000,0.00806,0.00812,0.40829,185.0,1.0000,-32.3711,0.4729,-7.6436,140.891,ppo_car_spread_a_sampling
0.6200,-0.21333,0.3525,0.0000,0.03845,0.03850,0.45271,185.0,1.0000,-32.3704,0.4730,-7.6443,140.888,ppo_car_spread_a_sampling
0.6400,-0.12674,0.0000,0.1858,0.07698,0.07706,0.41046,185.0,1.0000,-32.3693,0.4732,-7.6456,140.883,ppo_car_spread_a_sampling
0.6600,-0.05167,0.0000,0.1858,0.06912,0.06916,0.24355,-39.0,1.0000,-32.3683,0.4734,-7.6467,140.881,ppo_car_spread_a_sampling
0.6800,0.02392,0.0000,0.1858,0.06627,0.06629,0.15993,-39.0,1.0000,-32.3673,0.4735,-7.6478,140.880,ppo_car_spread_a_sampling
0.7000,0.02392,0.0000,0.1858,0.06598,0.06598,0.26486,-39.0,1.0000,-32.3664,0.4737,-7.6489,140.880,ppo_car_spread_a_sampling
0.7200,-0.04193,0.0204,0.0000,0.05236,0.05237,0.13906,-39.0,1.0000,-32.3657,0.4738,-7.6498,140.878,ppo_car_spread_a_sampling
0.7400,-0.04193,0.0204,0.0000,0.05491,0.05491,0.28034,10.7,1.0000,-32.3650,0.4739,-7.6507,140.878,ppo_car_spread_a_sampling
0.7600,-0.04193,0.0204,0.0000,0.05737,0.05737,0.15366,10.7,1.0000,-32.3642,0.4740,-7.6516,140.876,ppo_car_spread_a_sampling
0.7800,-0.04193,0.0204,0.0000,0.06056,0.06057,0.40548,10.7,1.0000,-32.3634,0.4740,-7.6525,140.880,ppo_car_spread_a_sampling
0.8000,-0.12018,0.0366,0.0000,0.06499,0.06500,0.27068,10.7,1.0000,-32.3626,0.4741,-7.6536,140.879,ppo_car_spread_a_sampling
0.8200,-0.16528,0.0366,0.0000,0.05775,0.05776,0.39483,19.2,1.0000,-32.3618,0.4741,-7.6544,140.878,ppo_car_spread_a_sampling
0.8400,-0.16528,0.0366,0.0000,0.06360,0.06362,0.41466,19.2,1.0000,-32.3610,0.4742,-7.6554,140.878,ppo_car_spread_a_sampling
0.8600,-0.16528,0.0366,0.0000,0.06571,0.06574,0.29787,19.2,1.0000,-32.3601,0.4742,-7.6564,140.877,ppo_car_spread_a_sampling
0.8800,-0.13071,0.1685,0.0000,0.07744,0.07748,0.24452,19.2,1.0000,-32.3591,0.4742,-7.6575,140.876,ppo_car_spread_a_sampling
0.9000,-0.13071,0.1685,0.0000,0.09402,0.09406,0.20816,88.4,1.0000,-32.3579,0.4742,-7.6590,140.872,ppo_car_spread_a_sampling
0.9200,-0.13071,0.1685,0.0000,0.10519,0.10523,0.18704,88.4,1.0000,-32.3565,0.4742,-7.6606,140.869,ppo_car_spread_a_sampling
