t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.01277,0.0,1.0000,-29.2393,0.5000,-6.6735,177.707,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,-0.00028,0.00083,0.00269,0.0,1.0000,-29.2391,0.5023,-6.6732,177.707,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,-0.00032,0.00131,0.00227,0.0,1.0000,-29.2390,0.5031,-6.6729,177.707,ppo_car_spread_a_sampling
0.0800,0.12885,0.0665,0.0000,-0.00039,0.00145,0.00188,0.0,1.0000,-29.2388,0.5026,-6.6727,177.707,ppo_car_spread_a_sampling
0.1000,0.19612,0.0665,0.0000,0.00123,0.00193,0.30014,34.9,1.0000,-29.2387,0.5013,-6.6726,177.706,ppo_car_spread_a_sampling
0.1200,0.25733,0.0665,0.0000,0.01485,0.01512,0.23285,34.9,1.0000,-29.2386,0.4993,-6.6728,177.705,ppo_car_spread_a_sampling
0.1400,0.33868,0.0665,0.0000,0.01882,0.01914,0.32555,34.9,1.0000,-29.2386,0.4969,-6.6732,177.703,ppo_car_spread_a_sampling
0.1600,0.28016,0.0000,0.2818,0.02228,0.02266,0.33819,34.9,1.0000,-29.2386,0.4942,-6.6736,177.706,ppo_car_spread_a_sampling
0.1800,0.21030,0.0000,0.2818,0.02134,0.02163,0.35796,-59.2,1.0000,-29.2385,0.4915,-6.6741,177.708,ppo_car_spread_a_sampling
0.2000,0.13146,0.0000,0.2818,0.00553,0.00579,0.34874,-59.2,1.0000,-29.2385,0.4887,-6.6742,177.707,ppo_car_spread_a_sampling
0.2200,0.13146,0.0000,0.2818,-0.00565,0.00545,0.32275,-59.2,1.0000,-29.2385,0.4861,-6.6741,177.706,ppo_car_spread_a_sampling
0.2400,0.19525,0.0000,0.2156,-0.01836,0.01819,0.12034,-59.2,1.0000,-29.2386,0.4837,-6.6738,177.706,ppo_car_spread_a_sampling
0.2600,0.27156,0.0000,0.2156,-0.02778,0.02766,0.25279,-45.3,1.0000,-29.2386,0.4815,-6.6733,177.704,ppo_car_spread_a_sampling
0.2800,0.29846,0.0000,0.2156,-0.03687,0.03683,0.23777,-45.3,1.0000,-29.2386,0.4796,-6.6726,177.704,ppo_car_spread_a_sampling
0.3000,0.29846,0.0000,0.2156,-0.03952,0.03954,0.22470,-45.3,1.0000,-29.2387,0.4779,-6.6719,177.703,ppo_car_spread_a_sampling
0.3200,0.20125,0.0536,0.0000,-0.05166,0.05177,0.43749,-45.3,1.0000,-29.2387,0.4765,-6.6709,177.697,ppo_car_spread_a_sampling
0.3400,0.12353,0.0536,0.0000,-0.04840,0.04846,0.31783,28.1,1.0000,-29.2387,0.4754,-6.6700,177.692,ppo_car_spread_a_sampling
0.3600,0.04906,0.0536,0.0000,-0.04857,0.04860,0.29156,28.1,1.0000,-29.2388,0.4744,-6.6691,177.690,ppo_car_spread_a_sampling
