t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.01154,0.0,1.0000,-29.1431,0.5000,-10.2774,197.195,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,0.00037,0.00037,0.00039,0.0,1.0000,-29.1431,0.4912,-10.2774,197.195,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,0.00037,0.00037,0.00039,0.0,1.0000,-29.1432,0.4839,-10.2775,197.195,ppo_car_spread_a_sampling
0.0800,0.00000,0.0000,0.0000,0.00037,0.00037,0.00038,0.0,1.0000,-29.1432,0.4780,-10.2775,197.195,ppo_car_spread_a_sampling
0.1000,-0.22311,1.0000,0.0000,0.00037,0.00037,0.00038,525.0,1.0000,-29.1432,0.4733,-10.2775,197.195,ppo_car_spread_a_sampling
0.1200,-0.22311,1.0000,0.0000,0.08652,0.08660,0.60330,525.0,1.0000,-29.1436,0.4698,-10.2792,197.193,ppo_car_spread_a_sampling
0.1400,-0.22311,1.0000,0.0000,0.18447,0.18463,0.55976,525.0,1.0000,-29.1446,0.4672,-10.2830,197.186,ppo_car_spread_a_sampling
0.1600,-0.22311,1.0000,0.0000,0.28213,0.28239,0.66613,525.0,1.0000,-29.1460,0.4655,-10.2886,197.171,ppo_car_spread_a_sampling
0.1800,-0.22311,1.0000,0.0000,0.38206,0.38244,0.82139,525.0,1.0000,-29.1480,0.4645,-10.2963,197.153,ppo_car_spread_a_sampling
0.2000,-0.62495,0.8315,0.0000,0.48046,0.48099,0.79821,436.5,1.0000,-29.1504,0.4641,-10.3059,197.135,ppo_car_spread_a_sampling
0.2200,-0.55430,0.6341,0.0000,0.54899,0.55208,0.79566,332.9,1.0000,-29.1525,0.4641,-10.3170,197.081,ppo_car_spread_a_sampling
0.2400,-0.47135,0.6341,0.0000,0.61105,0.61512,0.77409,332.9,1.0000,-29.1547,0.4645,-10.3294,197.016,ppo_car_spread_a_sampling
0.2600,-0.47135,0.6341,0.0000,0.67416,0.67813,0.77717,332.9,1.0000,-29.1573,0.4651,-10.3429,196.950,ppo_car_spread_a_sampling
0.2800,-0.47135,0.6341,0.0000,0.73462,0.73873,0.84627,332.9,1.0000,-29.1601,0.4659,-10.3577,196.879,ppo_car_spread_a_sampling
0.3000,-0.40107,0.2575,0.0000,0.79520,0.79955,0.91483,135.2,1.0000,-29.1631,0.4668,-10.3736,196.803,ppo_car_spread_a_sampling
0.3200,-0.32453,0.2575,0.0000,0.82182,0.82564,0.90888,135.2,1.0000,-29.1663,0.4678,-10.3899,196.731,ppo_car_spread_a_sampling
0.3400,-0.26606,0.2575,0.0000,0.84791,0.85092,0.92701,135.2,1.0000,-29.1699,0.4687,-10.4066,196.666,ppo_car_spread_a_sampling
0.3600,-0.17849,0.2575,0.0000,0.87383,0.87612,0.94483,135.2,1.0000,-29.1737,0.4696,-10.4237,196.609,ppo_car_spread_a_sampling
0.3800,-0.10628,0.6437,0.0000,0.89967,0.90115,0.95983,337.9,1.0000,-29.1780,0.4705,-10.4412,196.563,ppo_car_spread_a_sampling
0.4000,-0.03152,0.6437,0.0000,0.96126,0.96212,1.05194,337.9,1.0000,-29.1828,0.4713,-10.4598,196.528,ppo_car_spread_a_sampling
0.4200,0.04645,0.6437,0.0000,1.02354,1.02395,1.10864,337.9,1.0000,-29.1882,0.4720,-10.4796,196.505,ppo_car_spread_a_sampling
0.4400,0.10983,0.6437,0.0000,1.08530,1.08545,1.16318,337.9,1.0000,-29.1943,0.4726,-10.5004,196.497,ppo_car_spread_a_sampling
0.4600,0.08231,0.9917,0.0000,1.14662,1.14675,1.22776,520.7,1.0000,-29.2011,0.4731,-10.5223,196.504,ppo_car_spread_a_sampling
0.4800,0.08231,0.9917,0.0000,1.24073,1.24090,1.37693,520.7,1.0000,-29.2085,0.4735,-10.5460,196.517,ppo_car_spread_a_sampling
0.5000,-0.09990,0.9917,0.0000,1.33613,1.33633,1.48542,520.7,1.0000,-29.2166,0.4739,-10.5715,196.534,ppo_car_spread_a_sampling
0.5200,-0.16895,0.9917,0.0000,1.43080,1.43088,1.57475,520.7,1.0000,-29.2248,0.4742,-10.5990,196.532,ppo_car_spread_a_sampling
0.5400,-0.09796,0.6439,0.0000,1.52475,1.52504,1.69389,338.0,1.0000,-29.2329,0.4744,-10.6285,196.509,ppo_car_spread_a_sampling
0.5600,-0.01883,0.6439,0.0000,1.58818,1.58850,1.71108,338.0,1.0000,-29.2414,0.4745,-10.6591,196.482,ppo_car_spread_a_sampling
0.5800,0.07214,0.6439,0.0000,1.65027,1.65044,1.77113,338.0,1.0000,-29.2504,0.4746,-10.6910,196.462,ppo_car_spread_a_sampling
0.6000,0.11890,0.6439,0.0000,1.71173,1.71176,1.82327,338.0,1.0000,-29.2601,0.4747,-10.7238,196.459,ppo_car_spread_a_sampling
0.6200,0.01354,0.7414,0.0000,1.77280,1.77289,1.89650,389.2,1.0000,-29.2705,0.4747,-10.7577,196.473,ppo_car_spread_a_sampling
0.6400,-0.06262,0.7414,0.0000,1.84367,1.84373,1.98700,389.2,1.0000,-29.2812,0.4747,-10.7930,196.485,ppo_car_spread_a_sampling
0.6600,-0.09294,0.7414,0.0000,1.91468,1.91470,2.05310,389.2,1.0000,-29.2921,0.4747,-10.8297,196.483,ppo_car_spread_a_sampling
0.6800,-0.09294,0.7414,0.0000,1.98550,1.98557,2.13747,389.2,1.0000,-29.3030,0.4746,-10.8679,196.469,ppo_car_spread_a_sampling
0.7000,-0.28377,0.8116,0.0000,2.05647,2.05663,2.21976,426.1,1.0000,-29.3142,0.4746,-10.9075,196.447,ppo_car_spread_a_sampling
0.7200,-0.34516,0.8116,0.0000,2.12956,2.13051,2.33932,426.1,1.0000,-29.3249,0.4745,-10.9488,196.388,ppo_car_spread_a_sampling
0.7400,-0.40705,0.8116,0.0000,2.20237,2.20459,2.44444,426.1,1.0000,-29.3352,0.4745,-10.9916,196.295,ppo_car_spread_a_sampling
0.7600,-0.49305,0.8116,0.0000,2.27440,2.27830,2.54839,426.1,1.0000,-29.3451,0.4744,-11.0361,196.168,ppo_car_spread_a_sampling
0.7800,-0.40507,0.1387,0.0000,2.34421,2.35050,2.65338,72.8,1.0000,-29.3545,0.4744,-11.0822,196.003,ppo_car_spread_a_sampling
0.8000,-0.33654,0.1387,0.0000,2.36046,2.36710,2.53798,72.8,1.0000,-29.3637,0.4743,-11.1286,195.830,ppo_car_spread_a_sampling
0.8200,-0.26722,0.1387,0.0000,2.37438,2.38049,2.54932,72.8,1.0000,-29.3730,0.4743,-11.1752,195.659,ppo_car_spread_a_sampling
0.8400,-0.19227,0.1387,0.0000,2.38926,2.39431,2.55192,72.8,1.0000,-29.3826,0.4742,-11.2220,195.501,ppo_car_spread_a_sampling
0.8600,-0.12584,0.7245,0.0000,2.40436,2.40806,2.54752,380.3,1.0000,-29.3927,0.4742,-11.2689,195.362,ppo_car_spread_a_sampling
0.8800,-0.05199,0.7245,0.0000,2.47149,2.47393,2.72590,380.3,1.0000,-29.4035,0.4741,-11.3171,195.244,ppo_car_spread_a_sampling
0.9000,-0.02949,0.7245,0.0000,2.54195,2.54327,2.78118,380.3,1.0000,-29.4152,0.4741,-11.3665,195.153,ppo_car_spread_a_sampling
0.9200,-0.02949,0.7245,0.0000,2.61194,2.61263,2.83939,380.3,1.0000,-29.4277,0.4741,-11.4172,195.083,ppo_car_spread_a_sampling
0.9400,0.05146,0.6179,0.0000,2.68177,2.68217,2.90264,324.4,1.0000,-29.4408,0.4741,-11.4691,195.027,ppo_car_spread_a_sampling
0.9600,0.13083,0.6179,0.0000,2.74143,2.74153,2.92185,324.4,1.0000,-29.4547,0.4741,-11.5221,194.995,ppo_car_spread_a_sampling
0.9800,0.20532,0.6179,0.0000,2.79902,2.79905,2.95960,324.4,1.0000,-29.4696,0.4741,-11.5761,194.994,ppo_car_spread_a_sampling
1.0000,0.27457,0.6179,0.0000,2.85517,2.85552,3.04414,324.4,1.0000,-29.4855,0.4741,-11.6310,195.027,ppo_car_spread_a_sampling
1.0200,0.21422,0.6354,0.0000,2.90992,2.91104,3.13094,333.6,1.0000,-29.5024,0.4741,-11.6866,195.098,ppo_car_spread_a_sampling
1.0400,0.17846,0.6354,0.0000,2.96927,2.97075,3.21236,333.6,1.0000,-29.5201,0.4741,-11.7434,195.185,ppo_car_spread_a_sampling
1.0600,0.17846,0.6354,0.0000,3.02987,3.03142,3.28244,333.6,1.0000,-29.5381,0.4741,-11.8013,195.279,ppo_car_spread_a_sampling
1.0800,0.17846,0.6354,0.0000,3.09055,3.09214,3.35127,333.6,1.0000,-29.5566,0.4741,-11.8603,195.378,ppo_car_spread_a_sampling
1.1000,0.24195,0.7718,0.0000,3.15127,3.15289,3.41939,405.2,1.0000,-29.5756,0.4741,-11.9205,195.482,ppo_car_spread_a_sampling
1.1200,0.33141,0.7718,0.0000,3.22260,3.22466,3.54894,405.2,1.0000,-29.5953,0.4741,-11.9819,195.601,ppo_car_spread_a_sampling
1.1400,0.33448,0.7718,0.0000,3.29246,3.29557,3.64656,405.2,1.0000,-29.6162,0.4741,-12.0445,195.749,ppo_car_spread_a_sampling
1.1600,0.33448,0.7718,0.0000,3.36326,3.36723,3.74110,405.2,1.0000,-29.6380,0.4741,-12.1083,195.920,ppo_car_spread_a_sampling
1.1800,0.33207,1.0000,0.0000,3.43486,3.43949,3.83257,525.0,1.0000,-29.6607,0.4741,-12.1733,196.108,ppo_car_spread_a_sampling
1.2000,0.33207,1.0000,0.0000,3.52679,3.53192,4.02444,525.0,1.0000,-29.6843,0.4741,-12.2400,196.312,ppo_car_spread_a_sampling
1.2200,0.33207,1.0000,0.0000,3.62126,3.62675,4.14014,525.0,1.0000,-29.7089,0.4741,-12.3083,196.529,ppo_car_spread_a_sampling
1.2400,0.33207,1.0000,0.0000,3.71597,3.72173,4.25456,525.0,1.0000,-29.7345,0.4741,-12.3784,196.757,ppo_car_spread_a_sampling
1.2600,0.33207,1.0000,0.0000,3.81086,3.81681,4.36786,525.0,1.0000,-29.7610,0.4741,-12.4501,196.996,ppo_car_spread_a_sampling
1.2800,-0.01780,1.0000,0.0000,3.90586,3.91196,4.48026,525.0,1.0000,-29.7884,0.4741,-12.5235,197.245,ppo_car_spread_a_sampling
1.3000,-0.01780,1.0000,0.0000,4.00247,4.00518,4.53967,525.0,1.0000,-29.8152,0.4741,-12.5991,197.431,ppo_car_spread_a_sampling
1.3200,-0.14124,1.0000,0.0000,4.09836,4.09954,4.60399,525.0,1.0000,-29.8416,0.4741,-12.6768,197.571,ppo_car_spread_a_sampling
1.3400,-0.28070,1.0000,0.0000,4.19094,4.19113,4.65460,525.0,1.0000,-29.8675,0.4741,-12.7567,197.651,ppo_car_spread_a_sampling
1.3600,-0.34595,1.0000,0.0000,4.27784,4.27811,4.68601,525.0,1.0000,-29.8923,0.4741,-12.8387,197.654,ppo_car_spread_a_sampling
1.3800,-0.42173,1.0000,0.0000,4.36285,4.36431,4.83244,525.0,1.0000,-29.9161,0.4741,-12.9227,197.585,ppo_car_spread_a_sampling
1.4000,-0.46784,1.0000,0.0000,4.44550,4.44904,4.98542,525.0,1.0000,-29.9389,0.4741,-13.0088,197.443,ppo_car_spread_a_sampling
1.4200,-0.40050,0.7319,0.0000,4.52791,4.53393,5.13412,384.2,1.0000,-29.9607,0.4741,-13.0969,197.234,ppo_car_spread_a_sampling
1.4400,-0.31422,0.7319,0.0000,4.59530,4.60242,5.11492,384.2,1.0000,-29.9821,0.4741,-13.1865,196.988,ppo_car_spread_a_sampling
1.4600,-0.23994,0.7319,0.0000,4.66457,4.67137,5.19949,384.2,1.0000,-30.0036,0.4741,-13.2775,196.729,ppo_car_spread_a_sampling
1.4800,-0.18262,0.7319,0.0000,4.73588,4.74166,5.27317,384.2,1.0000,-30.0255,0.4741,-13.3697,196.474,ppo_car_spread_a_sampling
1.5000,-0.24651,1.0000,0.0000,4.80776,4.81228,5.33899,525.0,1.0000,-30.0481,0.4741,-13.4633,196.231,ppo_car_spread_a_sampling
1.5200,-0.24651,1.0000,0.0000,4.90018,4.90437,5.57070,525.0,1.0000,-30.0709,0.4741,-13.5587,195.985,ppo_car_spread_a_sampling
1.5400,-0.24651,1.0000,0.0000,4.99598,4.99991,5.67841,525.0,1.0000,-30.0939,0.4741,-13.6560,195.735,ppo_car_spread_a_sampling
1.5600,-0.24651,1.0000,0.0000,5.09166,5.09537,5.78590,525.0,1.0000,-30.1172,0.4741,-13.7552,195.481,ppo_car_spread_a_sampling
1.5800,-0.16801,0.4028,0.0000,5.18723,5.19077,5.89316,211.5,1.0000,-30.1406,0.4741,-13.8563,195.222,ppo_car_spread_a_sampling
1.6000,-0.09782,0.4028,0.0000,5.23521,5.23803,5.62221,211.5,1.0000,-30.1642,0.4741,-13.9583,194.975,ppo_car_spread_a_sampling
1.6200,-0.03245,0.4028,0.0000,5.27493,5.27685,5.64325,211.5,1.0000,-30.1884,0.4741,-14.0610,194.753,ppo_car_spread_a_sampling
1.6400,0.03779,0.4028,0.0000,5.31408,5.31514,5.65705,211.5,1.0000,-30.2131,0.4741,-14.1642,194.563,ppo_car_spread_a_sampling
1.6600,-0.04080,0.4109,0.0000,5.35207,5.35247,5.66343,215.7,1.0000,-30.2387,0.4741,-14.2680,194.414,ppo_car_spread_a_sampling
