t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.00585,0.0,1.0000,-29.2393,0.5000,-6.6735,177.707,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,0.00021,0.00077,0.00216,0.0,1.0000,-29.2391,0.5023,-6.6732,177.707,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,0.00017,0.00126,0.00171,0.0,1.0000,-29.2390,0.5031,-6.6730,177.707,ppo_car_spread_a_sampling
0.0800,0.00000,0.0000,0.0000,0.00010,0.00140,0.00134,0.0,1.0000,-29.2388,0.5027,-6.6728,177.707,ppo_car_spread_a_sampling
0.1000,-0.10031,0.7218,0.0000,0.00002,0.00133,0.00100,378.9,1.0000,-29.2387,0.5013,-6.6726,177.707,ppo_car_spread_a_sampling
0.1200,-0.16928,0.7218,0.0000,0.06910,0.06925,0.17921,378.9,1.0000,-29.2385,0.4993,-6.6740,177.706,ppo_car_spread_a_sampling
0.1400,-0.16928,0.7218,0.0000,0.13974,0.13995,0.45586,378.9,1.0000,-29.2383,0.4969,-6.6768,177.701,ppo_car_spread_a_sampling
0.1600,-0.30760,0.7218,0.0000,0.20311,0.20337,0.55499,378.9,1.0000,-29.2379,0.4942,-6.6810,177.697,ppo_car_spread_a_sampling
0.1800,-0.39218,1.0000,0.0000,0.27468,0.27524,0.56017,525.0,1.0000,-29.2373,0.4915,-6.6867,177.682,ppo_car_spread_a_sampling
0.2000,-0.46022,1.0000,0.0000,0.37028,0.37141,0.63697,525.0,1.0000,-29.2364,0.4888,-6.6943,177.653,ppo_car_spread_a_sampling
0.2200,-0.46094,1.0000,0.0000,0.46711,0.46906,0.66234,525.0,1.0000,-29.2351,0.4862,-6.7039,177.616,ppo_car_spread_a_sampling
0.2400,-0.46094,1.0000,0.0000,0.56003,0.56258,0.72787,525.0,1.0000,-29.2334,0.4838,-6.7154,177.565,ppo_car_spread_a_sampling
0.2600,-0.38568,0.4842,0.0000,0.65716,0.66024,0.77427,254.2,1.0000,-29.2315,0.4816,-6.7288,177.506,ppo_car_spread_a_sampling
0.2800,-0.31324,0.4842,0.0000,0.70490,0.70761,0.79295,254.2,1.0000,-29.2296,0.4796,-6.7432,177.447,ppo_car_spread_a_sampling
0.3000,-0.24189,0.4842,0.0000,0.75268,0.75477,0.83571,254.2,1.0000,-29.2278,0.4779,-6.7584,177.393,ppo_car_spread_a_sampling
0.3200,-0.23989,0.4842,0.0000,0.80033,0.80178,0.87723,254.2,1.0000,-29.2260,0.4765,-6.7746,177.345,ppo_car_spread_a_sampling
0.3400,-0.31536,1.0000,0.0000,0.84738,0.84862,0.92343,525.0,1.0000,-29.2243,0.4754,-6.7917,177.300,ppo_car_spread_a_sampling
0.3600,-0.34508,1.0000,0.0000,0.94142,0.94316,1.07742,525.0,1.0000,-29.2223,0.4744,-6.8107,177.245,ppo_car_spread_a_sampling
0.3800,-0.34508,1.0000,0.0000,1.03643,1.03878,1.19037,525.0,1.0000,-29.2199,0.4737,-6.8315,177.179,ppo_car_spread_a_sampling
0.4000,-0.34508,1.0000,0.0000,1.13180,1.13460,1.30224,525.0,1.0000,-29.2172,0.4731,-6.8543,177.104,ppo_car_spread_a_sampling
0.4200,-0.42033,0.3298,0.0000,1.22734,1.23050,1.41360,173.2,1.0000,-29.2141,0.4728,-6.8789,177.021,ppo_car_spread_a_sampling
