t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.02532,0.0,1.0000,-32.3973,0.5000,-7.6140,140.979,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,0.00034,0.00034,0.00038,0.0,1.0000,-32.3973,0.5037,-7.6140,140.979,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,0.00034,0.00034,0.00037,0.0,1.0000,-32.3973,0.5055,-7.6140,140.979,ppo_car_spread_a_sampling
0.0800,0.00000,0.0000,0.0000,0.00034,0.00034,0.00036,0.0,1.0000,-32.3973,0.5057,-7.6140,140.979,ppo_car_spread_a_sampling
0.1000,0.04115,0.4603,0.0000,0.00034,0.00034,0.00036,241.7,1.0000,-32.3973,0.5048,-7.6140,140.979,ppo_car_spread_a_sampling
0.1200,0.04115,0.4603,0.0000,0.04769,0.04768,0.14786,241.7,1.0000,-32.3967,0.5030,-7.6148,140.977,ppo_car_spread_a_sampling
0.1400,0.04115,0.4603,0.0000,0.08814,0.08812,0.24341,241.7,1.0000,-32.3955,0.5006,-7.6162,140.977,ppo_car_spread_a_sampling
0.1600,0.04115,0.4603,0.0000,0.13298,0.13293,0.44088,241.7,1.0000,-32.3938,0.4978,-7.6184,140.978,ppo_car_spread_a_sampling
0.1800,-0.04381,1.0000,0.0000,0.17559,0.17551,0.42036,525.0,1.0000,-32.3915,0.4948,-7.6212,140.980,ppo_car_spread_a_sampling
0.2000,-0.11581,1.0000,0.0000,0.27336,0.27323,0.46495,525.0,1.0000,-32.3880,0.4918,-7.6256,140.978,ppo_car_spread_a_sampling
0.2200,-0.19841,1.0000,0.0000,0.37107,0.37096,0.60052,525.0,1.0000,-32.3830,0.4889,-7.6314,140.970,ppo_car_spread_a_sampling
0.2400,-0.27436,1.0000,0.0000,0.46588,0.46594,0.70528,525.0,1.0000,-32.3767,0.4862,-7.6386,140.955,ppo_car_spread_a_sampling
0.2600,-0.33333,0.9480,0.0000,0.55990,0.56034,0.73050,497.7,1.0000,-32.3691,0.4836,-7.6471,140.929,ppo_car_spread_a_sampling
0.2800,-0.41867,0.9480,0.0000,0.65229,0.65332,0.74299,497.7,1.0000,-32.3600,0.4813,-7.6569,140.891,ppo_car_spread_a_sampling
0.3000,-0.48033,0.9480,0.0000,0.74069,0.74272,0.85371,497.7,1.0000,-32.3495,0.4793,-7.6678,140.837,ppo_car_spread_a_sampling
0.3200,-0.56445,0.9480,0.0000,0.82905,0.83236,0.96383,497.7,1.0000,-32.3375,0.4776,-7.6798,140.766,ppo_car_spread_a_sampling
0.3400,-0.50405,0.5723,0.0000,0.91591,0.92107,1.07914,300.5,1.0000,-32.3241,0.4762,-7.6928,140.674,ppo_car_spread_a_sampling
0.3600,-0.49183,0.5723,0.0000,0.97130,0.97677,1.11313,300.5,1.0000,-32.3100,0.4750,-7.7066,140.576,ppo_car_spread_a_sampling
0.3800,-0.49183,0.5723,0.0000,1.02601,1.03165,1.17405,300.5,1.0000,-32.2951,0.4741,-7.7211,140.474,ppo_car_spread_a_sampling
0.4000,-0.49183,0.5723,0.0000,1.08057,1.08645,1.23543,300.5,1.0000,-32.2794,0.4734,-7.7363,140.367,ppo_car_spread_a_sampling
0.4200,-0.42620,0.5387,0.0000,1.13506,1.14121,1.29720,282.8,1.0000,-32.2629,0.4729,-7.7522,140.255,ppo_car_spread_a_sampling
0.4400,-0.35072,0.5387,0.0000,1.18793,1.19357,1.34584,282.8,1.0000,-32.2458,0.4725,-7.7690,140.146,ppo_car_spread_a_sampling
0.4600,-0.30587,0.5387,0.0000,1.24144,1.24608,1.39234,282.8,1.0000,-32.2282,0.4723,-7.7866,140.043,ppo_car_spread_a_sampling
0.4800,-0.30587,0.5387,0.0000,1.29471,1.29849,1.43903,282.8,1.0000,-32.2101,0.4722,-7.8052,139.949,ppo_car_spread_a_sampling
0.5000,-0.21808,0.8109,0.0000,1.34722,1.35064,1.49049,425.7,1.0000,-32.1913,0.4722,-7.8245,139.857,ppo_car_spread_a_sampling
0.5200,-0.14609,0.8109,0.0000,1.42551,1.42807,1.59905,425.7,1.0000,-32.1716,0.4722,-7.8452,139.775,ppo_car_spread_a_sampling
0.5400,-0.06726,0.8109,0.0000,1.50467,1.50636,1.67428,425.7,1.0000,-32.1512,0.4724,-7.8672,139.707,ppo_car_spread_a_sampling
0.5600,-0.01225,0.8109,0.0000,1.58339,1.58428,1.74586,425.7,1.0000,-32.1300,0.4725,-7.8908,139.656,ppo_car_spread_a_sampling
0.5800,0.06206,0.5355,0.0000,1.66161,1.66199,1.81678,281.1,1.0000,-32.1080,0.4727,-7.9157,139.622,ppo_car_spread_a_sampling
0.6000,0.07655,0.5355,0.0000,1.71389,1.71399,1.81228,281.1,1.0000,-32.0858,0.4729,-7.9418,139.609,ppo_car_spread_a_sampling
0.6200,0.07655,0.5355,0.0000,1.76490,1.76496,1.85840,281.1,1.0000,-32.0631,0.4730,-7.9688,139.610,ppo_car_spread_a_sampling
