t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,x,y,z,yaw_deg,source
0.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.03229,0.0,1.0000,-30.7642,0.5000,-9.2514,156.600,ppo_car_spread_a_sampling
0.0400,0.00000,0.0000,0.0000,0.00078,0.00079,0.00090,0.0,1.0000,-30.7642,0.5037,-9.2514,156.600,ppo_car_spread_a_sampling
0.0600,0.00000,0.0000,0.0000,0.00078,0.00079,0.00086,0.0,1.0000,-30.7642,0.5055,-9.2515,156.600,ppo_car_spread_a_sampling
0.0800,0.00000,0.0000,0.0000,0.00079,0.00079,0.00083,0.0,1.0000,-30.7642,0.5057,-9.2515,156.600,ppo_car_spread_a_sampling
0.1000,0.00000,0.0000,0.0000,0.00079,0.00079,0.00081,0.0,1.0000,-30.7642,0.5048,-9.2515,156.600,ppo_car_spread_a_sampling
0.1200,-0.23244,1.0000,0.0000,0.00079,0.00079,0.00080,525.0,1.0000,-30.7641,0.5030,-9.2515,156.600,ppo_car_spread_a_sampling
0.1400,-0.35811,1.0000,0.0000,0.09176,0.09185,0.32371,525.0,1.0000,-30.7633,0.5006,-9.2532,156.596,ppo_car_spread_a_sampling
0.1600,-0.29213,1.0000,0.0000,0.19197,0.19243,0.52372,525.0,1.0000,-30.7614,0.4978,-9.2568,156.582,ppo_car_spread_a_sampling
0.1800,-0.21699,1.0000,0.0000,0.28834,0.28884,0.50736,525.0,1.0000,-30.7587,0.4948,-9.2621,156.563,ppo_car_spread_a_sampling
0.2000,-0.13966,1.0000,0.0000,0.38604,0.38639,0.65392,525.0,1.0000,-30.7551,0.4918,-9.2692,156.546,ppo_car_spread_a_sampling
0.2200,-0.09865,1.0000,0.0000,0.47789,0.47799,0.70474,525.0,1.0000,-30.7508,0.4889,-9.2781,156.529,ppo_car_spread_a_sampling
0.2400,-0.17619,0.6758,0.0000,0.57722,0.57714,0.71340,354.8,1.0000,-30.7458,0.4861,-9.2888,156.514,ppo_car_spread_a_sampling
0.2600,-0.24670,0.6758,0.0000,0.64471,0.64474,0.70266,354.8,1.0000,-30.7402,0.4836,-9.3007,156.494,ppo_car_spread_a_sampling
0.2800,-0.33288,0.6758,0.0000,0.70845,0.70882,0.77988,354.8,1.0000,-30.7338,0.4813,-9.3137,156.465,ppo_car_spread_a_sampling
0.3000,-0.34742,0.6758,0.0000,0.77174,0.77280,0.85673,354.8,1.0000,-30.7266,0.4793,-9.3276,156.423,ppo_car_spread_a_sampling
0.3200,-0.27149,0.9493,0.0000,0.83562,0.83723,0.93150,498.4,1.0000,-30.7188,0.4776,-9.3426,156.370,ppo_car_spread_a_sampling
0.3400,-0.21927,0.9493,0.0000,0.92661,0.92813,1.05440,498.4,1.0000,-30.7102,0.4762,-9.3593,156.316,ppo_car_spread_a_sampling
0.3600,-0.12853,0.9493,0.0000,1.01855,1.01979,1.15301,498.4,1.0000,-30.7009,0.4750,-9.3776,156.265,ppo_car_spread_a_sampling
0.3800,-0.06715,0.9493,0.0000,1.11069,1.11137,1.24647,498.4,1.0000,-30.6910,0.4741,-9.3978,156.223,ppo_car_spread_a_sampling
0.4000,0.01932,1.0000,0.0000,1.20252,1.20279,1.33835,525.0,1.0000,-30.6807,0.4734,-9.4196,156.191,ppo_car_spread_a_sampling
0.4200,0.09525,1.0000,0.0000,1.29852,1.29849,1.43742,525.0,1.0000,-30.6699,0.4729,-9.4434,156.176,ppo_car_spread_a_sampling
