t,steering,throttle,brake,speed,speed_mag,motor_nm,headroom,x,y,z,yaw_deg,source
4.5400,0.00000,1.0000,0.0000,6.43788,6.43792,1050.0,1.0000,0.0000,0.4750,7.2459,0.000,unity
4.5600,0.00000,1.0000,0.0000,6.58926,6.58930,1050.0,1.0000,0.0000,0.4750,7.3778,0.000,unity
4.5800,0.00000,1.0000,0.0000,6.54816,6.54820,1050.0,1.0000,0.0000,0.4750,7.5087,0.000,unity
4.6000,0.00000,1.0000,0.0000,6.70623,6.70627,1050.0,1.0000,0.0000,0.4750,7.6428,0.000,unity
4.6200,0.00000,1.0000,0.0000,6.66438,6.66442,1050.0,1.0000,0.0000,0.4750,7.7761,0.000,unity
4.6400,0.00000,1.0000,0.0000,6.82194,6.82198,1050.0,1.0000,0.0000,0.4750,7.9126,0.000,unity
4.6600,0.00000,1.0000,0.0000,6.77796,6.77800,1050.0,1.0000,0.0000,0.4750,8.0481,0.000,unity
4.6800,0.00000,1.0000,0.0000,6.93758,6.93762,1050.0,1.0000,0.0000,0.4750,8.1869,0.000,unity
4.7000,0.00000,1.0000,0.0000,6.89185,6.89189,1050.0,1.0000,0.0000,0.4750,8.3246,0.000,unity
4.7200,0.00000,1.0000,0.0000,7.05296,7.05300,1050.0,1.0000,0.0000,0.4750,8.4658,0.000,unity
4.7400,0.00000,1.0000,0.0000,7.00570,7.00574,1050.0,1.0000,0.0000,0.4750,8.6058,0.000,unity
4.7600,0.00000,1.0000,0.0000,7.16813,7.16817,1050.0,1.0000,0.0000,0.4750,8.7492,0.000,unity
4.7800,0.00000,1.0000,0.0000,7.11973,7.11977,1050.0,1.0000,0.0000,0.4750,8.8916,0.000,unity
4.8000,0.00000,1.0000,0.0000,7.28317,7.28322,1050.0,1.0000,0.0000,0.4750,9.0373,0.000,unity
4.8200,0.00000,1.0000,0.0000,7.23416,7.23420,1050.0,1.0000,0.0000,0.4750,9.1819,0.000,unity
4.8400,0.00000,1.0000,0.0000,7.39823,7.39828,1050.0,1.0000,0.0000,0.4750,9.3299,0.000,unity
4.8600,0.00000,1.0000,0.0000,7.34920,7.34924,1050.0,1.0000,0.0000,0.4750,9.4768,0.000,unity
4.8800,0.00000,1.0000,0.0000,7.51346,7.51351,1050.0,1.0000,0.0000,0.4750,9.6272,0.000,unity
4.9000,0.00000,1.0000,0.0000,7.46499,7.46503,1050.0,1.0000,0.0000,0.4750,9.7764,0.000,unity
4.9200,0.00000,1.0000,0.0000,7.62897,7.62901,1050.0,1.0000,0.0000,0.4750,9.9291,0.000,unity
4.9400,0.00000,1.0000,0.0000,7.58136,7.58140,1050.0,1.0000,0.0000,0.4750,10.0806,0.000,unity
4.9600,0.00000,1.0000,0.0000,7.74467,7.74472,1050.0,1.0000,0.0000,0.4750,10.2356,0.000,unity
4.9800,0.00000,1.0000,0.0000,7.69806,7.69810,1050.0,1.0000,0.0000,0.4750,10.3895,0.000,unity
5.0000,0.00000,0.0000,0.0000,7.86048,7.86053,0.0,1.0000,0.0000,0.4750,10.5468,0.000,unity
5.0200,0.00000,0.0000,0.0000,7.81496,7.81500,0.0,1.0000,0.0000,0.4750,10.7030,0.000,unity
5.0400,0.00000,0.0000,0.0000,7.97632,7.97636,0.0,1.0000,0.0000,0.4750,10.8626,0.000,unity
5.0600,0.00000,0.0000,0.0000,7.93200,7.93204,0.0,1.0000,0.0000,0.4750,11.0212,0.000,unity
5.0800,0.00000,0.0000,0.0000,8.09215,8.09220,0.0,1.0000,0.0000,0.4750,11.1831,0.000,unity
5.1000,0.00000,0.0000,0.0000,8.04914,8.04919,0.0,1.0000,0.0000,0.4750,11.3440,0.000,unity
5.1200,0.00000,0.0000,0.0000,8.20796,8.20801,0.0,1.0000,0.0000,0.4750,11.5082,0.000,unity
5.1400,0.00000,0.0000,0.0000,8.16638,8.16643,0.0,1.0000,0.0000,0.4750,11.6715,0.000,unity
5.1600,0.00000,0.0000,0.0000,8.32373,8.32378,0.0,1.0000,0.0000,0.4750,11.8381,0.000,unity
5.1800,0.00000,0.0000,0.0000,8.28371,8.28376,0.0,1.0000,0.0000,0.4750,12.0037,0.000,unity
5.2000,0.00000,0.0000,0.0000,8.43945,8.43950,0.0,1.0000,0.0000,0.4750,12.1725,0.000,unity
5.2200,0.00000,0.0000,0.0000,8.40113,8.40118,0.0,1.0000,0.0000,0.4750,12.3405,0.000,unity
5.2400,0.00000,0.0000,0.0000,8.55510,8.55515,0.0,1.0000,0.0000,0.4750,12.5116,0.000,unity
5.2600,0.00000,0.0000,0.0000,8.51863,8.51868,0.0,1.0000,0.0000,0.4750,12.6820,0.000,unity
5.2800,0.00000,0.0000,0.0000,8.67067,8.67072,0.0,1.0000,0.0000,0.4750,12.8554,0.000,unity
5.3000,0.00000,0.0000,0.0000,8.63623,8.63628,0.0,1.0000,0.0000,0.4750,13.0281,0.000,unity
5.3200,0.00000,0.0000,0.0000,8.78615,8.78621,0.0,1.0000,0.0000,0.4750,13.2039,0.000,unity
5.3400,0.00000,0.0000,0.0000,8.75392,8.75398,0.0,1.0000,0.0000,0.4750,13.3789,0.000,unity
5.3600,0.00000,0.0000,0.0000,8.90154,8.90159,0.0,1.0000,0.0000,0.4750,13.5570,0.000,unity
5.3800,0.00000,0.0000,0.0000,8.87173,8.87178,0.0,1.0000,0.0000,0.4750,13.7344,0.000,unity
5.4000,0.00000,0.0000,0.0000,9.01681,9.01686,0.0,0.9831,0.0000,0.4750,13.9148,0.000,unity
5.4200,0.00000,0.0000,0.0000,8.98966,8.98971,0.0,1.0000,0.0000,0.4750,14.0945,0.000,unity
5.4400,0.00000,0.0000,0.0000,9.13195,9.13200,0.0,0.8680,0.0000,0.4750,14.2772,0.000,unity
5.4600,0.00000,0.0000,0.0000,9.10773,9.10779,0.0,0.8922,0.0000,0.4750,14.4593,0.000,unity
5.4800,0.00000,0.0000,0.0000,9.24694,9.24700,0.0,0.7530,0.0000,0.4750,14.6443,0.000,unity
5.5000,0.00000,0.0000,0.0000,9.22597,9.22603,0.0,0.7740,0.0000,0.4750,14.8288,0.000,unity
5.5200,0.00000,0.0000,0.0000,9.36177,9.36183,0.0,0.6382,0.0000,0.4750,15.0161,0.000,unity
5.5400,0.00000,0.0000,0.0000,9.34441,9.34446,0.0,0.6555,0.0000,0.4750,15.2029,0.000,unity
5.5600,0.00000,0.0000,0.0000,9.47640,9.47645,0.0,0.5235,0.0000,0.4750,15.3925,0.000,unity
5.5800,0.00000,0.0000,0.0000,9.46307,9.46313,0.0,0.5369,0.0000,0.4750,15.5817,0.000,unity
5.6000,0.00000,0.0000,0.0000,9.59078,9.59084,0.0,0.4092,0.0000,0.4750,15.7735,0.000,unity
5.6200,0.00000,0.0000,0.0000,9.58202,9.58208,0.0,0.4179,0.0000,0.4750,15.9651,0.000,unity
5.6400,0.00000,0.0000,0.0000,9.70488,9.70494,0.0,0.2951,0.0000,0.4750,16.1593,0.000,unity
5.6600,0.00000,0.0000,0.0000,9.70130,9.70136,0.0,0.2986,0.0000,0.4750,16.3533,0.000,unity
5.6800,0.00000,0.0000,0.0000,9.81863,9.81869,0.0,0.1813,0.0000,0.4750,16.5497,0.000,unity
5.7000,0.00000,0.0000,0.0000,9.82099,9.82104,0.0,0.1790,0.0000,0.4750,16.7461,0.000,unity
5.7200,0.00000,0.0000,0.0000,9.93195,9.93201,0.0,0.0680,0.0000,0.4750,16.9447,0.000,unity
5.7400,0.00000,0.0000,0.0000,9.94114,9.94120,0.0,0.0588,0.0000,0.4750,17.1435,0.000,unity
5.7600,0.00000,0.0000,0.0000,10.04475,10.04481,0.0,0.0000,0.0000,0.4750,17.3445,0.000,unity
5.7800,0.00000,0.0000,0.0000,10.06181,10.06186,0.0,0.0000,0.0000,0.4750,17.5457,0.000,unity
5.8000,0.00000,0.0000,0.0000,10.15700,10.15706,0.0,0.0000,0.0000,0.4750,17.7488,0.000,unity
5.8200,0.00000,0.0000,0.0000,10.18289,10.18295,0.0,0.0000,0.0000,0.4750,17.9525,0.000,unity
5.8400,0.00000,0.0000,0.0000,10.26882,10.26888,0.0,0.0000,0.0000,0.4750,18.1579,0.000,unity
5.8600,0.00000,0.0000,0.0000,10.30407,10.30413,0.0,0.0000,0.0000,0.4750,18.3639,0.000,unity
5.8800,0.00000,0.0000,0.0000,10.38061,10.38067,0.0,0.0000,0.0000,0.4750,18.5716,0.000,unity
5.9000,0.00000,0.0000,0.0000,10.42466,10.42473,0.0,0.0000,0.0000,0.4750,18.7800,0.000,unity
5.9200,0.00000,0.0000,0.0000,10.49309,10.49316,0.0,0.0000,0.0000,0.4750,18.9899,0.000,unity
5.9400,0.00000,0.0000,0.0000,10.54395,10.54401,0.0,0.0000,0.0000,0.4750,19.2008,0.000,unity
5.9600,0.00000,0.0000,0.0000,10.60684,10.60690,0.0,0.0000,0.0000,0.4750,19.4129,0.000,unity
5.9800,0.00000,0.0000,0.0000,10.66194,10.66201,0.0,0.0000,0.0000,0.4750,19.6262,0.000,unity
6.0000,0.00000,0.0000,0.0000,10.72296,10.72303,0.0,0.0000,0.0000,0.4750,19.8406,0.000,unity
6.0200,0.00000,0.0000,0.0000,10.78274,10.78280,0.0,0.0000,0.0000,0.4750,20.0563,0.000,unity
6.0400,0.00000,0.0000,0.0000,10.84786,10.84792,0.0,0.0000,0.0000,0.4750,20.2733,0.000,unity
6.0600,0.00000,0.0000,0.0000,10.91778,10.91784,0.0,0.0000,0.0000,0.4750,20.4916,0.000,unity
6.0800,0.00000,0.0000,0.0000,10.99856,10.99863,0.0,0.0000,0.0000,0.4750,20.7116,0.000,unity
6.1000,0.00000,0.0000,0.0000,11.09639,11.09646,0.0,0.0000,0.0000,0.4750,20.9336,0.000,unity
6.1200,0.00000,0.0000,0.0000,11.21462,11.21470,0.0,0.0000,0.0000,0.4750,21.1581,0.000,unity
6.1400,0.00000,0.0000,0.0000,11.21461,11.21469,0.0,0.0000,0.0000,0.4750,21.3824,0.000,unity
6.1600,0.00000,0.0000,0.0000,11.21180,11.21189,0.0,0.0000,0.0000,0.4750,21.6066,0.000,unity
6.1800,0.00000,0.0000,0.0000,11.21145,11.21153,0.0,0.0000,0.0000,0.4750,21.8307,0.000,unity
6.2000,0.00000,0.0000,0.0000,11.20925,11.20931,0.0,0.0000,0.0000,0.4750,22.0547,0.000,unity
6.2200,0.00000,0.0000,0.0000,11.20831,11.20837,0.0,0.0000,0.0000,0.4750,22.2787,0.000,unity
6.2400,0.00000,0.0000,0.0000,11.20653,11.20658,0.0,0.0000,0.0000,0.4750,22.5026,0.000,unity
6.2600,0.00000,0.0000,0.0000,11.20528,11.20532,0.0,0.0000,0.0000,0.4750,22.7265,0.000,unity
6.2800,0.00000,0.0000,0.0000,11.20370,11.20372,0.0,0.0000,0.0000,0.4750,22.9504,0.000,unity
6.3000,0.00000,0.0000,0.0000,11.20231,11.20233,0.0,0.0000,0.0000,0.4750,23.1742,0.000,unity
6.3200,0.00000,0.0000,0.0000,11.20080,11.20081,0.0,0.0000,0.0000,0.4750,23.3980,0.000,unity
6.3400,0.00000,0.0000,0.0000,11.19936,11.19936,0.0,0.0000,0.0000,0.4750,23.6218,0.000,unity
6.3600,0.00000,0.0000,0.0000,11.19787,11.19787,0.0,0.0000,0.0000,0.4750,23.8455,0.000,unity
6.3800,0.00000,0.0000,0.0000,11.19640,11.19640,0.0,0.0000,0.0000,0.4750,24.0693,0.000,unity
6.4000,0.00000,0.0000,0.0000,11.19492,11.19492,0.0,0.0000,0.0000,0.4750,24.2931,0.000,unity
6.4200,0.00000,0.0000,0.0000,11.19345,11.19345,0.0,0.0000,0.0000,0.4750,24.5168,0.000,unity
6.4400,0.00000,0.0000,0.0000,11.19197,11.19197,0.0,0.0000,0.0000,0.4750,24.7405,0.000,unity
6.4600,0.00000,0.0000,0.0000,11.19049,11.19049,0.0,0.0000,0.0000,0.4750,24.9643,0.000,unity
6.4800,0.00000,0.0000,0.0000,11.18901,11.18902,0.0,0.0000,0.0000,0.4750,25.1880,0.000,unity
6.5000,0.00000,0.0000,0.0000,11.18754,11.18754,0.0,0.0000,0.0000,0.4750,25.4117,0.000,unity
6.5200,0.00000,0.0000,0.0000,11.18606,11.18606,0.0,0.0000,0.0000,0.4750,25.6354,0.000,unity
6.5400,0.00000,0.0000,0.0000,11.18459,11.18459,0.0,0.0000,0.0000,0.4750,25.8591,0.000,unity
6.5600,0.00000,0.0000,0.0000,11.18311,11.18312,0.0,0.0000,0.0000,0.4750,26.0827,0.000,unity
6.5800,0.00000,0.0000,0.0000,11.18164,11.18164,0.0,0.0000,0.0000,0.4750,26.3064,0.000,unity
6.6000,0.00000,0.0000,0.0000,11.18017,11.18017,0.0,0.0000,0.0000,0.4750,26.5300,0.000,unity
6.6200,0.00000,0.0000,1.0000,11.17870,11.17870,0.0,0.0000,0.0000,0.4750,26.7536,0.000,unity
6.6400,0.00000,0.0000,1.0000,11.17724,11.17725,0.0,0.0000,0.0000,0.4750,26.9772,0.000,unity
6.6600,0.00000,0.0000,1.0000,11.01483,11.01483,0.0,0.0000,0.0000,0.4750,27.1973,0.000,unity
6.6800,0.00000,0.0000,1.0000,10.90012,10.90012,0.0,0.0000,0.0000,0.4750,27.4151,0.000,unity
6.7000,0.00000,0.0000,1.0000,10.78541,10.78542,0.0,0.0000,0.0000,0.4750,27.6305,0.000,unity
6.7200,0.00000,0.0000,1.0000,10.67069,10.67072,0.0,0.0000,0.0000,0.4750,27.8436,0.000,unity
6.7400,0.00000,0.0000,1.0000,10.55597,10.55601,0.0,0.0000,0.0000,0.4750,28.0544,0.000,unity
6.7600,0.00000,0.0000,1.0000,10.44125,10.44131,0.0,0.0000,0.0000,0.4750,28.2628,0.000,unity
6.7800,0.00000,0.0000,1.0000,10.32652,10.32660,0.0,0.0000,0.0000,0.4750,28.4690,0.000,unity
6.8000,0.00000,0.0000,1.0000,10.21179,10.21190,0.0,0.0000,0.0000,0.4750,28.6729,0.000,unity
6.8200,0.00000,0.0000,1.0000,10.09706,10.09719,0.0,0.0000,0.0000,0.4750,28.8745,0.000,unity
6.8400,0.00000,0.0000,1.0000,9.98233,9.98249,0.0,0.0175,0.0000,0.4750,29.0738,0.000,unity
6.8600,0.00000,0.0000,1.0000,9.86760,9.86778,0.0,0.1322,0.0000,0.4750,29.2709,0.000,unity
6.8800,0.00000,0.0000,1.0000,9.75288,9.75308,0.0,0.2469,0.0000,0.4750,29.4657,0.000,unity
6.9000,0.00000,0.0000,1.0000,9.63815,9.63838,0.0,0.3616,0.0000,0.4750,29.6583,0.000,unity
6.9200,0.00000,0.0000,1.0000,9.52343,9.52367,0.0,0.4763,0.0000,0.4750,29.8486,0.000,unity
6.9400,0.00000,0.0000,1.0000,9.40872,9.40897,0.0,0.5910,0.0000,0.4750,30.0366,0.000,unity
6.9600,0.00000,0.0000,1.0000,9.29400,9.29427,0.0,0.7057,0.0000,0.4750,30.2224,0.000,unity
6.9800,0.00000,0.0000,1.0000,9.17929,9.17956,0.0,0.8204,0.0000,0.4750,30.4059,0.000,unity
7.0000,0.00000,0.0000,0.0000,9.06459,9.06486,0.0,0.9351,0.0000,0.4750,30.5872,0.000,unity
7.0200,0.00000,0.0000,0.0000,8.94989,8.95016,0.0,1.0000,0.0000,0.4750,30.7661,0.000,unity
7.0400,0.00000,0.0000,0.0000,8.78338,8.78366,0.0,1.0000,0.0000,0.4750,30.9417,0.000,unity
7.0600,0.00000,0.0000,0.0000,8.75593,8.75620,0.0,1.0000,0.0000,0.4750,31.1169,0.000,unity
7.0800,0.00000,0.0000,0.0000,8.76630,8.76655,0.0,1.0000,0.0000,0.4750,31.2924,0.000,unity
7.1000,0.00000,0.0000,0.0000,8.76683,8.76705,0.0,1.0000,0.0000,0.4750,31.4681,0.000,unity
7.1200,0.00000,0.0000,0.0000,8.74346,8.74364,0.0,1.0000,0.0000,0.4750,31.6433,0.000,unity
7.1400,0.00000,0.0000,0.0000,8.76783,8.76797,0.0,1.0000,0.0000,0.4750,31.8191,0.000,unity
7.1600,0.00000,0.0000,0.0000,8.73989,8.74001,0.0,1.0000,0.0000,0.4750,31.9943,0.000,unity
7.1800,0.00000,0.0000,0.0000,8.75474,8.75482,0.0,1.0000,0.0000,0.4750,32.1698,0.000,unity
7.2000,0.00000,0.0000,0.0000,8.74585,8.74591,0.0,1.0000,0.0000,0.4750,32.3452,0.000,unity
7.2200,0.00000,0.0000,0.0000,8.74437,8.74441,0.0,1.0000,0.0000,0.4750,32.5205,0.000,unity
7.2400,0.00000,0.0000,0.0000,8.74832,8.74834,0.0,1.0000,0.0000,0.4750,32.6959,0.000,unity
7.2600,0.00000,0.0000,0.0000,8.73784,8.73785,0.0,1.0000,0.0000,0.4750,32.8710,0.000,unity
7.2800,0.00000,0.0000,0.0000,8.74859,8.74859,0.0,1.0000,0.0000,0.4750,33.0463,0.000,unity
7.3000,0.00000,0.0000,0.0000,8.73354,8.73354,0.0,1.0000,0.0000,0.4750,33.2212,0.000,unity
7.3200,0.00000,0.0000,0.0000,8.74739,8.74739,0.0,1.0000,0.0000,0.4750,33.3964,0.000,unity
7.3400,0.00000,0.0000,0.0000,8.73063,8.73063,0.0,1.0000,0.0000,0.4750,33.5712,0.000,unity
7.3600,0.00000,0.0000,0.0000,8.74502,8.74502,0.0,1.0000,0.0000,0.4750,33.7463,0.000,unity
7.3800,0.00000,0.0000,0.0000,8.72872,8.72873,0.0,1.0000,0.0000,0.4750,33.9210,0.000,unity
7.4000,0.00000,0.0000,0.0000,8.74179,8.74179,0.0,1.0000,0.0000,0.4750,34.0960,0.000,unity
7.4200,0.00000,0.0000,0.0000,8.72747,8.72747,0.0,1.0000,0.0000,0.4750,34.2706,0.000,unity
7.4400,0.00000,0.0000,0.0000,8.73803,8.73803,0.0,1.0000,0.0000,0.4750,34.4454,0.000,unity
7.4600,0.00000,0.0000,0.0000,8.72653,8.72654,0.0,1.0000,0.0000,0.4750,34.6199,0.000,unity
7.4800,0.00000,0.0000,0.0000,8.73406,8.73406,0.0,1.0000,0.0000,0.4750,34.7946,0.000,unity
7.5000,0.00000,0.0000,0.0000,8.72565,8.72566,0.0,1.0000,0.0000,0.4750,34.9691,0.000,unity
7.5200,0.00000,0.0000,0.0000,8.73012,8.73013,0.0,1.0000,0.0000,0.4750,35.1436,0.000,unity
7.5400,0.00000,0.0000,0.0000,8.72464,8.72464,0.0,1.0000,0.0000,0.4750,35.3181,0.000,unity
7.5600,0.00000,0.0000,0.0000,8.72640,8.72640,0.0,1.0000,0.0000,0.4750,35.4925,0.000,unity
7.5800,0.00000,0.0000,0.0000,8.72339,8.72339,0.0,1.0000,0.0000,0.4750,35.6669,0.000,unity
7.6000,0.00000,0.0000,0.0000,8.72294,8.72294,0.0,1.0000,0.0000,0.4750,35.8413,0.000,unity
7.6200,0.00000,0.0000,0.0000,8.72185,8.72185,0.0,1.0000,0.0000,0.4750,36.0157,0.000,unity
7.6400,0.00000,0.0000,0.0000,8.71977,8.71977,0.0,1.0000,0.0000,0.4750,36.1900,0.000,unity
7.6600,0.00000,0.0000,0.0000,8.72002,8.72002,0.0,1.0000,0.0000,0.4750,36.3644,0.000,unity
7.6800,0.00000,0.0000,0.0000,8.71688,8.71688,0.0,1.0000,0.0000,0.4750,36.5387,0.000,unity
7.7000,0.00000,0.0000,0.0000,8.71794,8.71794,0.0,1.0000,0.0000,0.4750,36.7130,0.000,unity
7.7200,0.00000,0.0000,0.0000,8.71422,8.71422,0.0,1.0000,0.0000,0.4750,36.8872,0.000,unity
7.7400,0.00000,0.0000,0.0000,8.71564,8.71564,0.0,1.0000,0.0000,0.4750,37.0615,0.000,unity
7.7600,0.00000,0.0000,0.0000,8.71174,8.71174,0.0,1.0000,0.0000,0.4750,37.2357,0.000,unity
7.7800,0.00000,0.0000,0.0000,8.71319,8.71319,0.0,1.0000,0.0000,0.4750,37.4100,0.000,unity
7.8000,0.00000,0.0000,0.0000,8.70939,8.70939,0.0,1.0000,0.0000,0.4750,37.5841,0.000,unity
7.8200,0.00000,0.0000,0.0000,8.71062,8.71062,0.0,1.0000,0.0000,0.4750,37.7583,0.000,unity
7.8400,0.00000,0.0000,0.0000,8.70712,8.70712,0.0,1.0000,0.0000,0.4750,37.9325,0.000,unity
7.8600,0.00000,0.0000,0.0000,8.70800,8.70800,0.0,1.0000,0.0000,0.4750,38.1066,0.000,unity
7.8800,0.00000,0.0000,0.0000,8.70489,8.70489,0.0,1.0000,0.0000,0.4750,38.2807,0.000,unity
7.9000,0.00000,0.0000,0.0000,8.70535,8.70535,0.0,1.0000,0.0000,0.4750,38.4548,0.000,unity
7.9200,0.00000,0.0000,0.0000,8.70266,8.70266,0.0,1.0000,0.0000,0.4750,38.6289,0.000,unity
7.9400,0.00000,0.0000,0.0000,8.70272,8.70272,0.0,1.0000,0.0000,0.4750,38.8030,0.000,unity
7.9600,0.00000,0.0000,0.0000,8.70042,8.70042,0.0,1.0000,0.0000,0.4750,38.9770,0.000,unity
7.9800,0.00000,0.0000,0.0000,8.70012,8.70012,0.0,1.0000,0.0000,0.4750,39.1510,0.000,unity
8.0000,0.00000,0.0000,0.0000,8.69815,8.69815,0.0,1.0000,0.0000,0.4750,39.3250,0.000,unity
8.0200,0.00000,0.0000,0.0000,8.69755,8.69755,0.0,1.0000,0.0000,0.4750,39.4989,0.000,unity
8.0400,0.00000,0.0000,0.0000,8.69584,8.69584,0.0,1.0000,0.0000,0.4750,39.6728,0.000,unity
8.0600,0.00000,0.0000,0.0000,8.69502,8.69502,0.0,1.0000,0.0000,0.4750,39.8467,0.000,unity
8.0800,0.00000,0.0000,0.0000,8.69349,8.69349,0.0,1.0000,0.0000,0.4750,40.0206,0.000,unity
8.1000,0.00000,0.0000,0.0000,8.69254,8.69254,0.0,1.0000,0.0000,0.4750,40.1945,0.000,unity
8.1200,0.00000,0.0000,0.0000,8.69111,8.69111,0.0,1.0000,0.0000,0.4750,40.3683,0.000,unity
8.1400,0.00000,0.0000,0.0000,8.69008,8.69008,0.0,1.0000,0.0000,0.4750,40.5421,0.000,unity
8.1600,0.00000,0.0000,0.0000,8.68870,8.68870,0.0,1.0000,0.0000,0.4750,40.7159,0.000,unity
8.1800,0.00000,0.0000,0.0000,8.68765,8.68765,0.0,1.0000,0.0000,0.4750,40.8896,0.000,unity
8.2000,0.00000,0.0000,0.0000,8.68627,8.68627,0.0,1.0000,0.0000,0.4750,41.0634,0.000,unity
8.2200,0.00000,0.0000,1.0000,8.68524,8.68524,0.0,1.0000,0.0000,0.4750,41.2371,0.000,unity
8.2400,0.00000,0.0000,1.0000,8.68406,8.68406,0.0,1.0000,0.0000,0.4750,41.4108,0.000,unity
8.2600,0.00000,0.0000,1.0000,8.51224,8.51224,0.0,1.0000,0.0000,0.4750,41.5808,0.000,unity
8.2800,0.00000,0.0000,1.0000,8.33934,8.33935,0.0,1.0000,0.0000,0.4750,41.7473,0.000,unity
8.3000,0.00000,0.0000,1.0000,8.16472,8.16473,0.0,1.0000,0.0000,0.4750,41.9102,0.000,unity
8.3200,0.00000,0.0000,1.0000,7.98908,7.98910,0.0,1.0000,0.0000,0.4750,42.0694,0.000,unity
8.3400,0.00000,0.0000,1.0000,7.81844,7.81848,0.0,1.0000,0.0000,0.4750,42.2252,0.000,unity
8.3600,0.00000,0.0000,1.0000,7.65177,7.65184,0.0,1.0000,0.0000,0.4750,42.3777,0.000,unity
8.3800,0.00000,0.0000,1.0000,7.48441,7.48451,0.0,1.0000,0.0000,0.4750,42.5268,0.000,unity
8.4000,0.00000,0.0000,1.0000,7.31943,7.31958,0.0,1.0000,0.0000,0.4750,42.6726,0.000,unity
8.4200,0.00000,0.0000,1.0000,7.15344,7.15362,0.0,1.0000,0.0000,0.4750,42.8152,0.000,unity
8.4400,0.00000,0.0000,1.0000,6.98993,6.99015,0.0,1.0000,0.0000,0.4750,42.9545,0.000,unity
8.4600,0.00000,0.0000,1.0000,6.82413,6.82439,0.0,1.0000,0.0000,0.4750,43.0906,0.000,unity
8.4800,0.00000,0.0000,0.0000,6.66229,6.66258,0.0,1.0000,0.0000,0.4750,43.2235,0.000,unity
8.5000,0.00000,0.0000,0.0000,6.49387,6.49418,0.0,1.0000,0.0000,0.4750,43.3530,0.000,unity
8.5200,0.00000,0.0000,0.0000,6.54242,6.54274,0.0,1.0000,0.0000,0.4750,43.4838,0.000,unity
8.5400,0.00000,0.0000,0.0000,6.46169,6.46200,0.0,1.0000,0.0000,0.4750,43.6131,0.000,unity
8.5600,0.00000,0.0000,0.0000,6.50751,6.50779,0.0,1.0000,0.0000,0.4750,43.7435,0.000,unity
8.5800,0.00000,0.0000,0.0000,6.48245,6.48270,0.0,1.0000,0.0000,0.4750,43.8735,0.000,unity
8.6000,0.00000,0.0000,0.0000,6.49658,6.49679,0.0,1.0000,0.0000,0.4750,44.0039,0.000,unity
8.6200,0.00000,0.0000,0.0000,6.48634,6.48651,0.0,1.0000,0.0000,0.4750,44.1341,0.000,unity
8.6400,0.00000,0.0000,0.0000,6.49355,6.49368,0.0,1.0000,0.0000,0.4750,44.2646,0.000,unity
8.6600,0.00000,0.0000,0.0000,6.49064,6.49073,0.0,1.0000,0.0000,0.4750,44.3949,0.000,unity
8.6800,0.00000,0.0000,0.0000,6.49401,6.49408,0.0,1.0000,0.0000,0.4750,44.5254,0.000,unity
8.7000,0.00000,0.0000,1.0000,6.49520,6.49524,0.0,1.0000,0.0000,0.4750,44.6558,0.000,unity
8.7200,0.00000,0.0000,1.0000,6.49768,6.49771,0.0,1.0000,0.0000,0.4750,44.7863,0.000,unity
8.7400,0.00000,0.0000,1.0000,6.34509,6.34510,0.0,1.0000,0.0000,0.4750,44.9135,0.000,unity
8.7600,0.00000,0.0000,1.0000,6.22676,6.22677,0.0,1.0000,0.0000,0.4750,45.0382,0.000,unity
8.7800,0.00000,0.0000,1.0000,6.11205,6.11206,0.0,1.0000,0.0000,0.4750,45.1605,0.000,unity
8.8000,0.00000,0.0000,1.0000,5.99734,5.99735,0.0,1.0000,0.0000,0.4750,45.2804,0.000,unity
8.8200,0.00000,0.0000,1.0000,5.88264,5.88265,0.0,1.0000,0.0000,0.4750,45.3979,0.000,unity
8.8400,0.00000,0.0000,1.0000,5.76792,5.76794,0.0,1.0000,0.0000,0.4750,45.5131,0.000,unity
8.8600,0.00000,0.0000,1.0000,5.65321,5.65323,0.0,1.0000,0.0000,0.4750,45.6259,0.000,unity
8.8800,0.00000,0.0000,1.0000,5.53850,5.53853,0.0,1.0000,0.0000,0.4750,45.7364,0.000,unity
8.9000,0.00000,0.0000,1.0000,5.42379,5.42382,0.0,1.0000,0.0000,0.4750,45.8446,0.000,unity
8.9200,0.00000,0.0000,1.0000,5.30907,5.30912,0.0,1.0000,0.0000,0.4750,45.9505,0.000,unity
8.9400,0.00000,0.0000,1.0000,5.19436,5.19441,0.0,1.0000,0.0000,0.4750,46.0541,0.000,unity
8.9600,0.00000,0.0000,1.0000,5.07964,5.07971,0.0,1.0000,0.0000,0.4750,46.1554,0.000,unity
8.9800,0.00000,0.0000,1.0000,4.96493,4.96500,0.0,1.0000,0.0000,0.4750,46.2545,0.000,unity
9.0000,0.00000,0.0000,1.0000,4.86038,4.86060,0.0,1.0000,0.0000,0.4745,46.3515,0.000,unity
9.0200,0.00000,0.0000,1.0000,4.74351,4.74371,0.0,1.0000,0.0000,0.4742,46.4462,0.000,unity
9.0400,0.00000,0.0000,1.0000,4.62687,4.62706,0.0,1.0000,0.0000,0.4739,46.5386,0.000,unity
9.0600,0.00000,0.0000,0.0000,4.51048,4.51064,0.0,1.0000,0.0000,0.4737,46.6286,0.000,unity
9.0800,0.00000,0.0000,0.0000,4.37021,4.37036,0.0,1.0000,0.0000,0.4736,46.7159,0.000,unity
