t,steering,throttle,brake,speed,speed_mag,motor_nm,headroom,x,y,z,yaw_deg,source
1.1800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.2000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.2200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.2400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.2600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.2800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.3000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.3200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.3400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.3600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.3800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.4000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.4200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.4400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.4600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.4800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.5000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.5200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.5400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.5600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.5800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.6000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.6200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.6400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.6600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.6800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.7000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.7200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.7400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.7600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.7800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.8000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.8200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.8400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.8600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.8800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.9000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.9200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.9400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.9600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
1.9800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.0000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.0200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.0400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.0600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.0800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.1000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.1200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.1400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.1600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.1800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.2000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.2200,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.2400,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.2600,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.2800,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.3000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.3200,0.00000,1.0000,0.0000,0.00000,0.00000,1050.0,1.0000,0.0000,0.4742,0.0000,0.000,unity
2.3400,0.00000,1.0000,0.0000,0.03931,0.03931,1050.0,1.0000,0.0000,0.4742,0.0008,0.000,unity
2.3600,0.00000,1.0000,0.0000,0.09631,0.09631,1050.0,1.0000,0.0000,0.4742,0.0028,0.000,unity
2.3800,0.00000,1.0000,0.0000,0.15366,0.15366,1050.0,1.0000,0.0000,0.4742,0.0060,0.000,unity
2.4000,0.00000,1.0000,0.0000,0.21135,0.21135,1050.0,1.0000,0.0000,0.4742,0.0104,0.000,unity
2.4200,0.00000,1.0000,0.0000,0.26935,0.26935,1050.0,1.0000,0.0000,0.4742,0.0160,0.000,unity
2.4400,0.00000,1.0000,0.0000,0.32762,0.32762,1050.0,1.0000,0.0000,0.4742,0.0227,0.000,unity
2.4600,0.00000,1.0000,0.0000,0.38613,0.38613,1050.0,1.0000,0.0000,0.4742,0.0306,0.000,unity
2.4800,0.00000,1.0000,0.0000,0.44486,0.44486,1050.0,1.0000,0.0000,0.4742,0.0397,0.000,unity
2.5000,0.00000,1.0000,0.0000,0.50376,0.50376,1050.0,1.0000,0.0000,0.4742,0.0499,0.000,unity
2.5200,0.00000,1.0000,0.0000,0.56281,0.56281,1050.0,1.0000,0.0000,0.4742,0.0613,0.000,unity
2.5400,0.00000,1.0000,0.0000,0.62197,0.62197,1050.0,1.0000,0.0000,0.4742,0.0739,0.000,unity
2.5600,0.00000,1.0000,0.0000,0.68120,0.68121,1050.0,1.0000,0.0000,0.4742,0.0877,0.000,unity
2.5800,0.00000,1.0000,0.0000,0.74050,0.74050,1050.0,1.0000,0.0000,0.4742,0.1027,0.000,unity
2.6000,0.00000,1.0000,0.0000,0.79983,0.79983,1050.0,1.0000,0.0000,0.4742,0.1188,0.000,unity
2.6200,0.00000,1.0000,0.0000,0.85916,0.85917,1050.0,1.0000,0.0000,0.4742,0.1361,0.000,unity
2.6400,0.00000,1.0000,0.0000,0.91849,0.91849,1050.0,1.0000,0.0000,0.4742,0.1545,0.000,unity
2.6600,0.00000,1.0000,0.0000,0.97779,0.97780,1050.0,1.0000,0.0000,0.4742,0.1741,0.000,unity
2.6800,0.00000,1.0000,0.0000,1.03706,1.03706,1050.0,1.0000,0.0000,0.4742,0.1949,0.000,unity
2.7000,0.00000,1.0000,0.0000,1.09628,1.09628,1050.0,1.0000,0.0000,0.4742,0.2169,0.000,unity
2.7200,0.00000,1.0000,0.0000,1.15544,1.15545,1050.0,1.0000,0.0000,0.4742,0.2400,0.000,unity
2.7400,0.00000,1.0000,0.0000,1.21455,1.21456,1050.0,1.0000,0.0000,0.4742,0.2643,0.000,unity
2.7600,0.00000,1.0000,0.0000,1.27360,1.27361,1050.0,1.0000,0.0000,0.4742,0.2898,0.000,unity
2.7800,0.00000,1.0000,0.0000,1.33258,1.33259,1050.0,1.0000,0.0000,0.4742,0.3165,0.000,unity
2.8000,0.00000,1.0000,0.0000,1.39151,1.39152,1050.0,1.0000,0.0000,0.4742,0.3443,0.000,unity
2.8200,0.00000,1.0000,0.0000,1.45037,1.45038,1050.0,1.0000,0.0000,0.4742,0.3733,0.000,unity
2.8400,0.00000,1.0000,0.0000,1.50918,1.50919,1050.0,1.0000,0.0000,0.4742,0.4034,0.000,unity
2.8600,0.00000,1.0000,0.0000,1.56793,1.56795,1050.0,1.0000,0.0000,0.4742,0.4348,0.000,unity
2.8800,0.00000,1.0000,0.0000,1.62664,1.62665,1050.0,1.0000,0.0000,0.4742,0.4673,0.000,unity
2.9000,0.00000,1.0000,0.0000,1.68531,1.68532,1050.0,1.0000,0.0000,0.4742,0.5010,0.000,unity
2.9200,0.00000,1.0000,0.0000,1.74393,1.74394,1050.0,1.0000,0.0000,0.4742,0.5358,0.000,unity
2.9400,0.00000,1.0000,0.0000,1.80252,1.80254,1050.0,1.0000,0.0000,0.4742,0.5718,0.000,unity
2.9600,0.00000,1.0000,0.0000,1.86109,1.86110,1050.0,1.0000,0.0000,0.4742,0.6090,0.000,unity
2.9800,0.00000,1.0000,0.0000,1.91963,1.91964,1050.0,1.0000,0.0000,0.4742,0.6474,0.000,unity
3.0000,0.00000,1.0000,0.0000,1.97815,1.97817,1050.0,1.0000,0.0000,0.4742,0.6869,0.000,unity
3.0200,0.00000,1.0000,0.0000,2.03666,2.03667,1050.0,1.0000,0.0000,0.4742,0.7277,0.000,unity
3.0400,0.00000,1.0000,0.0000,2.09516,2.09517,1050.0,1.0000,0.0000,0.4742,0.7695,0.000,unity
3.0600,0.00000,1.0000,0.0000,2.15365,2.15366,1050.0,1.0000,0.0000,0.4742,0.8126,0.000,unity
3.0800,0.00000,1.0000,0.0000,2.21214,2.21215,1050.0,1.0000,0.0000,0.4742,0.8568,0.000,unity
3.1000,0.00000,1.0000,0.0000,2.27062,2.27063,1050.0,1.0000,0.0000,0.4742,0.9022,0.000,unity
3.1200,0.00000,1.0000,0.0000,2.32910,2.32912,1050.0,1.0000,0.0000,0.4742,0.9488,0.000,unity
3.1400,0.00000,1.0000,0.0000,2.38759,2.38760,1050.0,1.0000,0.0000,0.4742,0.9965,0.000,unity
3.1600,0.00000,1.0000,0.0000,2.44608,2.44609,1050.0,1.0000,0.0000,0.4742,1.0455,0.000,unity
3.1800,0.00000,1.0000,0.0000,2.50457,2.50459,1050.0,1.0000,0.0000,0.4742,1.0955,0.000,unity
3.2000,0.00000,1.0000,0.0000,2.56307,2.56308,1050.0,1.0000,0.0000,0.4742,1.1468,0.000,unity
3.2200,0.00000,1.0000,0.0000,2.62157,2.62159,1050.0,1.0000,0.0000,0.4742,1.1992,0.000,unity
3.2400,0.00000,1.0000,0.0000,2.68008,2.68009,1050.0,1.0000,0.0000,0.4742,1.2528,0.000,unity
3.2600,0.00000,1.0000,0.0000,2.73859,2.73860,1050.0,1.0000,0.0000,0.4742,1.3076,0.000,unity
3.2800,0.00000,1.0000,0.0000,2.79710,2.79712,1050.0,1.0000,0.0000,0.4742,1.3636,0.000,unity
3.3000,0.00000,1.0000,0.0000,2.85562,2.85564,1050.0,1.0000,0.0000,0.4742,1.4207,0.000,unity
3.3200,0.00000,1.0000,0.0000,2.91414,2.91416,1050.0,1.0000,0.0000,0.4742,1.4790,0.000,unity
3.3400,0.00000,1.0000,0.0000,2.97267,2.97268,1050.0,1.0000,0.0000,0.4742,1.5384,0.000,unity
3.3600,0.00000,1.0000,0.0000,3.03119,3.03121,1050.0,1.0000,0.0000,0.4742,1.5991,0.000,unity
3.3800,0.00000,1.0000,0.0000,3.08972,3.08973,1050.0,1.0000,0.0000,0.4742,1.6609,0.000,unity
3.4000,0.00000,1.0000,0.0000,3.14824,3.14826,1050.0,1.0000,0.0000,0.4742,1.7238,0.000,unity
3.4200,0.00000,1.0000,0.0000,3.20676,3.20678,1050.0,1.0000,0.0000,0.4742,1.7880,0.000,unity
3.4400,0.00000,1.0000,0.0000,3.26529,3.26531,1050.0,1.0000,0.0000,0.4742,1.8533,0.000,unity
3.4600,0.00000,1.0000,0.0000,3.32381,3.32383,1050.0,1.0000,0.0000,0.4742,1.9197,0.000,unity
3.4800,0.00000,1.0000,0.0000,3.38232,3.38234,1050.0,1.0000,0.0000,0.4742,1.9874,0.000,unity
3.5000,0.00000,1.0000,0.0000,3.44084,3.44086,1050.0,1.0000,0.0000,0.4742,2.0562,0.000,unity
3.5200,0.00000,1.0000,0.0000,3.49935,3.49937,1050.0,1.0000,0.0000,0.4742,2.1262,0.000,unity
3.5400,0.00000,1.0000,0.0000,3.55785,3.55787,1050.0,1.0000,0.0000,0.4742,2.1974,0.000,unity
3.5600,0.00000,1.0000,0.0000,3.61635,3.61638,1050.0,1.0000,0.0000,0.4742,2.2697,0.000,unity
3.5800,0.00000,1.0000,0.0000,3.67485,3.67487,1050.0,1.0000,0.0000,0.4742,2.3432,0.000,unity
3.6000,0.00000,1.0000,0.0000,3.73334,3.73336,1050.0,1.0000,0.0000,0.4742,2.4179,0.000,unity
3.6200,0.00000,1.0000,0.0000,3.79183,3.79185,1050.0,1.0000,0.0000,0.4742,2.4937,0.000,unity
3.6400,0.00000,1.0000,0.0000,3.85031,3.85033,1050.0,1.0000,0.0000,0.4742,2.5707,0.000,unity
3.6600,0.00000,1.0000,0.0000,3.90878,3.90881,1050.0,1.0000,0.0000,0.4742,2.6489,0.000,unity
3.6800,0.00000,1.0000,0.0000,3.96725,3.96728,1050.0,1.0000,0.0000,0.4742,2.7282,0.000,unity
3.7000,0.00000,1.0000,0.0000,4.02572,4.02574,1050.0,1.0000,0.0000,0.4742,2.8087,0.000,unity
3.7200,0.00000,1.0000,0.0000,4.08418,4.08421,1050.0,1.0000,0.0000,0.4742,2.8904,0.000,unity
3.7400,0.00000,1.0000,0.0000,4.14264,4.14267,1050.0,1.0000,0.0000,0.4742,2.9733,0.000,unity
3.7600,0.00000,1.0000,0.0000,4.20109,4.20112,1050.0,1.0000,0.0000,0.4742,3.0573,0.000,unity
3.7800,0.00000,1.0000,0.0000,4.25954,4.25957,1050.0,1.0000,0.0000,0.4742,3.1425,0.000,unity
3.8000,0.00000,1.0000,0.0000,4.31799,4.31801,1050.0,1.0000,0.0000,0.4742,3.2288,0.000,unity
3.8200,0.00000,1.0000,0.0000,4.37643,4.37645,1050.0,1.0000,0.0000,0.4742,3.3164,0.000,unity
3.8400,0.00000,1.0000,0.0000,4.43486,4.43489,1050.0,1.0000,0.0000,0.4742,3.4051,0.000,unity
3.8600,0.00000,1.0000,0.0000,4.49329,4.49332,1050.0,1.0000,0.0000,0.4742,3.4949,0.000,unity
3.8800,0.00000,1.0000,0.0000,4.55171,4.55174,1050.0,1.0000,0.0000,0.4742,3.5860,0.000,unity
3.9000,0.00000,1.0000,0.0000,4.61014,4.61016,1050.0,1.0000,0.0000,0.4742,3.6782,0.000,unity
3.9200,0.00000,1.0000,0.0000,4.66855,4.66858,1050.0,1.0000,0.0000,0.4742,3.7715,0.000,unity
3.9400,0.00000,1.0000,0.0000,4.72696,4.72699,1050.0,1.0000,0.0000,0.4742,3.8661,0.000,unity
3.9600,0.00000,1.0000,0.0000,4.78537,4.78540,1050.0,1.0000,0.0000,0.4742,3.9618,0.000,unity
3.9800,0.00000,1.0000,0.0000,4.84378,4.84381,1050.0,1.0000,0.0000,0.4742,4.0587,0.000,unity
4.0000,0.00000,1.0000,0.0000,4.90218,4.90221,1050.0,1.0000,0.0000,0.4742,4.1567,0.000,unity
4.0200,0.00000,1.0000,0.0000,4.96057,4.96060,1050.0,1.0000,0.0000,0.4742,4.2559,0.000,unity
4.0400,0.00000,1.0000,0.0000,5.01897,5.01900,1050.0,1.0000,0.0000,0.4742,4.3563,0.000,unity
4.0600,0.00000,1.0000,0.0000,5.08356,5.08369,1050.0,1.0000,0.0000,0.4748,4.4580,0.000,unity
4.0800,0.00000,1.0000,0.0000,5.14070,5.14081,1050.0,1.0000,0.0000,0.4752,4.5608,0.000,unity
4.1000,0.00000,1.0000,0.0000,5.19683,5.19691,1050.0,1.0000,0.0000,0.4755,4.6647,0.000,unity
4.1200,0.00000,1.0000,0.0000,5.25597,5.25603,1050.0,1.0000,0.0000,0.4757,4.7699,0.000,unity
4.1400,0.00000,1.0000,0.0000,5.30906,5.30911,1050.0,1.0000,0.0000,0.4758,4.8760,0.000,unity
4.1600,0.00000,1.0000,0.0000,5.37645,5.37649,1050.0,1.0000,0.0000,0.4758,4.9836,0.000,unity
4.1800,0.00000,1.0000,0.0000,5.41006,5.41009,1050.0,1.0000,0.0000,0.4758,5.0918,0.000,unity
4.2000,0.00000,1.0000,0.0000,5.52399,5.52402,1050.0,1.0000,0.0000,0.4757,5.2023,0.000,unity
4.2200,0.00000,1.0000,0.0000,5.47576,5.47578,1050.0,1.0000,0.0000,0.4757,5.3117,0.000,unity
4.2400,0.00000,1.0000,0.0000,5.64478,5.64480,1050.0,1.0000,0.0000,0.4756,5.4247,0.000,unity
4.2600,0.00000,1.0000,0.0000,5.60046,5.60048,1050.0,1.0000,0.0000,0.4755,5.5366,0.000,unity
4.2800,0.00000,1.0000,0.0000,5.77058,5.77060,1050.0,1.0000,0.0000,0.4754,5.6521,0.000,unity
4.3000,0.00000,1.0000,0.0000,5.74117,5.74119,1050.0,1.0000,0.0000,0.4753,5.7669,0.000,unity
4.3200,0.00000,1.0000,0.0000,5.89205,5.89207,1050.0,1.0000,0.0000,0.4753,5.8848,0.000,unity
4.3400,0.00000,1.0000,0.0000,5.86966,5.86969,1050.0,1.0000,0.0000,0.4752,6.0021,0.000,unity
4.3600,0.00000,1.0000,0.0000,5.99738,5.99741,1050.0,1.0000,0.0000,0.4751,6.1221,0.000,unity
4.3800,0.00000,1.0000,0.0000,5.95198,5.95201,1050.0,1.0000,0.0000,0.4751,6.2411,0.000,unity
4.4000,0.00000,1.0000,0.0000,6.12160,6.12163,1050.0,1.0000,0.0000,0.4751,6.3636,0.000,unity
4.4200,0.00000,1.0000,0.0000,6.08621,6.08624,1050.0,1.0000,0.0000,0.4750,6.4853,0.000,unity
4.4400,0.00000,1.0000,0.0000,6.24217,6.24221,1050.0,1.0000,0.0000,0.4750,6.6102,0.000,unity
4.4600,0.00000,1.0000,0.0000,6.21163,6.21167,1050.0,1.0000,0.0000,0.4750,6.7344,0.000,unity
4.4800,0.00000,1.0000,0.0000,6.35385,6.35389,1050.0,1.0000,0.0000,0.4750,6.8615,0.000,unity
4.5000,0.00000,1.0000,0.0000,6.31258,6.31261,1050.0,1.0000,0.0000,0.4750,6.9877,0.000,unity
4.5200,0.00000,1.0000,0.0000,6.47449,6.47453,1050.0,1.0000,0.0000,0.4750,7.1172,0.000,unity
