t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,traction,x,y,z,yaw_deg,source
3.9000,0.00000,1.0000,0.0000,5.92009,5.92009,17.88275,0.0,0.0000,0.0000,0.0000,0.4750,12.7667,0.000,unity
3.9200,0.00000,1.0000,0.0000,6.28676,6.28676,7.25252,24.0,1.0000,0.0457,0.0000,0.4750,12.8925,0.000,unity
3.9400,0.00000,1.0000,0.0000,6.12270,6.12270,20.37998,0.0,0.0000,0.0000,0.0000,0.4750,13.0148,0.000,unity
3.9600,0.00000,1.0000,0.0000,6.14244,6.14244,10.89456,0.0,0.0000,0.0000,0.0000,0.4750,13.1376,0.000,unity
3.9800,0.00000,1.0000,0.0000,6.67099,6.67100,6.37526,525.0,1.0000,1.0000,0.0000,0.4750,13.2715,0.000,unity
4.0000,0.00000,1.0000,0.0000,6.39740,6.39741,6.52937,525.0,1.0000,1.0000,0.0000,0.4750,13.3995,0.000,unity
4.0200,0.00000,1.0000,0.0000,6.15916,6.15917,22.30988,0.0,0.0000,0.0000,0.0000,0.4750,13.5225,0.000,unity
4.0400,0.00000,1.0000,0.0000,6.54321,6.54321,13.15964,0.0,0.0000,0.0000,0.0000,0.4750,13.6535,0.000,unity
4.0600,0.00000,1.0000,0.0000,6.64164,6.64165,3.22940,525.0,1.0000,1.0000,0.0000,0.4750,13.7866,0.000,unity
4.0800,0.00000,1.0000,0.0000,6.24929,6.24930,21.89643,0.0,0.0000,0.0000,0.0000,0.4750,13.9114,0.000,unity
4.1000,0.00000,1.0000,0.0000,6.66530,6.66532,12.77307,0.0,0.0000,0.0000,0.0000,0.4750,14.0449,0.000,unity
4.1200,0.00000,1.0000,0.0000,6.80727,6.80728,3.55094,525.0,1.0000,1.0000,0.0000,0.4750,14.1813,0.000,unity
4.1400,0.00000,1.0000,0.0000,6.53287,6.53288,12.10846,0.0,0.0000,0.0000,0.0000,0.4750,14.3119,0.000,unity
4.1600,0.00000,1.0000,0.0000,6.96473,6.96476,3.53975,525.0,1.0000,1.0000,0.0000,0.4750,14.4515,0.000,unity
4.1800,0.00000,1.0000,0.0000,6.69113,6.69115,9.66133,0.0,0.3387,0.0000,0.0000,0.4750,14.5853,0.000,unity
4.2000,0.00000,1.0000,0.0000,6.98166,6.98169,5.56136,525.0,1.0000,1.0000,0.0000,0.4750,14.7251,0.000,unity
4.2200,0.00000,1.0000,0.0000,6.60573,6.60575,21.58962,0.0,0.0000,0.0000,0.0000,0.4750,14.8570,0.000,unity
4.2400,0.00000,1.0000,0.0000,6.70954,6.70956,11.89761,0.0,0.0000,0.0000,0.0000,0.4750,14.9910,0.000,unity
4.2600,0.00000,1.0000,0.0000,7.21991,7.21994,5.01861,525.0,1.0000,1.0000,0.0000,0.4750,15.1358,0.000,unity
4.2800,0.00000,1.0000,0.0000,6.94630,6.94633,6.80106,525.0,1.0000,1.0000,0.0000,0.4750,15.2747,0.000,unity
4.3000,0.00000,1.0000,0.0000,6.86852,6.86854,13.07610,0.0,0.0000,0.0000,0.0000,0.4750,15.4119,0.000,unity
4.3200,0.00000,1.0000,0.0000,7.39705,7.39709,5.54334,525.0,1.0000,1.0000,0.0000,0.4750,15.5602,0.000,unity
4.3400,0.00000,1.0000,0.0000,7.12344,7.12348,8.10470,13.1,1.0000,0.0250,0.0000,0.4750,15.7026,0.000,unity
4.3600,0.00000,1.0000,0.0000,7.12438,7.12441,12.02580,0.0,0.0000,0.0000,0.0000,0.4750,15.8451,0.000,unity
4.3800,0.00000,1.0000,0.0000,7.23398,7.23401,12.65484,0.0,0.0000,0.0000,0.0000,0.4750,15.9897,0.000,unity
4.4000,0.00000,1.0000,0.0000,7.35460,7.35464,3.67370,525.0,1.0000,1.0000,0.0000,0.4750,16.1369,0.000,unity
4.4200,0.00000,1.0000,0.0000,6.95784,6.95786,22.55787,0.0,0.0000,0.0000,0.0000,0.4750,16.2756,0.000,unity
4.4400,0.00000,1.0000,0.0000,7.19990,7.19992,13.00207,0.0,0.0000,0.0000,0.0000,0.4750,16.4195,0.000,unity
4.4600,0.00000,1.0000,0.0000,7.28114,7.28115,14.07135,0.0,0.0000,0.0000,0.0000,0.4750,16.5651,0.000,unity
4.4800,0.00000,1.0000,0.0000,7.39584,7.39586,5.04887,525.0,1.0000,1.0000,0.0000,0.4750,16.7130,0.000,unity
4.5000,0.00000,1.0000,0.0000,7.00502,7.00502,23.44234,0.0,0.0000,0.0000,0.0000,0.4750,16.8527,0.000,unity
4.5200,0.00000,1.0000,0.0000,7.39858,7.39859,14.22459,0.0,0.0000,0.0000,0.0000,0.4750,17.0007,0.000,unity
4.5400,0.00000,1.0000,0.0000,7.53052,7.53053,3.32751,525.0,1.0000,1.0000,0.0000,0.4750,17.1515,0.000,unity
4.5600,0.00000,1.0000,0.0000,7.16739,7.16740,19.51453,0.0,0.0000,0.0000,0.0000,0.4750,17.2945,0.000,unity
4.5800,0.00000,1.0000,0.0000,7.57874,7.57874,7.95266,438.3,1.0000,0.8348,0.0000,0.4750,17.4463,0.000,unity
4.6000,0.00000,1.0000,0.0000,7.47023,7.47024,8.41145,41.2,1.0000,0.0784,0.0000,0.4750,17.5957,0.000,unity
4.6200,0.00000,1.0000,0.0000,7.57523,7.57524,6.89245,525.0,1.0000,1.0000,0.0000,0.4750,17.7472,0.000,unity
4.6400,0.00000,1.0000,0.0000,7.28239,7.28239,19.36279,0.0,0.0000,0.0000,0.0000,0.4750,17.8926,0.000,unity
4.6600,0.00000,1.0000,0.0000,7.73047,7.73048,7.55556,525.0,1.0000,1.0000,0.0000,0.4750,18.0475,0.000,unity
4.6800,0.00000,1.0000,0.0000,7.57187,7.57188,11.44242,0.0,0.0000,0.0000,0.0000,0.4750,18.1989,0.000,unity
4.7000,0.00000,1.0000,0.0000,8.07166,8.07168,3.95423,525.0,1.0000,1.0000,0.0000,0.4750,18.3608,0.000,unity
4.7200,0.00000,1.0000,0.0000,7.79805,7.79808,8.00897,525.0,1.0000,1.0000,0.0000,0.4750,18.5168,0.000,unity
4.7400,0.00000,1.0000,0.0000,7.68523,7.68525,17.38763,0.0,0.0000,0.0000,0.0000,0.4750,18.6704,0.000,unity
4.7600,0.00000,1.0000,0.0000,8.09510,8.09514,4.00573,525.0,1.0000,1.0000,0.0000,0.4750,18.8327,0.000,unity
4.7800,0.00000,1.0000,0.0000,7.71389,7.71392,21.00855,0.0,0.0000,0.0000,0.0000,0.4750,18.9867,0.000,unity
4.8000,0.00000,1.0000,0.0000,8.11547,8.11550,9.73591,0.0,0.2641,0.0000,0.0000,0.4750,19.1493,0.000,unity
4.8200,0.00000,1.0000,0.0000,8.10343,8.10347,6.13687,525.0,1.0000,1.0000,0.0000,0.4750,19.3114,0.000,unity
4.8400,0.00000,1.0000,0.0000,7.75826,7.75829,21.87052,0.0,0.0000,0.0000,0.0000,0.4750,19.4663,0.000,unity
4.8600,0.00000,1.0000,0.0000,8.21396,8.21399,10.96613,0.0,0.0000,0.0000,0.0000,0.4750,19.6307,0.000,unity
4.8800,0.00000,1.0000,0.0000,8.30769,8.30773,3.87244,525.0,1.0000,1.0000,0.0000,0.4750,19.7971,0.000,unity
4.9000,0.00000,1.0000,0.0000,7.93635,7.93638,20.37469,0.0,0.0000,0.0000,0.0000,0.4750,19.9555,0.000,unity
4.9200,0.00000,1.0000,0.0000,8.25566,8.25569,8.31997,525.0,1.0000,1.0000,0.0000,0.4750,20.1207,0.000,unity
4.9400,0.00000,1.0000,0.0000,8.10919,8.10921,14.13483,0.0,0.0000,0.0000,0.0000,0.4750,20.2827,0.000,unity
4.9600,0.00000,1.0000,0.0000,8.60061,8.60065,2.34144,525.0,1.0000,1.0000,0.0000,0.4750,20.4550,0.000,unity
4.9800,0.00000,1.0000,0.0000,8.32701,8.32704,9.45450,0.0,0.5455,0.0000,0.0000,0.4750,20.6215,0.000,unity
5.0000,0.00000,1.0000,0.0000,8.44485,8.44489,7.51205,525.0,1.0000,1.0000,0.0000,0.4750,20.7904,0.000,unity
5.0200,0.00000,1.0000,0.0000,8.14356,8.14359,19.18625,0.0,0.0000,0.0000,0.0000,0.4750,20.9530,0.000,unity
5.0400,0.00000,1.0000,0.0000,8.62147,8.62150,6.26917,525.0,1.0000,1.0000,0.0000,0.4750,21.1256,0.000,unity
5.0600,0.00000,1.0000,0.0000,8.25494,8.25496,23.38804,0.0,0.0000,0.0000,0.0000,0.4750,21.2904,0.000,unity
5.0800,0.00000,1.0000,0.0000,8.62341,8.62343,12.53277,0.0,0.0000,0.0000,0.0000,0.4750,21.4630,0.000,unity
5.1000,0.00000,1.0000,0.0000,8.75264,8.75267,7.10372,525.0,1.0000,1.0000,0.0000,0.4750,21.6382,0.000,unity
5.1200,0.00000,1.0000,0.0000,8.45778,8.45780,19.07196,0.0,0.0000,0.0000,0.0000,0.4750,21.8071,0.000,unity
5.1400,0.00000,1.0000,0.0000,8.69066,8.69069,8.10855,525.0,1.0000,1.0000,0.0000,0.4750,21.9810,0.000,unity
5.1600,0.00000,1.0000,0.0000,8.37633,8.37634,24.03632,0.0,0.0000,0.0000,0.0000,0.4750,22.1482,0.000,unity
5.1800,0.00000,1.0000,0.0000,8.82704,8.82706,13.02005,0.0,0.0000,0.0000,0.0000,0.4750,22.3249,0.000,unity
5.2000,0.00000,1.0000,0.0000,8.92818,8.92820,6.70853,525.0,1.0000,1.0000,0.0000,0.4750,22.5036,0.000,unity
5.2200,0.00000,1.0000,0.0000,8.57949,8.57951,22.76137,0.0,0.0000,0.0000,0.0000,0.4750,22.6750,0.000,unity
5.2400,0.00000,1.0000,0.0000,8.81944,8.81946,11.16407,0.0,0.0000,0.0000,0.0000,0.4750,22.8514,0.000,unity
5.2600,0.00000,1.0000,0.0000,8.77212,8.77214,20.07251,0.0,0.0000,0.0000,0.0000,0.4750,23.0268,0.000,unity
5.2800,0.00000,1.0000,0.0000,8.85432,8.85434,8.39948,525.0,1.0000,1.0000,0.0000,0.4750,23.2038,0.000,unity
5.3000,0.00000,1.0000,0.0000,8.62316,8.62317,21.20895,0.0,0.0000,0.0000,0.0000,0.4750,23.3760,0.000,unity
5.3200,0.00000,1.0000,0.0000,9.10152,9.10153,8.45906,471.7,0.8985,1.0000,0.0000,0.4750,23.5583,0.000,unity
5.3400,0.00000,1.0000,0.0000,8.90572,8.90573,14.22178,0.0,0.0000,0.0000,0.0000,0.4750,23.7364,0.000,unity
5.3600,0.00000,1.0000,0.0000,9.18111,9.18113,8.46105,429.9,0.8189,1.0000,0.0000,0.4750,23.9202,0.000,unity
5.3800,0.00000,1.0000,0.0000,8.98672,8.98674,14.74767,0.0,0.0000,0.0000,0.0000,0.4750,24.0999,0.000,unity
5.4000,0.00000,1.0000,0.0000,9.21711,9.21714,11.25255,0.0,0.0000,0.0000,0.0000,0.4750,24.2844,0.000,unity
5.4200,0.00000,1.0000,0.0000,9.22099,9.22102,6.61611,409.0,0.7790,1.0000,0.0000,0.4750,24.4689,0.000,unity
5.4400,0.00000,1.0000,0.0000,8.83812,8.83813,23.32053,0.0,0.0000,0.0000,0.0000,0.4750,24.6453,0.000,unity
5.4600,0.00000,1.0000,0.0000,9.29267,9.29269,11.84554,0.0,0.0000,0.0000,0.0000,0.4750,24.8313,0.000,unity
5.4800,0.00000,1.0000,0.0000,9.35346,9.35349,5.21380,339.4,0.6465,1.0000,0.0000,0.4750,25.0185,0.000,unity
5.5000,0.00000,1.0000,0.0000,8.95254,8.95256,22.53880,0.0,0.0000,0.0000,0.0000,0.4750,25.1972,0.000,unity
5.5200,0.00000,1.0000,0.0000,9.30407,9.30408,10.03853,0.0,0.0000,0.3541,0.0000,0.4750,25.3834,0.000,unity
5.5400,0.00000,1.0000,0.0000,9.21643,9.21644,10.73509,0.0,0.0000,0.0000,0.0000,0.4750,25.5676,0.000,unity
5.5600,0.00000,1.0000,0.0000,9.10944,9.10945,20.21704,0.0,0.0000,0.0000,0.0000,0.4750,25.7496,0.000,unity
5.5800,0.00000,1.0000,0.0000,9.14633,9.14633,15.17698,0.0,0.0000,0.0000,0.0000,0.4750,25.9324,0.000,unity
5.6000,0.00000,1.0000,0.0000,9.16450,9.16451,21.39453,0.0,0.0000,0.0000,0.0000,0.4750,26.1155,0.000,unity
5.6200,0.00000,1.0000,0.0000,9.24914,9.24914,8.11688,394.2,0.7509,1.0000,0.0000,0.4750,26.3005,0.000,unity
5.6400,0.00000,1.0000,0.0000,8.94337,8.94337,21.51722,0.0,0.0000,0.0000,0.0000,0.4750,26.4790,0.000,unity
5.6600,0.00000,1.0000,0.0000,9.42616,9.42616,9.20845,301.3,0.5738,1.0000,0.0000,0.4750,26.6677,0.000,unity
5.6800,0.00000,1.0000,0.0000,9.27638,9.27638,11.90990,0.0,0.0000,0.0000,0.0000,0.4750,26.8532,0.000,unity
5.7000,0.00000,1.0000,0.0000,9.46305,9.46305,9.38700,281.9,0.5369,1.0000,0.0000,0.4750,27.0426,0.000,unity
5.7200,0.00000,1.0000,0.0000,9.31635,9.31636,11.28201,0.0,0.0000,0.0000,0.0000,0.4750,27.2290,0.000,unity
5.7400,0.00000,1.0000,0.0000,9.56134,9.56134,4.67391,230.3,0.4387,1.0000,0.0000,0.4750,27.4204,0.000,unity
5.7600,0.00000,1.0000,0.0000,9.16141,9.16141,21.51867,0.0,0.0000,0.0000,0.0000,0.4750,27.6034,0.000,unity
5.7800,0.00000,1.0000,0.0000,9.58441,9.58441,8.64957,218.2,0.4156,1.0000,0.0000,0.4750,27.7953,0.000,unity
5.8000,0.00000,1.0000,0.0000,9.37165,9.37166,14.72396,0.0,0.0000,0.0000,0.0000,0.4750,27.9827,0.000,unity
5.8200,0.00000,1.0000,0.0000,9.57971,9.57972,12.33919,0.0,0.0000,0.0000,0.0000,0.4750,28.1744,0.000,unity
5.8400,0.00000,1.0000,0.0000,9.62263,9.62264,6.93452,198.1,0.3774,1.0000,0.0000,0.4750,28.3670,0.000,unity
5.8600,0.00000,1.0000,0.0000,9.25294,9.25295,22.24404,0.0,0.0000,0.0000,0.0000,0.4750,28.5518,0.000,unity
5.8800,0.00000,1.0000,0.0000,9.54492,9.54493,9.68533,165.2,0.3147,1.0000,0.0000,0.4750,28.7427,0.000,unity
5.9000,0.00000,1.0000,0.0000,9.29138,9.29138,21.94667,0.0,0.0000,0.0000,0.0000,0.4750,28.9283,0.000,unity
5.9200,0.00000,1.0000,0.0000,9.56524,9.56525,8.61371,228.2,0.4348,1.0000,0.0000,0.4750,29.1197,0.000,unity
5.9400,0.00000,1.0000,0.0000,9.24747,9.24747,22.37995,0.0,0.0000,0.0000,0.0000,0.4750,29.3043,0.000,unity
5.9600,0.00000,1.0000,0.0000,9.73078,9.73079,10.00922,0.0,0.0000,0.9621,0.0000,0.4750,29.4992,0.000,unity
5.9800,0.00000,1.0000,0.0000,9.62033,9.62033,8.72226,199.3,0.3797,1.0000,0.0000,0.4750,29.6917,0.000,unity
6.0000,0.00000,1.0000,0.0000,9.27645,9.27645,22.87526,0.0,0.0000,0.0000,0.0000,0.4750,29.8769,0.000,unity
6.0200,0.00000,1.0000,0.0000,9.74949,9.74949,9.96412,18.8,0.0359,1.0000,0.0000,0.4750,30.0721,0.000,unity
6.0400,0.00000,1.0000,0.0000,9.62217,9.62217,9.15970,198.4,0.3778,1.0000,0.0000,0.4750,30.2646,0.000,unity
6.0600,0.00000,1.0000,0.0000,9.39320,9.39320,20.11533,0.0,0.0000,0.0000,0.0000,0.4750,30.4523,0.000,unity
6.0800,0.00000,1.0000,0.0000,9.83482,9.83483,6.07353,86.7,0.1652,1.0000,0.0000,0.4750,30.6492,0.000,unity
6.1000,0.00000,1.0000,0.0000,9.41993,9.41994,23.52138,0.0,0.0000,0.0000,0.0000,0.4750,30.8374,0.000,unity
6.1200,0.00000,1.0000,0.0000,9.51097,9.51097,14.75890,0.0,0.0000,0.0000,0.0000,0.4750,31.0275,0.000,unity
6.1400,0.00000,1.0000,0.0000,9.91921,9.91921,3.02456,42.4,0.0808,1.0000,0.0000,0.4750,31.2263,0.000,unity
6.1600,0.00000,1.0000,0.0000,9.61819,9.61819,13.48971,0.0,0.0000,0.0000,0.0000,0.4750,31.4186,0.000,unity
6.1800,0.00000,1.0000,0.0000,9.60658,9.60659,21.45889,0.0,0.0000,0.0000,0.0000,0.4750,31.6106,0.000,unity
6.2000,0.00000,1.0000,0.0000,9.69881,9.69881,7.68234,158.1,0.3012,1.0000,0.0000,0.4750,31.8046,0.000,unity
6.2200,0.00000,1.0000,0.0000,9.32672,9.32672,20.16520,0.0,0.0000,0.0000,0.0000,0.4750,31.9908,0.000,unity
6.2400,0.00000,1.0000,0.0000,9.81265,9.81265,6.58668,98.4,0.1873,1.0000,0.0000,0.4750,32.1872,0.000,unity
6.2600,0.00000,1.0000,0.0000,9.37654,9.37654,22.87114,0.0,0.0000,0.0000,0.0000,0.4750,32.3744,0.000,unity
6.2800,0.00000,1.0000,0.0000,9.85038,9.85038,10.68076,0.0,0.0000,0.2262,0.0000,0.4750,32.5717,0.000,unity
6.3000,0.00000,1.0000,0.0000,9.78138,9.78139,6.85382,114.8,0.2186,1.0000,0.0000,0.4750,32.7674,0.000,unity
6.3200,0.00000,1.0000,0.0000,9.26683,9.26683,22.44749,0.0,0.0000,0.0000,0.0000,0.4750,32.9523,0.000,unity
6.3400,0.00000,1.0000,0.0000,9.69220,9.69220,10.06121,0.0,0.0000,0.8413,0.0000,0.4750,33.1462,0.000,unity
6.3600,0.00000,1.0000,0.0000,9.66450,9.66450,12.25910,0.0,0.0000,0.0000,0.0000,0.4750,33.3396,0.000,unity
6.3800,0.00000,1.0000,0.0000,9.73359,9.73359,14.98324,0.0,0.0000,0.0000,0.0000,0.4750,33.5343,0.000,unity
6.4000,0.00000,1.0000,0.0000,9.86812,9.86812,9.50390,69.2,0.1319,1.0000,0.0000,0.4750,33.7319,0.000,unity
6.4200,0.00000,1.0000,0.0000,9.70050,9.70050,11.43414,0.0,0.0000,0.0000,0.0000,0.4750,33.9259,0.000,unity
6.4400,0.00000,1.0000,0.0000,9.64727,9.64727,18.42153,0.0,0.0000,0.0000,0.0000,0.4750,34.1188,0.000,unity
6.4600,0.00000,1.0000,0.0000,9.70563,9.70563,15.80519,0.0,0.0000,0.0000,0.0000,0.4750,34.3129,0.000,unity
6.4800,0.00000,1.0000,0.0000,9.82189,9.82190,12.08953,0.0,0.0000,0.0000,0.0000,0.4750,34.5095,0.000,unity
6.5000,0.00000,1.0000,0.0000,9.85144,9.85144,7.51707,78.0,0.1486,1.0000,0.0000,0.4750,34.7066,0.000,unity
6.5200,0.00000,1.0000,0.0000,9.51306,9.51306,19.57387,0.0,0.0000,0.0000,0.0000,0.4750,34.8966,0.000,unity
6.5400,0.00000,1.0000,0.0000,9.89584,9.89584,4.34294,54.7,0.1042,1.0000,0.0000,0.4750,35.0947,0.000,unity
6.5600,0.00000,1.0000,0.0000,9.48369,9.48369,17.86590,0.0,0.0000,0.0000,0.0000,0.4750,35.2840,0.000,unity
6.5800,0.00000,1.0000,0.0000,10.01787,10.01787,1.55312,0.0,0.0000,1.0000,0.0000,0.4750,35.4847,0.000,unity
6.6000,0.00000,1.0000,0.0000,9.74426,9.74426,9.36406,134.3,0.2557,1.0000,0.0000,0.4750,35.6796,0.000,unity
6.6200,0.00000,1.0000,0.0000,9.56454,9.56454,17.76160,0.0,0.0000,0.0000,0.0000,0.4750,35.8706,0.000,unity
6.6400,0.00000,1.0000,0.0000,9.98893,9.98894,2.27033,5.8,0.0111,1.0000,0.0000,0.4750,36.0706,0.000,unity
6.6600,0.00000,1.0000,0.0000,9.71228,9.71228,10.94710,0.0,0.0000,0.0000,0.0000,0.4750,36.2648,0.000,unity
6.6800,0.00000,1.0000,0.0000,9.80497,9.80497,9.65340,102.4,0.1950,1.0000,0.0000,0.4750,36.4609,0.000,unity
6.7000,0.00000,1.0000,0.0000,9.52381,9.52381,22.10512,0.0,0.0000,0.0000,0.0000,0.4750,36.6511,0.000,unity
6.7200,0.00000,1.0000,0.0000,9.84141,9.84141,9.28367,83.3,0.1586,1.0000,0.0000,0.4750,36.8480,0.000,unity
6.7400,0.00000,1.0000,0.0000,9.56206,9.56206,19.09365,0.0,0.0000,0.0000,0.0000,0.4750,37.0390,0.000,unity
6.7600,0.00000,1.0000,0.0000,10.00759,10.00759,3.49079,0.0,0.0000,1.0000,0.0000,0.4750,37.2395,0.000,unity
6.7800,0.00000,1.0000,0.0000,9.69290,9.69290,13.80383,0.0,0.0000,0.0000,0.0000,0.4750,37.4332,0.000,unity
6.8000,0.00000,1.0000,0.0000,9.93490,9.93490,9.78872,34.2,0.0651,1.0000,0.0000,0.4750,37.6321,0.000,unity
6.8200,0.00000,1.0000,0.0000,9.79081,9.79081,10.58318,0.0,0.0000,0.2768,0.0000,0.4750,37.8279,0.000,unity
6.8400,0.00000,1.0000,0.0000,9.63454,9.63454,20.12106,0.0,0.0000,0.0000,0.0000,0.4750,38.0204,0.000,unity
6.8600,0.00000,1.0000,0.0000,9.66083,9.66083,20.26114,0.0,0.0000,0.0000,0.0000,0.4750,38.2135,0.000,unity
6.8800,0.00000,1.0000,0.0000,9.63074,9.63074,21.22128,0.0,0.0000,0.0000,0.0000,0.4750,38.4060,0.000,unity
6.9000,0.00000,1.0000,0.0000,9.60000,9.60000,21.87693,0.0,0.0000,0.0000,0.0000,0.4750,38.5979,0.000,unity
6.9200,0.00000,1.0000,0.0000,9.58798,9.58798,20.80467,0.0,0.0000,0.0000,0.0000,0.4750,38.7895,0.000,unity
6.9400,0.00000,1.0000,0.0000,9.75244,9.75244,13.18553,0.0,0.0000,0.0000,0.0000,0.4750,38.9847,0.000,unity
6.9600,0.00000,1.0000,0.0000,9.70683,9.70683,22.13543,0.0,0.0000,0.0000,0.0000,0.4750,39.1788,0.000,unity
6.9800,0.00000,1.0000,0.0000,9.79541,9.79541,8.59224,107.4,0.2046,1.0000,0.0000,0.4750,39.3749,0.000,unity
7.0000,0.00000,1.0000,0.0000,9.55625,9.55625,17.10357,0.0,0.0000,0.0000,0.0000,0.4750,39.5659,0.000,unity
7.0200,0.00000,1.0000,0.0000,10.09608,10.09608,1.44964,0.0,0.0000,1.0000,0.0000,0.4750,39.7683,0.000,unity
7.0400,0.00000,1.0000,0.0000,9.82248,9.82248,9.92945,37.0,0.0705,1.0000,0.0000,0.4750,39.9648,0.000,unity
7.0600,0.00000,1.0000,0.0000,9.56602,9.56602,22.21944,0.0,0.0000,0.0000,0.0000,0.4750,40.1559,0.000,unity
7.0800,0.00000,1.0000,0.0000,9.79783,9.79783,9.24730,106.1,0.2022,1.0000,0.0000,0.4750,40.3520,0.000,unity
7.1000,0.00000,1.0000,0.0000,9.65918,9.65918,14.91578,0.0,0.0000,0.0000,0.0000,0.4750,40.5451,0.000,unity
7.1200,0.00000,1.0000,0.0000,10.11449,10.11450,1.20941,0.0,0.0000,1.0000,0.0000,0.4750,40.7478,0.000,unity
7.1400,0.00000,1.0000,0.0000,9.84089,9.84089,9.83314,83.5,0.1591,1.0000,0.0000,0.4750,40.9446,0.000,unity
7.1600,0.00000,1.0000,0.0000,9.58339,9.58339,22.30785,0.0,0.0000,0.0000,0.0000,0.4750,41.1360,0.000,unity
7.1800,0.00000,1.0000,0.0000,9.86270,9.86270,8.72005,72.1,0.1373,1.0000,0.0000,0.4750,41.3334,0.000,unity
7.2000,0.00000,1.0000,0.0000,9.53393,9.53393,21.52939,0.0,0.0000,0.0000,0.0000,0.4750,41.5238,0.000,unity
7.2200,0.00000,1.0000,0.0000,10.02758,10.02758,8.35211,0.0,0.0000,1.0000,0.0000,0.4750,41.7246,0.000,unity
7.2400,0.00000,1.0000,0.0000,9.74826,9.74826,17.14982,0.0,0.0000,0.0000,0.0000,0.4750,41.9195,0.000,unity
7.2600,0.00000,1.0000,0.0000,9.74514,9.74514,22.35816,0.0,0.0000,0.0000,0.0000,0.4750,42.1143,0.000,unity
7.2800,0.00000,1.0000,0.0000,9.83363,9.83364,9.07015,87.3,0.1664,1.0000,0.0000,0.4750,42.3110,0.000,unity
7.3000,0.00000,1.0000,0.0000,9.69243,9.69243,14.08913,0.0,0.0000,0.0000,0.0000,0.4750,42.5047,0.000,unity
7.3200,0.00000,1.0000,0.0000,10.16483,10.16483,1.12311,0.0,0.0000,1.0000,0.0000,0.4750,42.7084,0.000,unity
7.3400,0.00000,1.0000,0.0000,9.89122,9.89122,8.68246,57.1,0.1088,1.0000,0.0000,0.4750,42.9063,0.000,unity
7.3600,0.00000,1.0000,0.0000,9.53515,9.53515,22.12477,0.0,0.0000,0.0000,0.0000,0.4750,43.0966,0.000,unity
7.3800,0.00000,1.0000,0.0000,10.02378,10.02378,8.28408,0.0,0.0000,1.0000,0.0000,0.4750,43.2973,0.000,unity
7.4000,0.00000,1.0000,0.0000,9.73929,9.73929,16.83030,0.0,0.0000,0.0000,0.0000,0.4750,43.4919,0.000,unity
7.4200,0.00000,1.0000,0.0000,9.86021,9.86021,17.18279,0.0,0.0000,0.0000,0.0000,0.4750,43.6891,0.000,unity
7.4400,0.00000,1.0000,0.0000,9.99713,9.99713,8.40382,1.5,0.0029,1.0000,0.0000,0.4750,43.8892,0.000,unity
7.4600,0.00000,1.0000,0.0000,9.72642,9.72642,16.18847,0.0,0.0000,0.0000,0.0000,0.4750,44.0836,0.000,unity
7.4800,0.00000,1.0000,0.0000,9.96134,9.96134,11.72695,0.0,0.0000,0.0000,0.0000,0.4750,44.2829,0.000,unity
7.5000,0.00000,1.0000,0.0000,9.95598,9.95599,7.52620,23.1,0.0440,1.0000,0.0000,0.4750,44.4821,0.000,unity
7.5200,0.00000,1.0000,0.0000,9.54401,9.54401,19.69231,0.0,0.0000,0.0000,0.0000,0.4750,44.6726,0.000,unity
7.5400,0.00000,1.0000,0.0000,10.06066,10.06066,4.22673,0.0,0.0000,1.0000,0.0000,0.4750,44.8740,0.000,unity
7.5600,0.00000,1.0000,0.0000,9.71077,9.71077,16.69947,0.0,0.0000,0.0000,0.0000,0.4750,45.0681,0.000,unity
7.5800,0.00000,1.0000,0.0000,9.97351,9.97351,10.41055,0.0,0.0000,0.7506,0.0000,0.4750,45.2677,0.000,unity
7.6000,0.00000,1.0000,0.0000,9.87080,9.87080,8.46621,67.8,0.1292,1.0000,0.0000,0.4750,45.4651,0.000,unity
7.6200,0.00000,1.0000,0.0000,9.59295,9.59295,17.88885,0.0,0.0000,0.0000,0.0000,0.4750,45.6566,0.000,unity
7.6400,0.00000,1.0000,0.0000,10.13039,10.13039,1.39768,0.0,0.0000,1.0000,0.0000,0.4750,45.8596,0.000,unity
7.6600,0.00000,1.0000,0.0000,9.85678,9.85678,9.23888,75.2,0.1432,1.0000,0.0000,0.4750,46.0567,0.000,unity
7.6800,0.00000,1.0000,0.0000,9.70711,9.70711,15.10034,0.0,0.0000,0.0000,0.0000,0.4750,46.2506,0.000,unity
7.7000,0.00000,1.0000,0.0000,10.16369,10.16369,0.79264,0.0,0.0000,1.0000,0.0000,0.4750,46.4542,0.000,unity
7.7200,0.00000,1.0000,0.0000,9.89009,9.89009,8.60364,57.7,0.1099,1.0000,0.0000,0.4750,46.6520,0.000,unity
7.7400,0.00000,1.0000,0.0000,9.61669,9.61669,18.18624,0.0,0.0000,0.0000,0.0000,0.4750,46.8441,0.000,unity
7.7600,0.00000,1.0000,0.0000,10.15003,10.15003,3.04902,0.0,0.0000,1.0000,0.0000,0.4750,47.0474,0.000,unity
7.7800,0.00000,1.0000,0.0000,9.85406,9.85406,12.88023,0.0,0.0000,0.0000,0.0000,0.4750,47.2444,0.000,unity
7.8000,0.00000,1.0000,0.0000,9.78253,9.78253,22.40440,0.0,0.0000,0.0000,0.0000,0.4750,47.4399,0.000,unity
