t,steering,throttle,brake,speed,source
1.2200,1.00000,1.0000,0.0000,6.24110,unity
1.2400,1.00000,1.0000,0.0000,6.30234,unity
1.2600,1.00000,1.0000,0.0000,6.32642,unity
1.2800,1.00000,1.0000,0.0000,6.38891,unity
1.3000,1.00000,1.0000,0.0000,6.41368,unity
1.3200,1.00000,1.0000,0.0000,6.47666,unity
1.3400,0.95687,0.0000,0.0000,6.50086,unity
1.3600,0.91579,0.0000,0.0000,6.56961,unity
1.3800,0.87802,0.0000,0.0000,6.60341,unity
1.4000,0.83578,0.0000,0.0000,6.67837,unity
1.4200,0.79922,0.0000,0.0000,6.71713,unity
1.4400,0.75631,0.0000,0.0000,6.79462,unity
1.4600,0.71776,0.0000,0.0000,6.83653,unity
1.4800,0.67620,0.0000,0.0000,6.91460,unity
1.5000,0.64009,0.0000,0.0000,6.95885,unity
1.5200,0.59952,0.0000,0.0000,7.03580,unity
1.5400,0.56024,0.0000,0.0000,7.08171,unity
1.5600,0.51532,0.0000,0.0000,7.15714,unity
1.5800,0.47541,0.0000,0.0000,7.20496,unity
1.6000,0.43597,0.0000,0.0000,7.27873,unity
1.6200,0.40021,0.0000,0.0000,7.32771,unity
1.6400,0.35990,0.0000,0.0000,7.39922,unity
1.6600,0.31750,0.0000,0.0000,7.44902,unity
1.6800,0.28181,0.0000,0.0000,7.51894,unity
1.7000,0.23853,0.0000,0.0000,7.56936,unity
1.7200,0.19677,0.0000,0.0000,7.63772,unity
1.7400,0.15977,0.0000,0.0000,7.68863,unity
1.7600,0.11842,0.0000,0.0000,7.75562,unity
1.7800,0.07767,0.0000,0.0000,7.80666,unity
1.8000,0.04059,0.0000,0.0000,7.87228,unity
1.8200,0.00000,0.0000,0.0000,7.92338,unity
1.8400,0.00000,0.0000,0.0000,7.98738,unity
1.8600,0.00000,0.0000,0.0000,8.03898,unity
1.8800,0.00000,0.0000,0.0000,8.10070,unity
1.9000,0.00000,0.0000,0.0000,8.15298,unity
1.9200,0.00000,0.0000,0.0000,8.21447,unity
1.9400,0.00000,0.0000,0.0000,8.26914,unity
1.9600,0.00000,0.0000,0.0000,8.32966,unity
1.9800,0.00000,0.0000,0.0000,8.38540,unity
2.0000,0.00000,0.0000,0.0000,8.44547,unity
2.0200,0.00000,0.0000,0.0000,8.50170,unity
2.0400,0.00000,0.0000,0.0000,8.56171,unity
2.0600,0.00000,0.0000,0.0000,8.61805,unity
2.0800,0.00000,0.0000,0.0000,8.67825,unity
2.1000,0.00000,0.0000,0.0000,8.73441,unity
2.1200,0.00000,0.0000,0.0000,8.79498,unity
2.1400,0.00000,0.0000,0.0000,8.85079,unity
2.1600,0.00000,0.0000,0.0000,8.91181,unity
2.1800,0.00000,0.0000,0.0000,8.96717,unity
2.2000,0.00000,0.0000,0.0000,9.02869,unity
2.2200,0.00000,0.0000,0.0000,9.08358,unity
2.2400,0.00000,0.0000,0.0000,9.14558,unity
2.2600,0.00000,0.0000,0.0000,9.20000,unity
2.2800,0.00000,1.0000,0.0000,9.26244,unity
2.3000,0.00000,1.0000,0.0000,9.31644,unity
2.3200,0.00000,1.0000,0.0000,9.37929,unity
2.3400,0.00000,1.0000,0.0000,9.43291,unity
2.3600,0.00000,1.0000,0.0000,9.49612,unity
2.3800,0.00000,1.0000,0.0000,9.54939,unity
2.4000,0.00000,1.0000,0.0000,9.61293,unity
2.4200,0.00000,1.0000,0.0000,9.66588,unity
2.4400,0.00000,1.0000,0.0000,9.72975,unity
2.4600,-0.03290,1.0000,0.0000,9.78237,unity
2.4800,-0.07855,1.0000,0.0000,9.84644,unity
2.5000,-0.11343,1.0000,0.0000,9.89819,unity
2.5200,-0.15677,1.0000,0.0000,9.96096,unity
2.5400,-0.19119,1.0000,0.0000,10.01168,unity
2.5600,-0.23815,1.0000,0.0000,10.07060,unity
2.5800,-0.25330,1.0000,0.0000,10.12117,unity
2.6000,-0.30755,1.0000,0.0000,10.17470,unity
2.6200,-0.35011,1.0000,0.0000,10.22647,unity
2.6400,-0.38859,1.0000,0.0000,10.27126,unity
2.6600,-0.42165,1.0000,0.0000,10.32263,unity
2.6800,-0.42165,1.0000,0.0000,10.36144,unity
2.7000,-0.51739,1.0000,0.0000,10.41429,unity
2.7200,-0.55028,1.0000,0.0000,10.44546,unity
2.7400,-0.59527,1.0000,0.0000,10.48957,unity
2.7600,-0.63529,1.0000,0.0000,10.51499,unity
2.7800,-0.67454,1.0000,0.0000,10.55318,unity
2.8000,-0.71561,1.0000,0.0000,10.57043,unity
2.8200,-0.75763,1.0000,0.0000,10.60427,unity
2.8400,-0.79646,1.0000,0.0000,10.61171,unity
2.8600,-0.83594,1.0000,0.0000,10.64537,unity
2.8800,-0.87436,1.0000,0.0000,10.63989,unity
2.9000,-0.91569,1.0000,0.0000,10.68205,unity
2.9200,-0.95367,1.0000,0.0000,10.65408,unity
2.9400,-0.99611,1.0000,0.0000,10.71715,unity
2.9600,-1.00000,1.0000,0.0000,10.67687,unity
2.9800,-1.00000,1.0000,0.0000,10.74601,unity
3.0000,-1.00000,1.0000,0.0000,10.72200,unity
3.0200,-1.00000,1.0000,0.0000,10.78496,unity
3.0400,-1.00000,1.0000,0.0000,10.67033,unity
3.0600,-1.00000,1.0000,0.0000,10.73278,unity
3.0800,-1.00000,1.0000,0.0000,10.61901,unity
3.1000,-1.00000,1.0000,0.0000,10.67660,unity
3.1200,-1.00000,1.0000,0.0000,10.56155,unity
3.1400,-1.00000,1.0000,0.0000,10.61617,unity
3.1600,-1.00000,1.0000,0.0000,10.49940,unity
3.1800,-1.00000,1.0000,0.0000,10.55285,unity
3.2000,-1.00000,1.0000,0.0000,10.43443,unity
3.2200,-1.00000,1.0000,0.0000,10.48848,unity
3.2400,-1.00000,1.0000,0.0000,10.36993,unity
3.2600,-1.00000,1.0000,0.0000,10.42648,unity
3.2800,-0.95529,1.0000,0.0000,10.30937,unity
3.3000,-0.91968,1.0000,0.0000,10.36815,unity
3.3200,-0.87672,1.0000,0.0000,10.23886,unity
3.3400,-0.84093,1.0000,0.0000,10.25709,unity
3.3600,-0.79478,1.0000,0.0000,10.10682,unity
3.3800,-0.75937,1.0000,0.0000,10.13089,unity
3.4000,-0.72023,1.0000,0.0000,9.97802,unity
3.4200,-0.67546,1.0000,0.0000,10.00334,unity
3.4400,-0.63713,1.0000,0.0000,9.97160,unity
3.4600,-0.59837,1.0000,0.0000,9.93632,unity
3.4800,-0.55510,1.0000,0.0000,9.90647,unity
3.5000,-0.51856,1.0000,0.0000,9.96882,unity
3.5200,-0.47765,1.0000,0.0000,9.93883,unity
3.5400,-0.43980,1.0000,0.0000,9.99949,unity
3.5600,-0.39658,1.0000,0.0000,9.96874,unity
3.5800,-0.35855,1.0000,0.0000,10.02705,unity
3.6000,-0.31975,1.0000,0.0000,9.99551,unity
3.6200,-0.27734,1.0000,0.0000,10.06130,unity
3.6400,-0.23940,1.0000,0.0000,10.03912,unity
3.6600,-0.19500,1.0000,0.0000,10.01768,unity
3.6800,-0.15923,1.0000,0.0000,10.00019,unity
3.7000,-0.11626,1.0000,0.0000,9.96585,unity
3.7200,-0.07597,1.0000,0.0000,9.91389,unity
3.7400,-0.03939,1.0000,0.0000,9.99389,unity
3.7600,0.00043,1.0000,0.0000,9.97816,unity
3.7800,0.04314,1.0000,0.0000,10.05656,unity
3.8000,0.08363,1.0000,0.0000,10.04320,unity
3.8200,0.12489,1.0000,0.0000,9.99628,unity
3.8400,0.16157,1.0000,0.0000,9.93795,unity
3.8600,0.19983,1.0000,0.0000,10.02068,unity
3.8800,0.24256,1.0000,0.0000,10.01091,unity
3.9000,0.28294,1.0000,0.0000,9.94521,unity
3.9200,0.32403,1.0000,0.0000,9.89919,unity
3.9400,0.36518,1.0000,0.0000,9.98584,unity
3.9600,0.40061,1.0000,0.0000,9.98402,unity
3.9800,0.44467,1.0000,0.0000,10.07507,unity
4.0000,0.48301,1.0000,0.0000,10.08022,unity
4.0200,0.52025,1.0000,0.0000,10.00916,unity
4.0400,0.54821,1.0000,0.0000,9.98740,unity
4.0600,0.60022,1.0000,0.0000,9.92952,unity
4.0800,0.64148,1.0000,0.0000,9.95891,unity
4.1000,0.68055,1.0000,0.0000,10.07559,unity
4.1200,0.71868,1.0000,0.0000,10.12048,unity
4.1400,0.76013,1.0000,0.0000,10.10430,unity
4.1600,0.80324,1.0000,0.0000,10.07928,unity
4.1800,0.84448,1.0000,0.0000,10.07263,unity
4.2000,0.87864,1.0000,0.0000,10.05219,unity
4.2200,0.92481,1.0000,0.0000,10.05387,unity
4.2400,0.96429,1.0000,0.0000,10.03909,unity
4.2600,0.99922,1.0000,0.0000,10.04579,unity
4.2800,1.00000,1.0000,0.0000,10.03571,unity
4.3000,1.00000,1.0000,0.0000,10.05157,unity
4.3200,1.00000,1.0000,0.0000,10.05042,unity
4.3400,1.00000,1.0000,0.0000,10.07620,unity
4.3600,0.96951,1.0000,0.0000,10.07352,unity
4.3800,0.92783,1.0000,0.0000,10.10512,unity
4.4000,0.89069,1.0000,0.0000,10.10493,unity
4.4200,0.85041,1.0000,0.0000,10.13710,unity
4.4400,0.80947,1.0000,0.0000,10.13757,unity
4.4600,0.77029,1.0000,0.0000,10.16223,unity
4.4800,0.72996,1.0000,0.0000,10.16274,unity
4.5000,0.68980,1.0000,0.0000,10.17687,unity
4.5200,0.65304,1.0000,0.0000,10.17588,unity
4.5400,0.60788,1.0000,0.0000,10.18109,unity
4.5600,0.57071,1.0000,0.0000,10.17696,unity
4.5800,0.52761,1.0000,0.0000,10.17714,unity
4.6000,0.48926,1.0000,0.0000,10.16895,unity
4.6200,0.45108,1.0000,0.0000,10.16678,unity
4.6400,0.41296,1.0000,0.0000,10.15443,unity
4.6600,0.37103,1.0000,0.0000,10.15215,unity
4.6800,0.32894,1.0000,0.0000,10.13567,unity
4.7000,0.29076,1.0000,0.0000,10.13689,unity
4.7200,0.24967,1.0000,0.0000,10.11428,unity
4.7400,0.20795,1.0000,0.0000,10.12397,unity
4.7600,0.16788,1.0000,0.0000,10.08888,unity
4.7800,0.13162,1.0000,0.0000,10.11817,unity
4.8000,0.08933,1.0000,0.0000,10.05427,unity
4.8200,0.05510,1.0000,0.0000,10.11822,unity
4.8400,0.00856,1.0000,0.0000,10.02353,unity
4.8600,-0.02613,1.0000,0.0000,10.11590,unity
4.8800,-0.07107,1.0000,0.0000,9.99745,unity
4.9000,-0.10587,1.0000,0.0000,10.10477,unity
4.9200,-0.14794,1.0000,0.0000,10.14335,unity
4.9400,-0.19082,1.0000,0.0000,10.13399,unity
4.9600,-0.22948,1.0000,0.0000,10.13216,unity
4.9800,-0.26572,1.0000,0.0000,10.12480,unity
5.0000,-0.30770,1.0000,0.0000,10.12113,unity
5.0200,-0.34800,1.0000,0.0000,10.11452,unity
5.0400,-0.38702,1.0000,0.0000,10.10758,unity
5.0600,-0.42939,1.0000,0.0000,10.10047,unity
5.0800,-0.47200,1.0000,0.0000,10.08959,unity
5.1000,-0.51219,1.0000,0.0000,10.08049,unity
5.1200,-0.54836,1.0000,0.0000,10.06485,unity
5.1400,-0.58619,1.0000,0.0000,10.05314,unity
5.1600,-0.63052,1.0000,0.0000,10.03332,unity
5.1800,-0.66871,1.0000,0.0000,10.01698,unity
5.2000,-0.70938,1.0000,0.0000,9.99247,unity
5.2200,-0.74802,1.0000,0.0000,9.97045,unity
5.2400,-0.79103,1.0000,0.0000,10.02816,unity
5.2600,-0.82719,1.0000,0.0000,10.08457,unity
5.2800,-0.87055,1.0000,0.0000,10.08925,unity
5.3000,-0.91038,1.0000,0.0000,10.04509,unity
5.3200,-0.95180,1.0000,0.0000,10.02398,unity
5.3400,-0.99189,1.0000,0.0000,9.96442,unity
5.3600,-1.00000,1.0000,0.0000,9.95856,unity
5.3800,-1.00000,1.0000,0.0000,9.99905,unity
5.4000,-1.00000,1.0000,0.0000,10.04240,unity
5.4200,-1.00000,1.0000,0.0000,10.08140,unity
5.4400,-1.00000,1.0000,0.0000,10.04041,unity
5.4600,-1.00000,1.0000,0.0000,10.06214,unity
5.4800,-1.00000,1.0000,0.0000,9.97642,unity
5.5000,-1.00000,1.0000,0.0000,9.97890,unity
5.5200,-1.00000,1.0000,0.0000,10.01698,unity
5.5400,-1.00000,1.0000,0.0000,10.04908,unity
5.5600,-1.00000,1.0000,0.0000,9.99961,unity
5.5800,-1.00000,1.0000,0.0000,9.99840,unity
5.6000,-1.00000,1.0000,0.0000,10.04101,unity
5.6200,-1.00000,1.0000,0.0000,10.05780,unity
5.6400,-1.00000,1.0000,0.0000,10.02497,unity
5.6600,-1.00000,1.0000,0.0000,9.98916,unity
5.6800,-1.00000,1.0000,0.0000,9.93941,unity
5.7000,-1.00000,1.0000,0.0000,9.92619,unity
5.7200,-1.00000,1.0000,0.0000,9.99828,unity
5.7400,-1.00000,1.0000,0.0000,9.98183,unity
5.7600,-1.00000,1.0000,0.0000,10.04905,unity
5.7800,-1.00000,1.0000,0.0000,10.02850,unity
5.8000,-1.00000,1.0000,0.0000,10.09586,unity
5.8200,-1.00000,1.0000,0.0000,9.99235,unity
5.8400,-1.00000,1.0000,0.0000,10.04996,unity
5.8600,-1.00000,1.0000,0.0000,10.03098,unity
5.8800,-1.00000,1.0000,0.0000,9.98734,unity
5.9000,-1.00000,1.0000,0.0000,9.92597,unity
5.9200,-1.00000,1.0000,0.0000,9.98973,unity
5.9400,-1.00000,1.0000,0.0000,9.96729,unity
5.9600,-1.00000,1.0000,0.0000,10.02885,unity
5.9800,-1.00000,1.0000,0.0000,10.00356,unity
6.0000,-1.00000,1.0000,0.0000,9.97352,unity
6.0200,-1.00000,1.0000,0.0000,9.94470,unity
6.0400,-1.00000,1.0000,0.0000,10.00299,unity
6.0600,-1.00000,1.0000,0.0000,9.97507,unity
6.0800,-1.00000,1.0000,0.0000,9.93352,unity
6.1000,-1.00000,1.0000,0.0000,9.90295,unity
6.1200,-1.00000,1.0000,0.0000,9.95723,unity
6.1400,-1.00000,1.0000,0.0000,9.92205,unity
6.1600,-1.00000,1.0000,0.0000,9.97324,unity
6.1800,-1.00000,1.0000,0.0000,9.93348,unity
6.2000,-1.00000,1.0000,0.0000,9.98031,unity
6.2200,-1.00000,1.0000,0.0000,9.93528,unity
6.2400,-1.00000,1.0000,0.0000,9.97800,unity
6.2600,-1.00000,1.0000,0.0000,9.92801,unity
6.2800,-1.00000,1.0000,0.0000,9.96749,unity
6.3000,-0.98574,1.0000,0.0000,9.91306,unity
6.3200,-0.94201,1.0000,0.0000,9.95047,unity
6.3400,-0.90288,1.0000,0.0000,9.89335,unity
6.3600,-0.86547,1.0000,0.0000,9.92913,unity
6.3800,-0.82151,1.0000,0.0000,9.86681,unity
6.4000,-0.78268,1.0000,0.0000,9.89832,unity
6.4200,-0.74458,1.0000,0.0000,9.83076,unity
6.4400,-0.70443,1.0000,0.0000,9.86060,unity
6.4600,-0.66767,1.0000,0.0000,9.79060,unity
6.4800,-0.62195,1.0000,0.0000,9.82022,unity
6.5000,-0.58110,1.0000,0.0000,9.74851,unity
6.5200,-0.54307,1.0000,0.0000,9.77806,unity
6.5400,-0.50538,1.0000,0.0000,9.70486,unity
6.5600,-0.46462,1.0000,0.0000,9.73395,unity
6.5800,-0.42277,1.0000,0.0000,9.65915,unity
6.6000,-0.38231,1.0000,0.0000,9.68758,unity
6.6200,-0.34336,1.0000,0.0000,9.61135,unity
6.6400,-0.30138,1.0000,0.0000,9.63884,unity
6.6600,-0.26500,1.0000,0.0000,9.56124,unity
6.6800,-0.22524,1.0000,0.0000,9.58751,unity
6.7000,-0.18238,1.0000,0.0000,9.50852,unity
6.7200,-0.14153,1.0000,0.0000,9.53348,unity
6.7400,-0.10240,1.0000,0.0000,9.45349,unity
6.7600,-0.06102,1.0000,0.0000,9.47702,unity
6.7800,-0.02459,1.0000,0.0000,9.39633,unity
6.8000,0.00000,1.0000,0.0000,9.41868,unity
6.8200,0.00000,1.0000,0.0000,9.33661,unity
6.8400,0.00000,1.0000,0.0000,9.35511,unity
6.8600,0.00000,1.0000,0.0000,9.26860,unity
6.8800,0.00000,1.0000,0.0000,9.28238,unity
6.9000,0.00000,1.0000,0.0000,9.19174,unity
6.9200,0.00000,1.0000,0.0000,9.20130,unity
6.9400,0.00000,1.0000,0.0000,9.10663,unity
6.9600,0.00000,1.0000,0.0000,9.11228,unity
6.9800,0.00000,1.0000,0.0000,9.01369,unity
7.0000,0.00000,1.0000,0.0000,9.01571,unity
7.0200,0.00000,1.0000,0.0000,8.91331,unity
7.0400,0.00000,1.0000,0.0000,8.91192,unity
7.0600,0.00000,1.0000,0.0000,8.80578,unity
7.0800,0.00000,1.0000,0.0000,8.80110,unity
7.1000,0.00000,1.0000,0.0000,8.69120,unity
7.1200,0.00000,1.0000,0.0000,8.68326,unity
7.1400,0.00000,1.0000,0.0000,8.56954,unity
7.1600,0.00000,1.0000,0.0000,8.55836,unity
7.1800,0.00000,1.0000,0.0000,8.44082,unity
7.2000,0.00000,1.0000,0.0000,8.42646,unity
7.2200,0.00000,1.0000,0.0000,8.30518,unity
7.2400,0.00000,1.0000,0.0000,8.28778,unity
7.2600,0.00000,1.0000,0.0000,8.16291,unity
7.2800,0.00000,1.0000,0.0000,8.14262,unity
7.3000,0.00000,1.0000,0.0000,8.01417,unity
7.3200,0.00000,1.0000,0.0000,7.99086,unity
7.3400,0.00000,1.0000,0.0000,7.85888,unity
7.3600,0.00000,1.0000,0.0000,7.83272,unity
7.3800,0.00000,1.0000,0.0000,7.69751,unity
7.4000,0.00000,1.0000,0.0000,7.66874,unity
7.4200,0.00000,1.0000,0.0000,7.53064,unity
7.4400,0.00000,1.0000,0.0000,7.49963,unity
7.4600,0.00000,1.0000,0.0000,7.35912,unity
7.4800,0.00000,1.0000,0.0000,7.32623,unity
7.5000,0.00000,1.0000,0.0000,7.18371,unity
7.5200,0.00000,1.0000,0.0000,7.14932,unity
7.5400,0.00000,1.0000,0.0000,7.00517,unity
7.5600,0.00000,1.0000,0.0000,6.96964,unity
7.5800,0.00000,1.0000,0.0000,6.82425,unity
7.6000,0.00000,1.0000,0.0000,6.78795,unity
7.6200,0.00000,1.0000,0.0000,6.64168,unity
7.6400,0.00000,1.0000,0.0000,6.60503,unity
7.6600,0.00000,1.0000,0.0000,6.45820,unity
7.6800,0.00000,1.0000,0.0000,6.42159,unity
7.7000,0.00000,1.0000,0.0000,6.27449,unity
7.7200,0.00000,1.0000,0.0000,6.23836,unity
7.7400,0.00000,1.0000,0.0000,6.09125,unity
7.7600,0.03986,1.0000,0.0000,6.05612,unity
7.7800,0.08030,1.0000,0.0000,5.90951,unity
7.8000,0.11591,1.0000,0.0000,5.87845,unity
7.8200,0.15741,1.0000,0.0000,5.73517,unity
7.8400,0.19610,1.0000,0.0000,5.71015,unity
7.8600,0.23874,1.0000,0.0000,5.56974,unity
7.8800,0.27986,1.0000,0.0000,5.55351,unity
7.9000,0.31905,1.0000,0.0000,5.41371,unity
7.9200,0.35980,1.0000,0.0000,5.41154,unity
7.9400,0.39825,1.0000,0.0000,5.26568,unity
7.9600,0.43393,1.0000,0.0000,5.28226,unity
7.9800,0.47531,1.0000,0.0000,5.13689,unity
8.0000,0.52026,1.0000,0.0000,5.16035,unity
8.0200,0.55878,1.0000,0.0000,5.02246,unity
8.0400,0.59678,1.0000,0.0000,5.05282,unity
8.0600,0.63961,1.0000,0.0000,4.92211,unity
8.0800,0.67682,1.0000,0.0000,4.92484,unity
8.1000,0.71708,1.0000,0.0000,4.88774,unity
8.1200,0.75555,1.0000,0.0000,4.85263,unity
8.1400,0.79555,1.0000,0.0000,4.82195,unity
8.1600,0.83486,1.0000,0.0000,4.79592,unity
8.1800,0.87358,1.0000,0.0000,4.77458,unity
8.2000,0.91740,1.0000,0.0000,4.75796,unity
8.2200,0.95995,1.0000,0.0000,4.74626,unity
8.2400,0.99994,1.0000,0.0000,4.73959,unity
8.2600,1.00000,1.0000,0.0000,4.73804,unity
8.2800,1.00000,1.0000,0.0000,4.74107,unity
8.3000,1.00000,1.0000,0.0000,4.74846,unity
8.3200,1.00000,1.0000,0.0000,4.76012,unity
8.3400,1.00000,1.0000,0.0000,4.77600,unity
8.3600,1.00000,1.0000,0.0000,4.79604,unity
8.3800,1.00000,1.0000,0.0000,4.82020,unity
8.4000,1.00000,1.0000,0.0000,4.84843,unity
8.4200,1.00000,1.0000,0.0000,4.88069,unity
8.4400,1.00000,1.0000,0.0000,4.91691,unity
8.4600,1.00000,1.0000,0.0000,4.95704,unity
8.4800,1.00000,1.0000,0.0000,5.00103,unity
8.5000,1.00000,1.0000,0.0000,5.06165,unity
8.5200,1.00000,1.0000,0.0000,5.10989,unity
8.5400,1.00000,1.0000,0.0000,5.16483,unity
8.5600,1.00000,1.0000,0.0000,5.21817,unity
8.5800,1.00000,1.0000,0.0000,5.29308,unity
8.6000,1.00000,1.0000,0.0000,5.31520,unity
8.6200,1.00000,1.0000,0.0000,5.43612,unity
8.6400,1.00000,1.0000,0.0000,5.45699,unity
8.6600,1.00000,1.0000,0.0000,5.58788,unity
8.6800,1.00000,1.0000,0.0000,5.61000,unity
8.7000,1.00000,1.0000,0.0000,5.75416,unity
8.7200,1.00000,1.0000,0.0000,5.76876,unity
8.7400,1.00000,1.0000,0.0000,5.93673,unity
8.7600,1.00000,1.0000,0.0000,5.94694,unity
8.7800,1.00000,1.0000,0.0000,6.11854,unity
8.8000,1.00000,1.0000,0.0000,6.12906,unity
8.8200,1.00000,1.0000,0.0000,6.29759,unity
8.8400,1.00000,1.0000,0.0000,6.30537,unity
8.8600,1.00000,1.0000,0.0000,6.47982,unity
8.8800,1.00000,1.0000,0.0000,6.48898,unity
8.9000,1.00000,1.0000,0.0000,6.66486,unity
8.9200,1.00000,1.0000,0.0000,6.67833,unity
8.9400,1.00000,1.0000,0.0000,6.85488,unity
8.9600,1.00000,1.0000,0.0000,6.87553,unity
8.9800,1.00000,1.0000,0.0000,7.05092,unity
9.0000,1.00000,1.0000,0.0000,7.08013,unity
9.0200,1.00000,1.0000,0.0000,7.25268,unity
9.0400,1.00000,1.0000,0.0000,7.28661,unity
9.0600,1.00000,1.0000,0.0000,7.45964,unity
9.0800,1.00000,1.0000,0.0000,7.47729,unity
9.1000,1.00000,1.0000,0.0000,7.66833,unity
9.1200,1.00000,1.0000,0.0000,7.65882,unity
9.1400,1.00000,1.0000,0.0000,7.85339,unity
9.1600,1.00000,1.0000,0.0000,7.83884,unity
9.1800,1.00000,1.0000,0.0000,8.02154,unity
9.2000,1.00000,1.0000,0.0000,8.00535,unity
9.2200,1.00000,1.0000,0.0000,8.17184,unity
9.2400,1.00000,1.0000,0.0000,8.16003,unity
9.2600,1.00000,1.0000,0.0000,8.30394,unity
9.2800,1.00000,1.0000,0.0000,8.29631,unity
9.3000,1.00000,1.0000,0.0000,8.41615,unity
9.3200,1.00000,1.0000,0.0000,8.41001,unity
9.3400,1.00000,1.0000,0.0000,8.50893,unity
9.3600,1.00000,1.0000,0.0000,8.49930,unity
9.3800,1.00000,1.0000,0.0000,8.58317,unity
9.4000,1.00000,1.0000,0.0000,8.56524,unity
9.4200,1.00000,1.0000,0.0000,8.63859,unity
9.4400,1.00000,1.0000,0.0000,8.61080,unity
9.4600,1.00000,1.0000,0.0000,8.67649,unity
9.4800,1.00000,1.0000,0.0000,8.63949,unity
9.5000,1.00000,1.0000,0.0000,8.69899,unity
9.5200,1.00000,1.0000,0.0000,8.65358,unity
9.5400,1.00000,1.0000,0.0000,8.70709,unity
9.5600,1.00000,1.0000,0.0000,8.65357,unity
9.5800,1.00000,1.0000,0.0000,8.70093,unity
9.6000,1.00000,1.0000,0.0000,8.63907,unity
9.6200,1.00000,1.0000,0.0000,8.67999,unity
9.6400,1.00000,1.0000,0.0000,8.60963,unity
9.6600,1.00000,1.0000,0.0000,8.64396,unity
9.6800,1.00000,1.0000,0.0000,8.56486,unity
9.7000,1.00000,1.0000,0.0000,8.59222,unity
9.7200,1.00000,1.0000,0.0000,8.50382,unity
9.7400,1.00000,1.0000,0.0000,8.52343,unity
9.7600,1.00000,1.0000,0.0000,8.42521,unity
9.7800,1.00000,1.0000,0.0000,8.43612,unity
9.8000,1.00000,1.0000,0.0000,8.32765,unity
9.8200,1.00000,1.0000,0.0000,8.32873,unity
9.8400,1.00000,1.0000,0.0000,8.20976,unity
9.8600,1.00000,1.0000,0.0000,8.19983,unity
