t,steering,throttle,brake,speed,source
0.9200,0.00000,0.0000,0.0000,0.00000,unity
0.9400,0.00000,0.0000,0.0000,0.00000,unity
0.9600,0.00000,0.0000,0.0000,0.00000,unity
0.9800,0.00000,0.0000,0.0000,0.00000,unity
1.0000,0.00000,0.0000,0.0000,0.00000,unity
1.0200,0.00000,0.0000,0.0000,0.00000,unity
1.0400,0.00000,0.0000,0.0000,0.00000,unity
1.0600,0.00000,0.0000,0.0000,0.00000,unity
1.0800,0.00000,0.0000,0.0000,0.00000,unity
1.1000,0.00000,0.0000,0.0000,0.00000,unity
1.1200,0.00000,0.0000,0.0000,0.00000,unity
1.1400,0.00000,0.0000,0.0000,0.00000,unity
1.1600,0.00000,0.0000,0.0000,0.00000,unity
1.1800,0.00000,0.0000,0.0000,0.00000,unity
1.2000,0.00000,0.0000,0.0000,0.00000,unity
1.2200,0.00000,0.0000,0.0000,0.00000,unity
1.2400,0.00000,0.0000,0.0000,0.00000,unity
1.2600,0.00000,0.0000,0.0000,0.00000,unity
1.2800,0.00000,0.0000,0.0000,0.00000,unity
1.3000,0.00000,0.0000,0.0000,0.00000,unity
1.3200,0.00000,0.0000,0.0000,0.00000,unity
1.3400,0.00000,0.0000,0.0000,0.00000,unity
1.3600,0.00000,0.0000,0.0000,0.00000,unity
1.3800,0.00000,0.0000,0.0000,0.00000,unity
1.4000,0.00000,0.0000,0.0000,0.00000,unity
1.4200,0.00000,0.0000,0.0000,0.00000,unity
1.4400,0.00000,0.0000,0.0000,0.00000,unity
1.4600,0.00000,0.0000,0.0000,0.00000,unity
1.4800,0.00000,0.0000,0.0000,0.00000,unity
1.5000,0.00000,0.0000,0.0000,0.00000,unity
1.5200,0.00000,0.0000,0.0000,0.00000,unity
1.5400,0.00000,0.0000,0.0000,0.00000,unity
1.5600,0.00000,0.0000,0.0000,0.00000,unity
1.5800,0.00000,0.0000,0.0000,0.00000,unity
1.6000,0.00000,0.0000,0.0000,0.00000,unity
1.6200,0.00000,0.0000,0.0000,0.00000,unity
1.6400,0.00000,0.0000,0.0000,0.00000,unity
1.6600,0.00000,0.0000,0.0000,0.00000,unity
1.6800,0.00000,0.0000,0.0000,0.00000,unity
1.7000,0.00000,0.0000,0.0000,0.00000,unity
1.7200,0.00000,0.0000,0.0000,0.00000,unity
1.7400,0.00000,0.0000,0.0000,0.00000,unity
1.7600,0.00000,0.0000,0.0000,0.00000,unity
1.7800,0.00000,0.0000,0.0000,0.00000,unity
1.8000,0.00000,0.0000,0.0000,0.00000,unity
1.8200,0.00000,0.0000,0.0000,0.00000,unity
1.8400,0.00000,0.0000,0.0000,0.00000,unity
1.8600,0.00000,0.0000,0.0000,0.00000,unity
1.8800,0.03394,0.0000,0.0000,0.00000,unity
1.9000,0.08133,0.0000,0.0000,0.00000,unity
1.9200,0.12163,0.0000,0.0000,0.00000,unity
1.9400,0.16300,0.0000,0.0000,0.00000,unity
1.9600,0.20395,1.0000,0.0000,0.00000,unity
1.9800,0.24364,1.0000,0.0000,0.03919,unity
2.0000,0.28595,1.0000,0.0000,0.09605,unity
2.0200,0.32192,1.0000,0.0000,0.15322,unity
2.0400,0.36696,1.0000,0.0000,0.21066,unity
2.0600,0.39810,1.0000,0.0000,0.26825,unity
2.0800,0.43976,1.0000,0.0000,0.32607,unity
2.1000,0.48741,1.0000,0.0000,0.38393,unity
2.1200,0.52206,1.0000,0.0000,0.44169,unity
2.1400,0.56704,1.0000,0.0000,0.49956,unity
2.1600,0.60665,1.0000,0.0000,0.55721,unity
2.1800,0.64527,1.0000,0.0000,0.61476,unity
2.2000,0.68149,1.0000,0.0000,0.67215,unity
2.2200,0.72743,1.0000,0.0000,0.72938,unity
2.2400,0.76067,1.0000,0.0000,0.78601,unity
2.2600,0.80604,1.0000,0.0000,0.84260,unity
2.2800,0.83945,1.0000,0.0000,0.89842,unity
2.3000,0.88210,1.0000,0.0000,0.95415,unity
2.3200,0.92357,1.0000,0.0000,1.00908,unity
2.3400,0.96718,1.0000,0.0000,1.06334,unity
2.3600,1.00000,1.0000,0.0000,1.11677,unity
2.3800,1.00000,1.0000,0.0000,1.17011,unity
2.4000,1.00000,1.0000,0.0000,1.22539,unity
2.4200,1.00000,1.0000,0.0000,1.28158,unity
2.4400,1.00000,1.0000,0.0000,1.33819,unity
2.4600,1.00000,1.0000,0.0000,1.39497,unity
2.4800,1.00000,1.0000,0.0000,1.45182,unity
2.5000,1.00000,1.0000,0.0000,1.50868,unity
2.5200,1.00000,1.0000,0.0000,1.56553,unity
2.5400,1.00000,1.0000,0.0000,1.62235,unity
2.5600,1.00000,1.0000,0.0000,1.67915,unity
2.5800,1.00000,1.0000,0.0000,1.73592,unity
2.6000,1.00000,1.0000,0.0000,1.79267,unity
2.6200,1.00000,1.0000,0.0000,1.84940,unity
2.6400,1.00000,1.0000,0.0000,1.90610,unity
2.6600,1.00000,1.0000,0.0000,1.96280,unity
2.6800,1.00000,1.0000,0.0000,2.01947,unity
2.7000,1.00000,1.0000,0.0000,2.07614,unity
2.7200,1.00000,1.0000,0.0000,2.13279,unity
2.7400,1.00000,1.0000,0.0000,2.18943,unity
2.7600,1.00000,1.0000,0.0000,2.24606,unity
2.7800,1.00000,1.0000,0.0000,2.30268,unity
2.8000,1.00000,1.0000,0.0000,2.35929,unity
2.8200,1.00000,1.0000,0.0000,2.41588,unity
2.8400,1.00000,1.0000,0.0000,2.47246,unity
2.8600,1.00000,1.0000,0.0000,2.52902,unity
2.8800,1.00000,1.0000,0.0000,2.58557,unity
2.9000,1.00000,1.0000,0.0000,2.64209,unity
2.9200,1.00000,1.0000,0.0000,2.69858,unity
2.9400,1.00000,1.0000,0.0000,2.75505,unity
2.9600,1.00000,1.0000,0.0000,2.81150,unity
2.9800,1.00000,1.0000,0.0000,2.86790,unity
3.0000,1.00000,1.0000,0.0000,2.92428,unity
3.0200,1.00000,1.0000,0.0000,2.98061,unity
3.0400,1.00000,1.0000,0.0000,3.03690,unity
3.0600,1.00000,1.0000,0.0000,3.09314,unity
3.0800,1.00000,1.0000,0.0000,3.14934,unity
3.1000,1.00000,1.0000,0.0000,3.20548,unity
3.1200,1.00000,1.0000,0.0000,3.26156,unity
3.1400,1.00000,1.0000,0.0000,3.31758,unity
3.1600,1.00000,1.0000,0.0000,3.37354,unity
3.1800,1.00000,1.0000,0.0000,3.42944,unity
3.2000,1.00000,1.0000,0.0000,3.48526,unity
3.2200,1.00000,1.0000,0.0000,3.54101,unity
3.2400,1.00000,1.0000,0.0000,3.59668,unity
3.2600,1.00000,1.0000,0.0000,3.65227,unity
3.2800,1.00000,1.0000,0.0000,3.70777,unity
3.3000,1.00000,1.0000,0.0000,3.76319,unity
3.3200,1.00000,1.0000,0.0000,3.81851,unity
3.3400,1.00000,1.0000,0.0000,3.87373,unity
3.3600,1.00000,1.0000,0.0000,3.92886,unity
3.3800,1.00000,1.0000,0.0000,3.98388,unity
3.4000,1.00000,1.0000,0.0000,4.03879,unity
3.4200,1.00000,1.0000,0.0000,4.09358,unity
3.4400,1.00000,1.0000,0.0000,4.14826,unity
3.4600,1.00000,1.0000,0.0000,4.20282,unity
3.4800,1.00000,1.0000,0.0000,4.25725,unity
3.5000,1.00000,1.0000,0.0000,4.31156,unity
3.5200,1.00000,1.0000,0.0000,4.36573,unity
3.5400,1.00000,1.0000,0.0000,4.41976,unity
3.5600,1.00000,1.0000,0.0000,4.47365,unity
3.5800,1.00000,1.0000,0.0000,4.52739,unity
3.6000,1.00000,1.0000,0.0000,4.58098,unity
3.6200,1.00000,1.0000,0.0000,4.63442,unity
3.6400,1.00000,1.0000,0.0000,4.68769,unity
3.6600,1.00000,1.0000,0.0000,4.74079,unity
3.6800,1.00000,1.0000,0.0000,4.79371,unity
3.7000,1.00000,1.0000,0.0000,4.84644,unity
3.7200,1.00000,1.0000,0.0000,4.89899,unity
3.7400,1.00000,1.0000,0.0000,4.95133,unity
3.7600,1.00000,1.0000,0.0000,5.00347,unity
3.7800,0.98746,1.0000,0.0000,5.05972,unity
3.8000,0.94874,1.0000,0.0000,5.11367,unity
3.8200,0.90661,1.0000,0.0000,5.16887,unity
3.8400,0.86727,1.0000,0.0000,5.23422,unity
3.8600,0.82792,1.0000,0.0000,5.27845,unity
3.8800,0.78740,1.0000,0.0000,5.39328,unity
3.9000,0.74955,1.0000,0.0000,5.42404,unity
3.9200,0.71096,1.0000,0.0000,5.46504,unity
3.9400,0.66539,1.0000,0.0000,5.57739,unity
3.9600,0.62584,1.0000,0.0000,5.63045,unity
3.9800,0.59122,1.0000,0.0000,5.65160,unity
4.0000,0.54964,1.0000,0.0000,5.80075,unity
4.0200,0.50573,1.0000,0.0000,5.78174,unity
4.0400,0.47117,1.0000,0.0000,5.92641,unity
4.0600,0.42589,1.0000,0.0000,5.89194,unity
4.0800,0.38441,1.0000,0.0000,6.06117,unity
4.1000,0.34645,1.0000,0.0000,6.03519,unity
4.1200,0.30601,1.0000,0.0000,6.18929,unity
4.1400,0.26587,1.0000,0.0000,6.16106,unity
4.1600,0.23092,1.0000,0.0000,6.31366,unity
4.1800,0.18355,1.0000,0.0000,6.27928,unity
4.2000,0.14668,1.0000,0.0000,6.44025,unity
4.2200,0.10864,1.0000,0.0000,6.40899,unity
4.2400,0.06810,1.0000,0.0000,6.55253,unity
4.2600,0.02390,1.0000,0.0000,6.50777,unity
4.2800,-0.01243,1.0000,0.0000,6.67374,unity
4.3000,-0.05480,1.0000,0.0000,6.62723,unity
4.3200,-0.09416,1.0000,0.0000,6.79129,unity
4.3400,-0.13109,1.0000,0.0000,6.74447,unity
4.3600,-0.17416,1.0000,0.0000,6.90375,unity
4.3800,-0.20892,1.0000,0.0000,6.85451,unity
4.4000,-0.25047,1.0000,0.0000,7.01190,unity
4.4200,-0.28956,1.0000,0.0000,6.96002,unity
4.4400,-0.33643,1.0000,0.0000,7.11612,unity
4.4600,-0.37372,1.0000,0.0000,7.06194,unity
4.4800,-0.40892,1.0000,0.0000,7.21540,unity
4.5000,-0.45479,1.0000,0.0000,7.16124,unity
4.5200,-0.49357,1.0000,0.0000,7.31055,unity
4.5400,-0.53414,1.0000,0.0000,7.25580,unity
4.5600,-0.56942,1.0000,0.0000,7.39987,unity
4.5800,-0.60918,1.0000,0.0000,7.34552,unity
4.6000,-0.65560,1.0000,0.0000,7.48358,unity
4.6200,-0.69576,1.0000,0.0000,7.42843,unity
4.6400,-0.72874,1.0000,0.0000,7.55853,unity
4.6600,-0.76742,1.0000,0.0000,7.50450,unity
4.6800,-0.81150,1.0000,0.0000,7.62736,unity
4.7000,-0.85547,1.0000,0.0000,7.57322,unity
4.7200,-0.89536,1.0000,0.0000,7.68526,unity
4.7400,-0.92979,1.0000,0.0000,7.63131,unity
4.7600,-0.97576,1.0000,0.0000,7.73409,unity
4.7800,-1.00000,1.0000,0.0000,7.68180,unity
4.8000,-1.00000,1.0000,0.0000,7.77397,unity
4.8200,-1.00000,1.0000,0.0000,7.72842,unity
4.8400,-1.00000,1.0000,0.0000,7.81914,unity
4.8600,-1.00000,1.0000,0.0000,7.78354,unity
4.8800,-1.00000,1.0000,0.0000,7.86628,unity
4.9000,-1.00000,1.0000,0.0000,7.83554,unity
4.9200,-1.00000,1.0000,0.0000,7.91699,unity
4.9400,-1.00000,1.0000,0.0000,7.88957,unity
4.9600,-1.00000,1.0000,0.0000,7.96819,unity
4.9800,-1.00000,1.0000,0.0000,7.94144,unity
5.0000,-1.00000,1.0000,0.0000,8.01818,unity
5.0200,-1.00000,1.0000,0.0000,7.99080,unity
5.0400,-1.00000,1.0000,0.0000,8.06562,unity
5.0600,-1.00000,1.0000,0.0000,8.03712,unity
5.0800,-1.00000,1.0000,0.0000,8.10972,unity
5.1000,-1.00000,1.0000,0.0000,8.08004,unity
5.1200,-1.00000,1.0000,0.0000,8.15012,unity
5.1400,-1.00000,1.0000,0.0000,8.11923,unity
5.1600,-1.00000,1.0000,0.0000,8.18663,unity
5.1800,-1.00000,1.0000,0.0000,8.15406,unity
5.2000,-1.00000,1.0000,0.0000,8.21881,unity
5.2200,-1.00000,1.0000,0.0000,8.18380,unity
5.2400,-1.00000,1.0000,0.0000,8.24587,unity
5.2600,-1.00000,1.0000,0.0000,8.20783,unity
5.2800,-1.00000,1.0000,0.0000,8.26703,unity
5.3000,-1.00000,1.0000,0.0000,8.22556,unity
5.3200,-1.00000,1.0000,0.0000,8.28160,unity
5.3400,-1.00000,1.0000,0.0000,8.23628,unity
5.3600,-1.00000,1.0000,0.0000,8.28894,unity
5.3800,-1.00000,1.0000,0.0000,8.23932,unity
5.4000,-1.00000,1.0000,0.0000,8.28838,unity
5.4200,-1.00000,1.0000,0.0000,8.23404,unity
5.4400,-1.00000,1.0000,0.0000,8.27929,unity
5.4600,-1.00000,1.0000,0.0000,8.21976,unity
5.4800,-1.00000,1.0000,0.0000,8.26097,unity
5.5000,-1.00000,1.0000,0.0000,8.19584,unity
5.5200,-1.00000,1.0000,0.0000,8.23277,unity
5.5400,-1.00000,1.0000,0.0000,8.16159,unity
5.5600,-1.00000,1.0000,0.0000,8.19397,unity
5.5800,-1.00000,1.0000,0.0000,8.11613,unity
5.6000,-1.00000,1.0000,0.0000,8.14340,unity
5.6200,-1.00000,1.0000,0.0000,8.05826,unity
5.6400,-1.00000,1.0000,0.0000,8.07968,unity
5.6600,-1.00000,1.0000,0.0000,7.98663,unity
5.6800,-1.00000,1.0000,0.0000,8.00130,unity
5.7000,-1.00000,1.0000,0.0000,7.89977,unity
5.7200,-1.00000,1.0000,0.0000,7.90661,unity
5.7400,-1.00000,1.0000,0.0000,7.79618,unity
5.7600,-1.00000,1.0000,0.0000,7.79399,unity
5.7800,-1.00000,1.0000,0.0000,7.67424,unity
5.8000,-1.00000,1.0000,0.0000,7.66222,unity
5.8200,-1.00000,1.0000,0.0000,7.53244,unity
5.8400,-1.00000,1.0000,0.0000,7.50986,unity
5.8600,-1.00000,1.0000,0.0000,7.36930,unity
5.8800,-1.00000,1.0000,0.0000,7.33545,unity
5.9000,-1.00000,1.0000,0.0000,7.18346,unity
5.9200,-1.00000,1.0000,0.0000,7.13774,unity
5.9400,-1.00000,1.0000,0.0000,6.97368,unity
5.9600,-1.00000,1.0000,0.0000,6.91553,unity
5.9800,-1.00000,1.0000,0.0000,6.73923,unity
6.0000,-1.00000,1.0000,0.0000,6.66832,unity
6.0200,-1.00000,1.0000,0.0000,6.48065,unity
6.0400,-1.00000,1.0000,0.0000,6.39692,unity
6.0600,-1.00000,1.0000,0.0000,6.20035,unity
6.0800,-1.00000,1.0000,0.0000,6.10455,unity
6.1000,-1.00000,1.0000,0.0000,5.89782,unity
6.1200,-1.00000,1.0000,0.0000,5.79037,unity
6.1400,-1.00000,1.0000,0.0000,5.57442,unity
6.1600,-0.96349,1.0000,0.0000,5.45645,unity
6.1800,-0.92531,1.0000,0.0000,5.23458,unity
6.2000,-0.88484,1.0000,0.0000,5.11129,unity
6.2200,-0.84416,1.0000,0.0000,4.88255,unity
6.2400,-0.80764,1.0000,0.0000,4.74129,unity
6.2600,-0.76304,1.0000,0.0000,4.55951,unity
6.2800,-0.72681,1.0000,0.0000,4.37736,unity
6.3000,-0.68675,1.0000,0.0000,4.19479,unity
6.3200,-0.64278,1.0000,0.0000,4.01231,unity
6.3400,-0.60522,1.0000,0.0000,3.83046,unity
6.3600,-0.56545,1.0000,0.0000,3.64934,unity
6.3800,-0.52814,1.0000,0.0000,3.46941,unity
6.4000,-0.48918,1.0000,0.0000,3.29097,unity
6.4200,-0.44493,1.0000,0.0000,3.11448,unity
6.4400,-0.40599,1.0000,0.0000,2.94055,unity
6.4600,-0.36852,1.0000,0.0000,2.76919,unity
6.4800,-0.32718,1.0000,0.0000,2.60069,unity
6.5000,-0.28475,1.0000,0.0000,2.43566,unity
6.5200,-0.24316,1.0000,0.0000,2.27458,unity
6.5400,-0.20286,1.0000,0.0000,2.11794,unity
6.5600,-0.16611,1.0000,0.0000,1.96618,unity
6.5800,-0.13049,1.0000,0.0000,1.81971,unity
6.6000,-0.08519,1.0000,0.0000,1.67920,unity
6.6200,-0.04605,1.0000,0.0000,1.54588,unity
6.6400,-0.00750,1.0000,0.0000,1.41731,unity
6.6600,0.03646,1.0000,0.0000,1.29598,unity
6.6800,0.07584,1.0000,0.0000,1.18428,unity
6.7000,0.11721,1.0000,0.0000,1.07968,unity
6.7200,0.15706,1.0000,0.0000,0.98168,unity
6.7400,0.19338,1.0000,0.0000,0.89028,unity
6.7600,0.23552,1.0000,0.0000,0.80548,unity
6.7800,0.27133,1.0000,0.0000,0.72740,unity
6.8000,0.31279,1.0000,0.0000,0.65604,unity
6.8200,0.35426,1.0000,0.0000,0.59149,unity
6.8400,0.39401,1.0000,0.0000,0.53376,unity
6.8600,0.43415,1.0000,0.0000,0.48285,unity
6.8800,0.47570,1.0000,0.0000,0.43759,unity
6.9000,0.51381,1.0000,0.0000,0.39754,unity
6.9200,0.55376,1.0000,0.0000,0.36299,unity
6.9400,0.59309,1.0000,0.0000,0.33418,unity
6.9600,0.62655,1.0000,0.0000,0.31144,unity
6.9800,0.67257,1.0000,0.0000,0.29495,unity
7.0000,0.71633,1.0000,0.0000,0.28451,unity
7.0200,0.75684,1.0000,0.0000,0.28026,unity
7.0400,0.79657,1.0000,0.0000,0.28230,unity
7.0600,0.83450,1.0000,0.0000,0.29063,unity
7.0800,0.87459,1.0000,0.0000,0.30522,unity
7.1000,0.91660,1.0000,0.0000,0.32590,unity
7.1200,0.95560,1.0000,0.0000,0.35231,unity
7.1400,0.99276,1.0000,0.0000,0.38353,unity
7.1600,1.00000,1.0000,0.0000,0.41934,unity
7.1800,1.00000,1.0000,0.0000,0.46044,unity
7.2000,1.00000,1.0000,0.0000,0.50683,unity
7.2200,1.00000,1.0000,0.0000,0.55854,unity
7.2400,1.00000,1.0000,0.0000,0.61256,unity
7.2600,1.00000,1.0000,0.0000,0.66839,unity
7.2800,1.00000,1.0000,0.0000,0.72664,unity
7.3000,1.00000,1.0000,0.0000,0.78781,unity
7.3200,1.00000,1.0000,0.0000,0.84745,unity
7.3400,1.00000,1.0000,0.0000,0.90607,unity
7.3600,1.00000,1.0000,0.0000,0.96449,unity
7.3800,1.00000,1.0000,0.0000,1.02303,unity
7.4000,1.00000,1.0000,0.0000,1.08179,unity
7.4200,1.00000,1.0000,0.0000,1.14084,unity
7.4400,1.00000,1.0000,0.0000,1.20003,unity
7.4600,1.00000,1.0000,0.0000,1.25913,unity
7.4800,1.00000,1.0000,0.0000,1.31802,unity
7.5000,1.00000,1.0000,0.0000,1.37669,unity
7.5200,1.00000,1.0000,0.0000,1.43516,unity
7.5400,1.00000,1.0000,0.0000,1.49344,unity
7.5600,1.00000,1.0000,0.0000,1.55153,unity
7.5800,1.00000,1.0000,0.0000,1.60946,unity
7.6000,1.00000,1.0000,0.0000,1.66723,unity
7.6200,1.00000,1.0000,0.0000,1.72485,unity
7.6400,1.00000,1.0000,0.0000,1.78235,unity
7.6600,0.96780,1.0000,0.0000,1.83971,unity
7.6800,0.92950,1.0000,0.0000,1.89957,unity
7.7000,0.88774,0.0000,0.0000,1.96126,unity
7.7200,0.84666,0.0000,0.0000,2.02420,unity
7.7400,0.80916,0.0000,0.0000,2.08777,unity
7.7600,0.76795,0.0000,0.0000,2.15144,unity
7.7800,0.72967,0.0000,0.0000,2.21536,unity
7.8000,0.68755,0.0000,0.0000,2.27922,unity
7.8200,0.64380,0.0000,0.0000,2.34318,unity
7.8400,0.60840,0.0000,0.0000,2.40721,unity
7.8600,0.56236,0.0000,0.0000,2.47082,unity
7.8800,0.52445,0.0000,0.0000,2.53457,unity
7.9000,0.48265,0.0000,0.0000,2.59797,unity
7.9200,0.44769,0.0000,0.0000,2.66120,unity
7.9400,0.40428,0.0000,0.0000,2.72398,unity
7.9600,0.36574,0.0000,0.0000,2.78667,unity
7.9800,0.32926,0.0000,0.0000,2.84900,unity
8.0000,0.28593,0.0000,0.0000,2.91095,unity
8.0200,0.24660,0.0000,0.0000,2.97267,unity
8.0400,0.20623,0.0000,0.0000,3.03400,unity
8.0600,0.16231,0.0000,0.0000,3.09495,unity
